,bvp_rms,bvp_std,bvp_iqr,bvp_energy,bvp_lineintegral,bvp_min,bvp_pct_5,bvp_perm_entropy,bvp_iqr_5_95,bvp_n_sign_changes,bvp_pct_95,bvp_svd_entropy,bvp_n_below_mean,bvp_n_above_mean,bvp_ptp,bvp_skewness,bvp_mean,bvp_sum,bvp_entropy,bvp_max,bvp_kurtosis,bvp_peaks
0,0.15251768622555137 +/- 0.008510678874830443,0.22796504369538076 +/- 0.008647039278417165,0.07307532251352475 +/- 0.006201001530338204,0.06287973366625052 +/- 0.005553490025170943,0.033000416146483545 +/- 0.00783870201003497,-0.042530170620058275 +/- 0.005535843245381908,-0.06063254265501459 +/- 0.004376666202985809,-0.014357053682896392 +/- 0.004309678563713691,-0.06937161880982107 +/- 0.003731653065300411,-0.032459425717852694 +/- 0.003012394685119252,-0.05709529754473576 +/- 0.006038570835527946,0.013358302122347065 +/- 0.002393837206536776,0.040324594257178506 +/- 0.006170906538210331,0.040324594257178506 +/- 0.006170906538210331,-0.04594257178526843 +/- 0.005056479460369222,0.019350811485642917 +/- 0.0022352141493126583,0.0014981273408239625 +/- 0.0016975512321573839,0.0014981273408239625 +/- 0.0016975512321573839,0.0 +/- 0.0,-0.00045776113191844383 +/- 0.0002913025384935335,-4.161464835622519e-05 +/- 0.00034567723108276465,-0.02642530170620059 +/- 0.004646140840431549
