,hrv_rms,bvp_rms,hrv_max,hrv_min,scr_lineintegral,bvp_std,scr_std,hrv_std,hrv_iqr_5_95,scl_std,scl_ptp,hrv_energy,scr_sum,scr_mean,hrv_n_below_mean,hrv_entropy,bvp_svd_entropy,scl_iqr,scl_svd_entropy,scl_max,hrv_svd_entropy,hrv_iqr,bvp_iqr,scr_iqr_5_95,scr_pct_95,bvp_energy,scl_min,bvp_peaks,scl_n_sign_changes,hrv_sum,hrv_mean,bvp_n_sign_changes,scl_perm_entropy,bvp_kurtosis,bvp_pct_95,scr_pct_5,scl_peaks,scr_perm_entropy,bvp_max,hrv_n_sign_changes,bvp_entropy,scr_min,bvp_sum,bvp_mean,scl_skewness,scr_n_below_mean,scr_n_above_mean,bvp_min,scl_rms,scr_skewness,hrv_perm_entropy,scl_n_below_mean,scl_n_above_mean,hrv_skewness,scr_entropy,scl_mean,scl_sum,scr_n_sign_changes,hrv_kurtosis,hrv_n_above_mean,bvp_n_above_mean,bvp_n_below_mean,scr_energy,scl_pct_95,scr_peaks,scl_kurtosis,bvp_ptp,bvp_lineintegral,bvp_iqr_5_95,scr_kurtosis,scl_energy,scl_pct_5,scl_iqr_5_95,scr_svd_entropy,scl_entropy,hrv_peaks,scr_rms,scr_iqr,scl_lineintegral,bvp_perm_entropy,bvp_pct_5,scr_ptp,scr_max,bvp_skewness,hrv_ptp,hrv_lineintegral,hrv_pct_95,hrv_pct_5
0,0.07861455354305692 +/- 0.005383620866742266,0.26495074674292984 +/- 0.008334601713782417,0.21903400063552594 +/- 0.004963717648787278,0.19370829361296477 +/- 0.005593350041484118,0.05306641245630763 +/- 0.004951395279512517,0.094121385446457 +/- 0.008257924815141175,0.04038767079758504 +/- 0.004526198310282486,0.16037496027963144 +/- 0.0070182463195955684,0.02831267874165875 +/- 0.0048430451080574005,0.050174769621862125 +/- 0.00296883118897272,0.04032411820781699 +/- 0.0028080249901640203,0.19370829361296477 +/- 0.004556769436350395,0.009246901811248842 +/- 0.001526916272861025,0.009246901811248842 +/- 0.001526916272861025,0.11534795042898001 +/- 0.007216787639660549,0.007086113759135715 +/- 0.0018694078271474747,0.03809977756593584 +/- 0.003420788618135765,-0.00012710517953604673 +/- 0.0005893624719095002,0.028026692087702622 +/- 0.0025650379498710543,0.004829996822370552 +/- 0.0011787249438189673,0.008833809977756634 +/- 0.0020972354623450804,0.004162694629806218 +/- 0.0033461811534477954,-0.022592945662535703 +/- 0.0037904471595940833,0.004226247219574241 +/- 0.0011893846375731177,0.003749602796313989 +/- 0.0010128616110905227,-0.00044486812837619684 +/- 0.004620583598168038,0.007753415951700071 +/- 0.005082618118368534,0.04620273276136004 +/- 0.004352772501091253,-0.0008261836669843925 +/- 0.001046207666549386,0.27619955513187167 +/- 0.0056178476340920415,0.27619955513187167 +/- 0.0056178476340920415,-0.0131236097870988 +/- 0.0034313984816630107,-0.006514140451223338 +/- 0.0013273974308360568,0.0028598665395615395 +/- 0.0008286243921452592,0.030378137909119852 +/- 0.003881913709329621,0.00012710517953611332 +/- 0.00025421035907214343,0.0 +/- 0.0,0.00594216714331115 +/- 0.0015308788650074325,-0.00181124880838891 +/- 0.002813772520783342,0.0 +/- 0.0,0.0 +/- 0.0,-3.1776294883989475e-05 +/- 0.00022243406418811666,0.003368287257705793 +/- 0.0009121512611634857,0.003368287257705793 +/- 0.0009121512611634857,-0.003177629488401634 +/- 0.0022152430960195105,0.0019065776930410228 +/- 0.0007652745204189421,0.0019065776930410228 +/- 0.0007652745204189421,0.06863679694947575 +/- 0.0060990622759504965,0.0005719733079123434 +/- 0.003937697127336432,0.0018430251032730105 +/- 0.0006481117907330982,0.000985065141404573 +/- 0.0006881604012617623,0.0010803940260566303 +/- 0.00045385627127697364,0.0010803940260566303 +/- 0.00045385627127697364,0.0018430251032729994 +/- 0.0027876342166458863,0.004289799809342254 +/- 0.0018866129785570192,0.004957102001906621 +/- 0.0011474718833980222,0.004957102001906621 +/- 0.0011474718833980222,0.002224340641881206 +/- 0.0010915515752982425,0.002700985065141448 +/- 0.0012570727959868263,0.08652685096917702 +/- 0.0045253058770288405,0.020527486495074708 +/- 0.0028143107499821467,0.020527486495074708 +/- 0.0028143107499821467,0.00025421035907214896 +/- 0.000599553932764966,-0.001684143628852852 +/- 0.003735708586027583,0.0013981569748967692 +/- 0.0012486102767326728,0.009564664760089003 +/- 0.0018334123592947602,0.02198919605973947 +/- 0.0029768130736905945,0.11439466158245955 +/- 0.007253074172553741,0.023673339688592355 +/- 0.003789914344415808,0.008897362567524669 +/- 0.0009742427528920101,-0.05332062281537969 +/- 0.004033962776627483,-0.02345090562440416 +/- 0.00602879308521605,-0.0206545916746107 +/- 0.002673744387411844,0.011789005401970153 +/- 0.0010193209362787156,-0.0001271051795360356 +/- 0.0015773337967576488,-0.007626310772163936 +/- 0.0018528604686512008,-0.008960915157292637 +/- 0.003368287257705754,0.0014617095646647926 +/- 0.001156238029784574,-0.012456307594534444 +/- 0.0026272674431006477,-0.024721957419764816 +/- 0.004239010141888088,0.016015252621544362 +/- 0.003001808879216913,-0.000985065141404462 +/- 0.002555770380374669,-0.00041309183349218513 +/- 0.0027885396160710445,0.0034000635525898272 +/- 0.003976610014344266,0.037241817604067404 +/- 0.004883221534743833,0.024499523355576792 +/- 0.004334757183994304,0.02920241499841123 +/- 0.008423355763202202,0.015061963775023867 +/- 0.006824435584224371
