,bvp_n_below_mean,hrv_lineintegral,scl_iqr,bvp_peaks,hrv_rms,scl_entropy,bvp_svd_entropy,hrv_std,scl_pct_95,scl_ptp,bvp_std,scl_pct_5,scl_lineintegral,scl_rms,bvp_ptp,bvp_iqr,bvp_kurtosis,hrv_iqr,hrv_max,scl_kurtosis,scl_skewness,scr_svd_entropy,hrv_min,scr_energy,scl_max,hrv_iqr_5_95,bvp_iqr_5_95,scl_n_above_mean,hrv_n_below_mean,hrv_ptp,scr_sum,hrv_skewness,hrv_kurtosis,hrv_n_above_mean,scr_perm_entropy,hrv_energy,scl_mean,hrv_peaks,bvp_sum,hrv_n_sign_changes,bvp_mean,bvp_energy,bvp_n_above_mean,scr_min,scr_mean,scl_n_below_mean,bvp_entropy,scl_n_sign_changes,scr_std,scr_ptp,scr_entropy,scr_pct_95,scr_peaks,scr_rms,scr_pct_5,scr_n_sign_changes,scl_peaks,bvp_pct_95,scr_n_below_mean,bvp_rms,scr_iqr_5_95,hrv_perm_entropy,scr_iqr,scr_skewness,hrv_sum,scr_n_above_mean,bvp_max,scr_kurtosis,bvp_pct_5,scl_perm_entropy,hrv_mean,scr_lineintegral,bvp_lineintegral,scl_iqr_5_95,bvp_n_sign_changes,scl_energy,scl_svd_entropy,hrv_svd_entropy,scl_std,hrv_entropy,scl_min,bvp_perm_entropy,scr_max,scl_sum,bvp_min,hrv_pct_95,bvp_skewness,hrv_pct_5
0,0.06291706387035274 +/- 0.005915855211871737,-0.021766761995551286 +/- 0.0018157031620161185,0.000508420718144309 +/- 0.0002912345532224964,0.016650778519224686 +/- 0.0035787501049383223,0.00819828408007629 +/- 0.0014267521017250469,0.016777883698760744 +/- 0.0012041496867808386,0.040451223387353075 +/- 0.003650956618676179,0.005401970130282841 +/- 0.001127946574470842,0.0008579599618684819 +/- 0.003943462520156437,0.009310454401016877 +/- 0.0007918611880760734,0.0 +/- 0.0,-0.013822688274547145 +/- 0.0018596599794597577,-0.00022243406418808175 +/- 0.00014561727661122154,0.0027645376549094713 +/- 0.0004031959815840442,0.01410867492850335 +/- 0.001646245166442788,0.0042580235144582534 +/- 0.0033120595413524967,0.010899269145217683 +/- 0.0014355712739849492,0.0003177629488401834 +/- 0.000348091870038255,-0.008420718144264362 +/- 0.00200593760433261,0.0001588814744201139 +/- 0.0001588814744201139,-0.0016523673339688294 +/- 0.0007218186648617908,0.006355258976803302 +/- 0.0012710517953606587,-0.0020972354623450596 +/- 0.00043103463508899366,0.0 +/- 0.0,-0.0031458531935176226 +/- 0.0006733276167911511,4.4408920985006264e-17 +/- 0.0005684316434699183,-0.004639339053066393 +/- 0.0007809472975814814,0.0 +/- 0.0,0.0 +/- 0.0,0.03409596441054975 +/- 0.0026549850264130045,0.0 +/- 0.0,9.532888465207945e-05 +/- 0.0003495392437241769,0.0008897362567525047 +/- 0.0008965196046816518,0.0 +/- 0.0,0.0174451858913251 +/- 0.0016105911531584648,-0.0008579599618684153 +/- 0.001128394083543984,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0004766444232602196 +/- 0.0003552697771686942,0.040419447092469044 +/- 0.002669208770257368,0.0 +/- 0.0,-0.0001588814744200584 +/- 0.0001588814744200584,0.00019065776930412559 +/- 0.0007809472975814868,0.0 +/- 0.0,-0.0005719733079122769 +/- 0.00037057209373023137,0.0006037496027963551 +/- 0.0004808625977254891,0.00041309183349222953 +/- 0.0006969085541614546,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0068636796949476 +/- 0.0004538562712769519,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.004385128693994289 +/- 0.0010028429512589513,0.001843025103272966 +/- 0.0007218186648617966,0.021353670162059114 +/- 0.0022415242565679613,0.03352399110263745 +/- 0.002490945357135813,0.0 +/- 0.0,-0.002287893231649163 +/- 0.0038179188550049093,-0.0010168414362884959 +/- 0.002106842637972771,0.0 +/- 0.0,0.0 +/- 0.0,-0.01093104544010165 +/- 0.0018702178544089123,-0.006482364156339349 +/- 0.001288410227690715,0.021957419764855435 +/- 0.002071317252968826,-0.004003813155386049 +/- 0.0004963615936388098,-0.0001271051795360578 +/- 0.00021078009471594,-0.008071178900540177 +/- 0.0036624161510578858,0.02586590403558946 +/- 0.001349651133244058,-0.0018430251032729328 +/- 0.00048815670466277454,0.011630123927550085 +/- 0.0019803541723397437,-0.03371464887194151 +/- 0.0015202890008142076,0.003813155386082001 +/- 0.002343703706969897,-0.010962821734985695 +/- 0.0006070852613454978,-0.004575786463298348 +/- 0.0007679088639081417,0.015983476326660317 +/- 0.0008649925382151963,-0.018144264378773402 +/- 0.0029959165367656714,0.0020654591674611035 +/- 0.003618174576101625,-0.0030187480139815537 +/- 0.0015189600766084615,0.027518271369558346 +/- 0.004192062938427825,-0.002287893231649185 +/- 0.0008737036596674697,0.011884334286622212 +/- 0.0012884102276907105,0.018843342866221812 +/- 0.0015699547921239924,0.026692087702573898 +/- 0.0010345612072513275
