,bvp_ptp,bvp_iqr,bvp_n_above_mean,hrv_mean,bvp_rms,bvp_min,scl_std,scl_perm_entropy,scr_energy,scr_ptp,scr_pct_5,scl_mean,scl_skewness,scl_iqr,scl_ptp,bvp_kurtosis,hrv_skewness,hrv_pct_5,hrv_iqr,bvp_iqr_5_95,scl_kurtosis,scr_n_above_mean,scr_sum,hrv_n_below_mean,scl_sum,hrv_svd_entropy,scl_n_above_mean,hrv_rms,hrv_energy,hrv_kurtosis,hrv_n_above_mean,scl_n_sign_changes,bvp_sum,scr_kurtosis,scr_svd_entropy,bvp_n_sign_changes,bvp_mean,scr_entropy,scr_min,hrv_n_sign_changes,scr_peaks,scr_n_sign_changes,bvp_entropy,scl_peaks,scl_svd_entropy,hrv_sum,hrv_min,scr_mean,scl_n_below_mean,scr_perm_entropy,bvp_skewness,scr_skewness,scl_pct_5,scl_min,scr_n_below_mean,bvp_lineintegral,bvp_svd_entropy,hrv_perm_entropy,scr_rms,hrv_pct_95,bvp_pct_95,hrv_iqr_5_95,hrv_peaks,bvp_energy,hrv_max,hrv_ptp,scr_std,scl_iqr_5_95,bvp_pct_5,hrv_std,scl_lineintegral,scr_lineintegral,bvp_peaks,scl_max,bvp_std,scr_iqr,hrv_entropy,scr_max,scl_rms,bvp_n_below_mean,scl_pct_95,scr_pct_95,bvp_perm_entropy,bvp_max,scl_entropy,scl_energy,scr_iqr_5_95,hrv_lineintegral
0,0.0030168307399174197 +/- 0.0013491677222132925,0.01079707843759925 +/- 0.0019000667261545,0.016259129882502377 +/- 0.0024425385230904223,-0.001683073991743389 +/- 0.001427613006858617,-0.002159415687519839 +/- 0.0016731584467855924,0.011178151794220392 +/- 0.0013307289196415723,0.0011432200698634376 +/- 0.0014704143414150774,-0.0022546840266751246 +/- 0.0008806239837321302,-0.0013337567481740086 +/- 0.0008256589393458328,-0.0013020006351222358 +/- 0.0012253910054985306,0.0 +/- 0.0007514867936614164,0.0010479517307081742 +/- 0.0019056313990063532,0.0 +/- 0.0005120519370148234,0.003969514131470309 +/- 0.0013491677222132886,0.0021911718005716008 +/- 0.0009361322942511273,0.005239758653540816 +/- 0.0010166916858419697,-0.001016195617656379 +/- 0.0005820991673490951,0.002794537948555109 +/- 0.0009181856014481687,0.0015242934264846019 +/- 0.0018990049396921044,-0.003937758018418558 +/- 0.0014908472015631082,-0.00028580501746585665 +/- 0.0004365743755118213,0.00015878056525880924 +/- 0.0005545966718505126,-0.0007303906001905225 +/- 0.001254667911409211,-0.00031756113051761847 +/- 0.0006957415782853673,-0.0004763416957764277 +/- 0.002004663588705824,0.0033343918704350495 +/- 0.001557345168020242,9.526833915528554e-05 +/- 0.0003493172435693803,-0.00416005080978088 +/- 0.0016589339963936566,-0.007684979358526511 +/- 0.0022174773261474812,-0.00028580501746585665 +/- 0.0005582215252856971,-0.0019371228961574728 +/- 0.0004805571911851782,0.0003810733566211422 +/- 0.000421292447171208,-0.0004763416957764277 +/- 0.00043192983514560746,-0.0004445855827246659 +/- 0.0004535680170557453,0.003207367418228013 +/- 0.001273812074952807,0.011241664020323916 +/- 0.0006986344871387606,-0.0003493172435693803 +/- 0.0002637860864692891,0.0006668783740869988 +/- 0.00022229279136233297,0.00012702445220704738 +/- 0.000210646223585604,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.00898697999364878 +/- 0.0023424304358094636,-0.008193077167354712 +/- 0.001315485244662321,-0.0007621467132422844 +/- 0.0007804513005680705,9.526833915528554e-05 +/- 0.0008526974647251376,-0.000825658939345808 +/- 0.0008058798056811225,-0.0006033661479834751 +/- 0.0006577426223311394,0.002572245157192754 +/- 0.0012817044185843747,-0.0006033661479834751 +/- 0.000716450566699159,-0.0020641473483645535 +/- 0.0012401158583529258,0.0020006351222610296 +/- 0.001377278402172219,-0.00015878056525880924 +/- 0.00025602596850741164,0.009241028898062864 +/- 0.002045497988591677,0.007176881549698311 +/- 0.0019326927983109486,0.0017783423308986857 +/- 0.0009547981186645292,-0.006097173705938386 +/- 0.0011343646300089809,-0.011781517942203857 +/- 0.001875762391314354,-0.0050174658621784714 +/- 0.001720700817293608,-0.0013337567481740199 +/- 0.0018176040674822728,0.0007939028262940462 +/- 0.0010363397187729694,-0.007145125436646538 +/- 0.0013566217442549176,0.007462686567164189 +/- 0.001675868504535885,-0.009590346141632278 +/- 0.0013000628447417527,-0.0018100984439504476 +/- 0.0012626799207412617,-0.0024452207049857067 +/- 0.0014898322141302085,0.0036519530009527235 +/- 0.0007548341901558896,-0.005684344236265482 +/- 0.0012417411747231992,-0.0008574150523975698 +/- 0.0009532125131662968,-0.006128929818990147 +/- 0.0010632371573695066,0.015338202604001283 +/- 0.0034672382363055993,0.008478882184820569 +/- 0.0013326221186635528,-0.005335026992696101 +/- 0.0009398951150808799,0.0002540489044141059 +/- 0.0014329011333983383,-0.003207367418228002 +/- 0.0019443975249084425,0.0003810733566211422 +/- 0.0008731487510236426,-0.005525563671006673 +/- 0.0014215960168687811,0.011051127342013333 +/- 0.0017896478632715466,-0.010955859002858049 +/- 0.0016270166347982695,-0.0006668783740869988 +/- 0.0005760037201402573,0.026071768815496978 +/- 0.002339845921853118,0.004128294696729107 +/- 0.0015229696803152704,-0.008129564941251189 +/- 0.0016328942689339482,0.0014290250873292942 +/- 0.0020395732897213704,-0.0018100984439504476 +/- 0.0009425736474853074,0.019021911718005713 +/- 0.002526357968015084
