,bvp_std,bvp_rms,hrv_rms,hrv_sum,hrv_mean,accy_energy,scr_rms,hrv_n_above_mean
0,0.462 +/- 0.060,0.431 +/- 0.078,0.400 +/- 0.083,0.323 +/- 0.067,0.323 +/- 0.067,0.223 +/- 0.064,0.185 +/- 0.062,0.146 +/- 0.064
