,hrv_rms,bvp_rms,hrv_sum,hrv_mean,bvp_std,hrv_std
0,0.340 +/- 0.102,0.310 +/- 0.104,0.300 +/- 0.077,0.300 +/- 0.077,0.290 +/- 0.083,0.140 +/- 0.049
