,bvp_std,bvp_rms,hrv_rms,hrv_mean,hrv_sum,accy_energy,hrv_n_below_mean,hrv_n_above_mean
0,0.400 +/- 0.035,0.393 +/- 0.058,0.314 +/- 0.065,0.243 +/- 0.065,0.243 +/- 0.065,0.221 +/- 0.075,0.057 +/- 0.029,0.057 +/- 0.029
