,bvp_n_above_mean,bvp_perm_entropy,bvp_n_below_mean,bvp_min,bvp_peaks,bvp_iqr_5_95,bvp_pct_95,bvp_rms,bvp_max,scl_ptp,hrv_peaks,hrv_skewness,scl_perm_entropy,scl_std,hrv_svd_entropy,bvp_skewness,bvp_std,hrv_kurtosis,hrv_iqr,scr_max,scr_pct_5,scr_n_above_mean,bvp_sum,scr_perm_entropy,scl_n_below_mean,bvp_mean,scr_ptp,hrv_n_below_mean,hrv_n_sign_changes,scl_peaks,scr_peaks,scr_n_sign_changes,bvp_entropy,scr_min,scl_iqr,scr_skewness,scr_entropy,scl_n_above_mean,bvp_pct_5,hrv_n_above_mean,scl_kurtosis,scr_energy,scr_sum,hrv_pct_95,scr_kurtosis,scl_n_sign_changes,hrv_perm_entropy,scl_skewness,bvp_kurtosis,scr_n_below_mean,hrv_pct_5,hrv_std,scl_iqr_5_95,scl_lineintegral,scr_iqr_5_95,bvp_energy,scr_std,bvp_n_sign_changes,scr_rms,scr_pct_95,bvp_ptp,scr_mean,hrv_min,scr_lineintegral,hrv_sum,hrv_mean,scr_iqr,scr_svd_entropy,bvp_lineintegral,hrv_energy,bvp_svd_entropy,hrv_iqr_5_95,hrv_rms,scl_mean,hrv_entropy,scl_svd_entropy,scl_sum,scl_rms,bvp_iqr,scl_pct_5,hrv_lineintegral,hrv_ptp,hrv_max,scl_entropy,scl_min,scl_energy,scl_pct_95,scl_max
0,0.03488958990536282 +/- 0.0035274853623960553,0.03157728706624611 +/- 0.0015611158399569068,0.03848580441640385 +/- 0.0030584730961617334,0.00772870662460573 +/- 0.002895514156259602,0.040378548895899105 +/- 0.0024353639199518875,0.0009148264984227383 +/- 0.0016297276155318042,3.3306690738754695e-17 +/- 0.002782470292895908,0.0026182965299684892 +/- 0.0014999991707216028,-0.000977917981072518 +/- 0.0022459593074230385,-0.0009148264984226828 +/- 0.001326797529641211,-0.0010725552050472765 +/- 0.0007082001362979127,-0.0024290220820188833 +/- 0.0008928057853681297,-0.0015141955835961784 +/- 0.0006434094023461046,0.0036277602523659635 +/- 0.0013402300180598056,0.001955835962145158 +/- 0.0012914504410384213,0.004416403785489009 +/- 0.0011887346171240922,-0.004069400630914766 +/- 0.0015158377005342384,0.0009463722397476615 +/- 0.0007465084899810298,0.004511041009463768 +/- 0.0025119998803303893,-0.0028706624605677857 +/- 0.0018472449175971543,0.0005362776025237048 +/- 0.0011551945377665988,-0.0001577287066245603 +/- 0.0007364427463677515,0.00018927444794956117 +/- 0.00032170470117303215,-0.0005678233438485391 +/- 0.000611694619232347,0.0016088328075710256 +/- 0.0007524833086357494,-0.0003785488958990002 +/- 0.0004636258188233019,-0.0012618296529968154 +/- 0.0012539184173092468,-0.0001577287066245714 +/- 0.0007228037373747362,0.0 +/- 0.0,0.0 +/- 0.0,-0.0024290220820188725 +/- 0.00028391167192428745,0.0 +/- 0.0,0.0 +/- 0.0,-0.00041009463722391226 +/- 0.0005993690851735015,-0.0031230283911671485 +/- 0.0009510923300745299,4.4408920985006264e-17 +/- 0.0017046379919377036,0.0001577287066246269 +/- 0.00021161526600943257,0.0027129337539432696 +/- 0.0007221150247482354,0.007066246056782377 +/- 0.0011735694156301722,0.0009779179810725958 +/- 0.0007117043642068561,-3.154574132490096e-05 +/- 0.0007391403478776119,0.008611987381703535 +/- 0.002419169661834427,-0.0001577287066245603 +/- 0.0013252966269779174,0.027318611987381735 +/- 0.0029565613915103913,-0.0005993690851734401 +/- 0.0009717931735488464,-0.0006309148264983966 +/- 0.0006309148264984132,-0.0005678233438485391 +/- 0.0006434094023460938,0.002397476340694038 +/- 0.0010481544306521356,-0.0017981072555204758 +/- 0.00261297014383328,-0.0025236593059936308 +/- 0.001221761307951879,0.007602523659306049 +/- 0.0016418944706212146,-0.007854889589905312 +/- 0.0008860928646806333,0.010031545741324976 +/- 0.0018969459152521153,0.0015457413249211904 +/- 0.0010217119710222023,-0.0019242902208201572 +/- 0.0012415563819655753,0.005268138801261879 +/- 0.0019139194084690984,0.0033123028391167765 +/- 0.001534109326913291,0.00012618296529972594 +/- 0.0006340615533830223,-0.005552050473186088 +/- 0.0012070111337355762,0.0029022082018927975 +/- 0.0018652044793809905,-0.0009779179810725292 +/- 0.0016236099977864568,-0.0019873817034699926 +/- 0.0013754087922139612,0.012649842271293388 +/- 0.001489346578436958,-0.005362776025236549 +/- 0.0018121648727249249,0.00902208201892748 +/- 0.0013398587117725855,0.005299684542586791 +/- 0.0013294200319057135,-0.0013249211356466395 +/- 0.0013143638268769714,0.001293375394321794 +/- 0.001413939106057732,0.008107255520504753 +/- 0.0014181556336270611,0.0029337539432177095 +/- 0.001466452908412551,0.010063091482649878 +/- 0.002132314778059454,-0.005552050473186088 +/- 0.0014469835887924011,0.0026498422712934234 +/- 0.001165059010259899,0.0032176656151419957 +/- 0.0015376728841582402,0.0015772870662461135 +/- 0.0016512621234450956,0.0032176656151419957 +/- 0.001928164894629168,0.003659305993690909 +/- 0.0017911759705461737,3.154574132495647e-05 +/- 0.0008517350157728623,0.005583596214511077 +/- 0.002208427207973148,0.005899053627760298 +/- 0.0024314789492168084,0.0051419558359621755 +/- 0.0016695417820062012,-9.463722397471397e-05 +/- 0.0020688331144567327,0.006529968454258706 +/- 0.0028217132206704524,0.01722397476340699 +/- 0.0011215387277369706,0.0009779179810725958 +/- 0.0015483143459694604,0.013438485804416455 +/- 0.001622076988288014,0.029116719242902232 +/- 0.0019191118200952853,0.01476340694006314 +/- 0.0029042648041599835
