,bvp_rms,hrv_rms,hrv_mean,hrv_sum,hrv_pct_95,scr_lineintegral,hrv_std,hrv_n_below_mean,hrv_pct_5,hrv_ptp,bvp_lineintegral,hrv_n_above_mean,scr_std,hrv_max,bvp_min,hrv_iqr_5_95,scl_iqr_5_95,bvp_n_above_mean,bvp_n_below_mean,bvp_std,scr_rms,hrv_energy,scl_svd_entropy,scl_min,hrv_lineintegral,scl_std,scl_lineintegral,bvp_pct_5,bvp_iqr_5_95,bvp_n_sign_changes,bvp_pct_95,bvp_ptp,hrv_entropy,scr_sum,scr_mean,hrv_iqr,scl_ptp,scl_pct_95,bvp_skewness,scl_entropy,scr_ptp,scr_max,scl_energy,bvp_perm_entropy,scl_n_sign_changes,scl_perm_entropy,hrv_skewness,scr_kurtosis,scr_svd_entropy,hrv_svd_entropy,hrv_peaks,scl_iqr,scr_energy,scr_iqr,scl_n_above_mean,scl_n_below_mean,scr_peaks,scr_n_below_mean,scr_n_above_mean,scr_n_sign_changes,scr_skewness,scl_rms,bvp_sum,bvp_mean,hrv_n_sign_changes,bvp_entropy,scr_min,scr_pct_5,scr_iqr_5_95,scr_pct_95,scl_peaks,scl_kurtosis,scr_perm_entropy,hrv_kurtosis,bvp_kurtosis,bvp_max,scr_entropy,hrv_perm_entropy,scl_max,hrv_min,scl_sum,scl_mean,scl_skewness,bvp_peaks,scl_pct_5,bvp_iqr,bvp_svd_entropy,bvp_energy
0,0.20949640287769783 +/- 0.00899205752282906,0.20379856115107908 +/- 0.005015456674310058,0.10866187050359707 +/- 0.005030953306820192,0.10866187050359707 +/- 0.005030953306820192,0.11254676258992805 +/- 0.006567774014411059,0.0637985611510791 +/- 0.003943706147409177,0.11225899280575538 +/- 0.004998338319192489,0.11505035971223018 +/- 0.00880951628907935,0.13507913669064747 +/- 0.0052531978031528336,0.07067625899280573 +/- 0.0042745196265041065,0.0029928057553956664 +/- 0.0016490991403619098,0.07919424460431652 +/- 0.008093240602510954,0.012115107913669054 +/- 0.0028789925145195428,0.06238848920863307 +/- 0.0038924520101089747,0.049381294964028745 +/- 0.004035349212767323,0.014302158273381261 +/- 0.0054434147787198505,-0.04460431654676261 +/- 0.004279940706205045,0.027712230215827305 +/- 0.00341234784265697,0.027712230215827305 +/- 0.00341234784265697,0.10932374100719425 +/- 0.008944457080110966,0.06284892086330933 +/- 0.0038847855034673173,0.005438848920863271 +/- 0.0024023176015470784,0.01821582733812944 +/- 0.0011223021582733917,0.007251798561151035 +/- 0.0030394810766068525,0.07525179856115106 +/- 0.002915578022843381,0.03125179856115105 +/- 0.003922968215931404,-0.054330935251798586 +/- 0.004254323709370095,0.09450359712230214 +/- 0.004866968952153136,0.05168345323741004 +/- 0.004839668392094402,0.023136690647481993 +/- 0.002083898358587809,0.001266187050359724 +/- 0.0011809084620824969,0.0240575539568345 +/- 0.003248613707434823,0.03830215827338129 +/- 0.0025167931400386866,-0.05553956834532377 +/- 0.0031706954868119157,-0.05553956834532377 +/- 0.0031706954868119157,-0.0040000000000000365 +/- 0.002876114672422344,0.03700719424460429 +/- 0.0035715928596489607,-0.008690647482014402 +/- 0.003623614673656892,0.015769784172661838 +/- 0.001754215902633427,0.012258992805755386 +/- 0.0021809836341290844,-0.03208633093525183 +/- 0.0025553243881427544,-0.03223021582733816 +/- 0.0026468563539722226,-0.012834532374100727 +/- 0.0019862369987611577,0.0025611510791366697 +/- 0.0027008999452897272,0.0008057553956834496 +/- 0.001360758609212868,0.0007769784172661943 +/- 0.00013187268186923404,0.006388489208633064 +/- 0.0024343350771288065,0.005812949640287712 +/- 0.0012530383342202844,0.0133525179856115 +/- 0.002564866757428161,-0.0013525179856115233 +/- 0.0015711808569460514,-0.005611510791366958 +/- 0.0017468834774994335,0.003999999999999948 +/- 0.0010647482014388232,-0.0032230215827338425 +/- 0.0017589302779782753,-0.018014388489208676 +/- 0.0015824721824307811,0.0016115107913669102 +/- 0.0011596800966681877,0.0016115107913669102 +/- 0.0011596800966681877,-0.013151079136690669 +/- 0.002647012782940437,0.0004892086330935297 +/- 0.00028920505384520814,0.0004892086330935297 +/- 0.00028920505384520814,0.0 +/- 0.0014897472351706365,0.0002877697841726645 +/- 0.000891622065313946,-0.015424460431654718 +/- 0.004126662853581218,-0.0003741007194244639 +/- 0.0008443971655321637,-0.0003741007194244639 +/- 0.0008443971655321637,0.0 +/- 0.0,0.0 +/- 0.0,0.0001726618705035987 +/- 0.00043069437545599726,0.0003453237410071974 +/- 0.0005580063145227481,0.0035395683453236957 +/- 0.001248071852788543,0.0034820143884891743 +/- 0.0011252497724326114,-0.0002877697841726645 +/- 0.0003404938004661681,-0.0014388489208633226 +/- 0.0010051366444070874,0.0004028776978417303 +/- 0.0009901957141919661,0.003338129496402853 +/- 0.001914047671748566,0.004661870503597065 +/- 0.0010980595124223725,-0.0014388489208633226 +/- 0.0019770433424250735,0.002848920863309334 +/- 0.0015033045049333757,0.003654676258992795 +/- 0.0008920863309352128,0.04558273381294962 +/- 0.003228156238821361,0.010187050359712213 +/- 0.004564939533721661,0.02638848920863308 +/- 0.002775300495799565,0.02638848920863308 +/- 0.002775300495799565,0.005697841726618668 +/- 0.003077388059923989,0.0010647482014388364 +/- 0.0028314265568755094,-0.006762589928057583 +/- 0.0017182049195427842,0.0017266187050359537 +/- 0.0035431928567761354,0.028172661870503546 +/- 0.004406637788793763,0.009755395683453216 +/- 0.005330270155308751
