,accy_iqr_5_95,accz_mean,accz_perm_entropy,accx_perm_entropy,accz_sum,accy_energy,accy_pct_95,accz_min,accx_lineintegral,accz_max,accy_rms,accy_max,accx_svd_entropy,accy_n_sign_changes,accx_mean,accy_mean,accx_sum,accy_lineintegral,accx_max,accx_n_below_mean,accx_n_sign_changes,accx_energy,accz_rms,accy_pct_5,accz_pct_5,accx_kurtosis,accz_ptp,accy_n_above_mean,accx_ptp,accx_pct_95,accz_energy,accy_skewness,accy_n_below_mean,accy_kurtosis,accy_perm_entropy,accy_sum,accz_n_below_mean,accy_std,accz_n_above_mean,accx_iqr,accy_entropy,accx_std,accz_std,accx_peaks,accz_kurtosis,accz_iqr_5_95,accy_svd_entropy,accz_lineintegral,accx_min,accy_iqr,accy_peaks,accz_iqr,accx_entropy,accx_iqr_5_95,accz_svd_entropy,accz_n_sign_changes,accz_peaks,accx_n_above_mean,accz_entropy,accx_rms,accx_skewness,accy_ptp,accz_skewness,accx_pct_5,accz_pct_95,accy_min
0,0.002177554438860985 +/- 0.0011725293132328174,0.0012730318257956786 +/- 0.0009211207427047159,-0.0065661641541038375 +/- 0.0015439488940439368,-0.007001675041876021 +/- 0.001938711731488147,0.0042546063651591306 +/- 0.0007192934858822264,-0.00046901172529313363 +/- 0.0008761605916664664,0.01708542713567841 +/- 0.002524816573724172,0.010686767169179268 +/- 0.0016847291069588216,-0.005661641541038509 +/- 0.001368622996034525,0.0025460636515913016 +/- 0.0010292992626959447,-0.00046901172529314474 +/- 0.0008368506530517338,0.029480737018425483 +/- 0.0028896293002141126,0.00013400335008376674 +/- 0.0010183372967216596,0.0011725293132328618 +/- 0.0007377794152611666,0.002412060301507546 +/- 0.0011872727066444906,0.0063316582914572875 +/- 0.002440967669272606,-0.0008710217755443894 +/- 0.0006898244650577424,0.0006030150753769004 +/- 0.0007899380986634443,0.00770519262981576 +/- 0.001090708247644856,-0.0026130653266331237 +/- 0.000649605341027331,-0.0007370184254606338 +/- 0.0007756004624984964,0.004120603015075363 +/- 0.001111602011593773,0.0005025125628140836 +/- 0.0009505032468416404,-0.0028475711892797075 +/- 0.0008895087468912403,-0.0018425460636515955 +/- 0.0012102105104313723,0.001742043551088801 +/- 0.0008040201005024986,-0.00010050251256278342 +/- 0.0013735343383584487,0.0023115577889447625 +/- 0.0007991196275964118,0.0009380234505862783 +/- 0.0013043834059585952,0.0003350083752093891 +/- 0.0009709465156576094,-0.0005695142378559503 +/- 0.0008869817282997568,0.001105527638190984 +/- 0.0007192934858822264,-0.0006030150753769004 +/- 0.00032823983152874275,0.0017755443886097511 +/- 0.0006365159128978176,0.002479061976549435 +/- 0.0018604279232046726,0.004656616415410419 +/- 0.002193985169853678,0.00026800670016751126 +/- 0.00039068354404324656,0.0005695142378559614 +/- 0.0007646708348752851,-0.0003350083752093891 +/- 0.00039638725514906344,0.0005360134003350225 +/- 0.0006391552438304662,-0.0004020100502512558 +/- 0.0010027892493866522,-6.700167504187781e-05 +/- 0.000649605341027331,0.00020100502512563346 +/- 0.0005443241812151541,-0.0009045226130653172 +/- 0.0012892382850850064,0.00020100502512563346 +/- 0.0005232998107810292,-0.0010050251256281451 +/- 0.0007639366332322443,-0.0028140703517587572 +/- 0.0007956008098518077,-0.0006365159128978281 +/- 0.0006938799054341049,0.004422110552763836 +/- 0.00093322534520497,0.00013400335008375563 +/- 0.0009847194945862283,-6.700167504187781e-05 +/- 0.00046901172529314474,-0.0011725293132328174 +/- 0.001182062228768992,0.0007705192629815949 +/- 0.0005615763689862866,6.700167504187781e-05 +/- 0.0008314689210044345,0.0009380234505862895 +/- 0.000730901984230218,0.0017420435510888232 +/- 0.0005955239140580116,0.0013065326633166174 +/- 0.0006076501556856795,-0.0003015075376884502 +/- 0.00034975901202381326,0.0011725293132328397 +/- 0.0011725293132328269,0.006733668341708554 +/- 0.0015164449310226063,0.0004020100502512669 +/- 0.0008314689210044344,0.0024455611390284846 +/- 0.0009362270427123489,0.0005025125628140836 +/- 0.0005850669747595793,0.007537688442211065 +/- 0.0013168002684779535,-0.0011725293132328174 +/- 0.0006400326021622142,-0.0005025125628140392 +/- 0.0016632752545804247
