,accz_energy,accx_mean,accy_perm_entropy,accx_energy,accx_sum,accy_energy,accz_rms,accz_perm_entropy,accz_lineintegral,accx_rms,accx_lineintegral,accy_lineintegral,accz_svd_entropy,accy_pct_5,accz_n_sign_changes,accy_peaks,accx_n_below_mean,accx_max,accy_rms,accz_min,accy_pct_95,accx_n_above_mean,accz_ptp,accx_svd_entropy,accz_pct_95,accz_sum,accz_mean,accy_min,accy_ptp,accx_pct_5,accy_std,accz_peaks,accx_ptp,accx_perm_entropy,accz_n_above_mean,accy_mean,accy_sum,accz_n_below_mean,accy_n_sign_changes,accx_iqr_5_95,accz_std,accy_kurtosis,accy_iqr,accz_skewness,accy_max,accx_skewness,accx_kurtosis,accy_entropy,accz_kurtosis,accz_iqr,accx_pct_95,accy_n_below_mean,accy_skewness,accz_entropy,accz_iqr_5_95,accx_entropy,accy_n_above_mean,accx_iqr,accz_pct_5,accz_max,accx_n_sign_changes,accy_iqr_5_95,accx_std,accy_svd_entropy,accx_min,accx_peaks
0,0.4025587828492393 +/- 0.008771951723775194,0.1272475795297372 +/- 0.004848344466481634,0.2921853388658368 +/- 0.005961095972201931,0.19951590594744126 +/- 0.00785159998865006,0.04401798063623794 +/- 0.004934024064598702,0.1635200553250346 +/- 0.004410442261408078,0.1051175656984786 +/- 0.0038161492839063416,0.19228907330567085 +/- 0.006850401236970582,0.0044260027662517245 +/- 0.0019177627418896486,0.05636237897648688 +/- 0.004085492527729427,0.06186030428769018 +/- 0.004115961573284637,0.003941908713692932 +/- 0.001427369809166682,0.03706777316735823 +/- 0.0022237808009424207,0.039799446749654244 +/- 0.0033718568998735,-0.003181189488243419 +/- 0.0014976768898829625,0.038105117565698496 +/- 0.0030136595531813476,0.1526625172890733 +/- 0.004839087770327406,0.0332295988934993 +/- 0.001858555276677267,-0.002040110650069149 +/- 0.0033182411736191837,-0.006362378976486838 +/- 0.0022579291448567703,0.025138312586445388 +/- 0.003672615907566963,0.09778699861687414 +/- 0.0033231020129277943,-0.0014177040110650019 +/- 0.0028322436209854986,-0.0003803596127247566 +/- 0.0004495159059474396,0.0008644536652835377 +/- 0.0004950837158809233,-0.009993084370677696 +/- 0.001858555276677267,-0.009993084370677696 +/- 0.001858555276677267,-0.006569847856154887 +/- 0.0018362265625659346,-0.002662517289073296 +/- 0.0013396521872621333,0.0024204702627939056 +/- 0.001849203590196527,0.003734439834024883 +/- 0.0007220128982649041,0.01832641770401111 +/- 0.0022086748855700213,-0.00013831258644536604 +/- 0.0004690408010460058,0.0003457814661134151 +/- 0.0003457814661134151,0.0007607192254495132 +/- 0.00043188091275230813,0.0036307053941908585 +/- 0.0004163760227798151,0.0036307053941908585 +/- 0.0004163760227798151,0.0008990318118948792 +/- 0.0007607192254495132,0.0005186721991701226 +/- 0.00017289073305670755,3.457814661134151e-05 +/- 0.0006078283482450513,-0.010822959889349892 +/- 0.002109266943291832,0.0003457814661134151 +/- 0.0002678411719368882,-0.008333333333333304 +/- 0.0010075243626786593,0.0005878284923928057 +/- 0.00022140816865258734,0.0006224066390041472 +/- 0.000594904928564495,-0.01075380359612721 +/- 0.0011515093917943743,0.0006224066390041472 +/- 0.00020746887966804908,0.0017289073305670755 +/- 0.000978017677989689,0.0022821576763485396 +/- 0.0006775905235914714,0.003388658367911468 +/- 0.0009632357038163258,0.015248962655601717 +/- 0.0026399684642636687,0.0022821576763485396 +/- 0.0007762774661356697,-0.0011756569847856113 +/- 0.0017847147856934848,0.010131396957123163 +/- 0.000978628748138673,0.0054979253112033 +/- 0.0007801185458283844,0.004045643153526957 +/- 0.0017702525222918614,-0.001694329183955734 +/- 0.0010309855820107552,0.002178423236514515 +/- 0.0007261410788381718,0.005774550484094032 +/- 0.0009023505083471537,-0.0010719225449515868 +/- 0.0007952973720608547,0.0008990318118948792 +/- 0.0003850459448706779,0.004529737206085738 +/- 0.0007801185458283844,-0.003596127247579517 +/- 0.00162333258565774,-0.009336099585062207 +/- 0.0018748882035582173,-0.0009681881051175623 +/- 0.0019609193469927767,-0.0006224066390041472 +/- 0.0013813958752031887
