,accz_svd_entropy,accy_pct_5,accy_iqr_5_95,accy_pct_95,accy_std,accx_ptp,accz_perm_entropy,accz_pct_5,accx_perm_entropy,accy_max,accx_n_sign_changes,accz_mean,accx_svd_entropy,accz_ptp,accy_rms,accz_sum,accx_peaks,accx_rms,accz_max,accy_perm_entropy,accx_pct_95,accz_pct_95,accx_min,accz_lineintegral,accz_iqr_5_95,accy_mean,accy_min,accx_max,accz_peaks,accx_entropy,accz_iqr,accx_kurtosis,accz_n_above_mean,accy_ptp,accy_svd_entropy,accz_std,accz_entropy,accz_skewness,accz_kurtosis,accx_energy,accx_n_above_mean,accx_lineintegral,accz_rms,accz_n_below_mean,accy_entropy,accx_skewness,accy_sum,accy_lineintegral,accy_iqr,accy_n_below_mean,accx_n_below_mean,accx_iqr_5_95,accz_n_sign_changes,accy_energy,accy_n_above_mean,accz_energy,accx_sum,accy_skewness,accx_pct_5,accy_n_sign_changes,accy_kurtosis,accx_std,accy_peaks,accx_iqr,accz_min,accx_mean
0,0.00010409437890354089 +/- 0.00015900679024829682,0.10496183206106871 +/- 0.003672924100841909,0.09920194309507287 +/- 0.005786270195273492,0.09798750867453157 +/- 0.007367450796167446,0.0 +/- 0.0,0.0005551700208188848 +/- 0.000907473756462334,0.0016655100624566543 +/- 0.00040464621060689763,0.0 +/- 0.0,0.07713393476752255 +/- 0.0045902618023582935,0.032199861207494795 +/- 0.003338241074477651,-0.0013185287994448402 +/- 0.0011694864362493164,0.035287994448299796 +/- 0.0053575749753467464,0.03504510756419153 +/- 0.0042524673698413505,0.0047883414295627705 +/- 0.0007570237414736913,0.0 +/- 0.0,0.002810548230395604 +/- 0.000362259073869213,0.0012838306731436711 +/- 0.0008363616095207595,0.01287300485773768 +/- 0.0020199555278040244,0.0989590562109646 +/- 0.0036812733407008743,0.05156141568355308 +/- 0.0033468856493511262,-6.93962526023606e-05 +/- 0.0004603226634775092,0.0005204718945176934 +/- 0.0012534623086876031,0.0842470506592644 +/- 0.0035139455659048253,0.01578764746703678 +/- 0.0019334672749139379,-0.0029493407356003033 +/- 0.0014327427357434012,0.008084663428174887 +/- 0.0010415219305901125,0.004129077029840389 +/- 0.0028799444829979183,0.018390006939625246 +/- 0.001713961004195488,-3.46981263011803e-05 +/- 0.00018685512863062429,-6.93962526023606e-05 +/- 0.0001387925052047212,0.0005898681471200651 +/- 0.00041201742147946253,0.0016308119361554741 +/- 0.0007286606523247863,0.0 +/- 0.0,0.0024288688410825875 +/- 0.0010524462795352297,-0.0017696044413601953 +/- 0.0008562777709405458,0.0 +/- 0.0,0.0 +/- 0.0,0.0009021512838306766 +/- 0.0010773195486648087,-0.003990284524635668 +/- 0.0008100359146376305,0.0006245662734212232 +/- 0.0017404491608583432,-3.46981263011803e-05 +/- 0.0001040943789035409,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.00971547536433034 +/- 0.0015044749055293908,0.0 +/- 0.0,-0.0016655100624566432 +/- 0.0013239961157764661,-0.0032269257460097343 +/- 0.0008506350223546705,0.0 +/- 0.0,0.0 +/- 0.0,-0.0007286606523247863 +/- 0.0008562777709405458,0.027931991672449696 +/- 0.001599504590092477,0.0005551700208188848 +/- 0.00041637751561416356,0.006419153365718244 +/- 0.0006255293677071561,0.0 +/- 0.0,0.006904927133934769 +/- 0.0016381778812093084,0.002116585704371976 +/- 0.0011021776665002363,0.01904927133934766 +/- 0.0016745216532982237,0.0 +/- 0.0,-0.00041637751561416356 +/- 0.0003399708178741454,-0.0019430950728660744 +/- 0.0017638119399221127,0.0 +/- 0.0,0.03594725884802219 +/- 0.0026841193068443494,0.0 +/- 0.0
