,bvp_n_below_mean,bvp_n_above_mean,bvp_svd_entropy,bvp_perm_entropy,bvp_peaks,scl_iqr_5_95,bvp_pct_95,bvp_n_sign_changes,bvp_pct_5,bvp_rms,bvp_iqr_5_95,scr_sum,hrv_std,hrv_max,hrv_lineintegral,hrv_iqr_5_95,scr_svd_entropy,scl_min,bvp_sum,scl_pct_5,bvp_std,bvp_energy,bvp_skewness,hrv_peaks,scl_max,scl_std,bvp_mean,scr_n_above_mean,scl_kurtosis,scl_n_above_mean,scr_std,scr_perm_entropy,scr_skewness,scl_n_below_mean,hrv_kurtosis,scr_n_below_mean,bvp_min,scl_n_sign_changes,scr_n_sign_changes,hrv_n_sign_changes,scl_peaks,bvp_entropy,scr_peaks,scl_skewness,scl_ptp,scr_min,hrv_n_below_mean,hrv_n_above_mean,scr_pct_95,bvp_kurtosis,scr_entropy,scl_rms,hrv_iqr,scl_perm_entropy,scr_pct_5,scl_mean,hrv_perm_entropy,bvp_max,hrv_skewness,bvp_ptp,scr_max,scr_iqr,scr_kurtosis,hrv_entropy,scl_iqr,bvp_lineintegral,scr_mean,scl_pct_95,bvp_iqr,scr_iqr_5_95,scl_sum,scr_ptp,hrv_mean,scr_energy,hrv_sum,scl_lineintegral,hrv_ptp,hrv_svd_entropy,scr_lineintegral,scl_svd_entropy,scl_entropy,scl_energy,hrv_energy,hrv_pct_95,scr_rms,hrv_rms,hrv_pct_5,hrv_min
0,0.030168092008257097 +/- 0.002299639246815918,0.020967266293128804 +/- 0.0016230124335968226,0.0118254202300206 +/- 0.0009274069710124616,-0.010645827189619627 +/- 0.0018671974188471567,0.006900619286346166 +/- 0.0016109112690943898,-0.008994396933058157 +/- 0.000934878648430986,-0.0017104099085815893 +/- 0.0020968904552794107,0.00026540843409018634 +/- 0.0008283439637386164,-0.009230315541138368 +/- 0.0019068313960869231,-0.0017988793866116736 +/- 0.0011829059935199952,-0.007873783544677137 +/- 0.0017398997345915576,0.0026835741669123726 +/- 0.0009459755194541538,0.0012090828664110375 +/- 0.0018008121074340347,-0.003420819817163123 +/- 0.0010567073351323347,0.0028900029489825397 +/- 0.0013306416010237052,0.0006487761722205442 +/- 0.0010112903685923127,-0.005897965202005351 +/- 0.0006724714981416504,-0.0007372456502507174 +/- 0.001550671403731648,0.0005308168681804504 +/- 0.0001769389560601686,-0.0064877617222059095 +/- 0.0012015068585941363,-0.0019758183426718313 +/- 0.0024568759688400107,-0.000678265998230665 +/- 0.0019784574600671743,5.8979652019997e-05 +/- 0.0012072833671753882,-0.003243880861102977 +/- 0.00039564753361836884,-0.016307873783544723 +/- 0.0012375190361756017,-0.009259805367148377 +/- 0.0011360283269984015,-0.0007372456502507063 +/- 0.0004800595870274207,-0.0015924506045415065 +/- 0.0008567289322520786,-0.0030374520790327764 +/- 0.00039674503235249703,0.00011795930404004951 +/- 0.0007934900647050386,-0.0015334709525214318 +/- 0.0008627979261767996,0.000678265998230576 +/- 0.00037418394398258545,0.0011206133883809532 +/- 0.0004530313033246124,-0.004158065467413774 +/- 0.0007396010736646694,0.0007667354762606494 +/- 0.0006352302927908616,0.00262459451489232 +/- 0.000869324858329904,0.0067236803302859974 +/- 0.001249756419959708,-0.0020642878207019376 +/- 0.000618583809006292,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.002270716602772116 +/- 0.0008851861409497747,-0.004305514597463933 +/- 0.0013526800284493796,-0.0012090828664111596 +/- 0.00027820646216620507,-0.00029489826010031805 +/- 0.00047550915649062747,-0.00035387791212038167 +/- 0.0009306832107378172,-0.00014744913005018123 +/- 0.000997872268692954,0.0010026540843408593 +/- 0.0015106161574598555,0.00035387791212028176 +/- 0.0001769389560601686,-0.0021822471247420093 +/- 0.0017654532052015063,5.8979652019997e-05 +/- 0.0013692936321137187,-0.00380418755529347 +/- 0.0007740728250313502,0.0005308168681804504 +/- 0.0003176151463954118,-0.012828074314361592 +/- 0.0010815170050658943,0.003715718077263286 +/- 0.000970927610330536,-0.0032438808611029656 +/- 0.0019292748137771775,0.00011795930404008281 +/- 0.0005469547918310762,-0.0026540843409024405 +/- 0.0010043872819773592,-0.004452963727514048 +/- 0.0009641865363769922,0.009702152757298688 +/- 0.0012047595526874376,-0.0019168386906517898 +/- 0.0005786321695767835,0.0004718372161603646 +/- 0.0014638364666459186,-0.0014450014744913585 +/- 0.0006521186784870755,-0.0027720436449425456 +/- 0.0009619290138779122,0.007401946328516618 +/- 0.0010587627880280868,0.010409908581539317 +/- 0.002366730784692811,0.0007962253022706812 +/- 0.0013645220054567234,0.0012385726924210472 +/- 0.000669880076178159,-0.011176644057800101 +/- 0.0014353398435432514,-0.007755824240637044 +/- 0.0008949567033614593,-0.0007077558242406856 +/- 0.0013844523260755752,-0.002123267472721968 +/- 0.0011329621180948737,-0.00566204659392514 +/- 0.002452447406227281,-0.009407254497198514 +/- 0.0007277477251107684,0.0019168386906516677 +/- 0.0017656994845087106,0.00032438808611026106 +/- 0.0009996137573977213,0.02291359480979055 +/- 0.001911386661527433,-0.008522559716897726 +/- 0.0011225518319477592,0.0017988793866115737 +/- 0.0012817053265762662,0.008375110586847478 +/- 0.0016429829875770083,-0.004629902683574216 +/- 0.0021951605301028135,-0.005986434680035446 +/- 0.0013581337587342418,-0.009171335889118315 +/- 0.0007396010736646463,-0.003922146859333575 +/- 0.001865333482850895,-0.016160424653494588 +/- 0.0014554954502215517,-0.0114125626658803 +/- 0.0008552049542907796
