,scr_lineintegral,scr_iqr,scr_mean,scl_min,bvp_n_below_mean,bvp_peaks,hrv_max,bvp_svd_entropy,scl_pct_95,bvp_pct_95,bvp_iqr,hrv_energy,hrv_lineintegral,scl_max,bvp_perm_entropy,scl_entropy,bvp_lineintegral,hrv_pct_5,hrv_mean,bvp_iqr_5_95,scl_ptp,bvp_std,scr_iqr_5_95,bvp_pct_5,bvp_min,bvp_n_sign_changes,hrv_entropy,scr_skewness,hrv_sum,bvp_mean,bvp_rms,scr_n_above_mean,scr_rms,bvp_kurtosis,scr_n_below_mean,scl_sum,bvp_energy,hrv_std,scl_n_below_mean,hrv_n_above_mean,scr_pct_5,scl_mean,scr_ptp,bvp_sum,scr_n_sign_changes,scr_pct_95,scl_kurtosis,scr_energy,bvp_entropy,scl_n_sign_changes,hrv_iqr_5_95,hrv_n_sign_changes,hrv_n_below_mean,scr_perm_entropy,hrv_peaks,scl_peaks,scr_peaks,scr_std,scr_min,hrv_svd_entropy,hrv_ptp,scr_entropy,bvp_ptp,hrv_min,scr_sum,scl_n_above_mean,scl_perm_entropy,hrv_kurtosis,scl_iqr,scl_skewness,scl_svd_entropy,hrv_skewness,scl_iqr_5_95,scr_max,scr_svd_entropy,scl_energy,scr_kurtosis,bvp_n_above_mean,bvp_max,hrv_rms,scl_std,hrv_iqr,hrv_pct_95,scl_pct_5,hrv_perm_entropy,scl_rms,bvp_skewness,scl_lineintegral
0,-0.01797191887675509 +/- 0.0015234390784067068,-0.05073322932917319 +/- 0.004467774681976615,0.0 +/- 0.0,-0.033010920436817505 +/- 0.0029295961545848267,0.08851794071762867 +/- 0.006441452131162425,0.011638065522620889 +/- 0.004530202029225363,0.013541341653666128 +/- 0.002960667997323304,-0.030265210608424353 +/- 0.0013310907337099138,-0.0015600624024960986 +/- 0.0017594848274410915,-0.00031201248049925743 +/- 0.0002790724464898495,0.028642745709828367 +/- 0.002391733902868857,0.00018720748829950117 +/- 0.00015285427412060998,0.043369734789391566 +/- 0.004291731385722157,-0.00237129485179407 +/- 0.0007540122292414572,-0.004711388455538234 +/- 0.0017508877187641905,0.03026521060842432 +/- 0.004227740327227302,-0.005054602184087376 +/- 0.0023088923556942257,-0.008486739469578786 +/- 0.0011404472313570621,-0.00015600624024965094 +/- 0.00020930433486739022,0.00037441497659904675 +/- 0.000413931331089598,-0.0022776911076443085 +/- 0.0008830559561987491,-0.0003744149765990912 +/- 0.00023348876048511052,-0.0004992199687987697 +/- 0.00034744239393634947,-0.02068642745709832 +/- 0.001316751815663615,-0.003868954758190346 +/- 0.004301247933925894,-0.017535101404056175 +/- 0.0020450508091324733,-0.00358814352574105 +/- 0.0017497753376361975,0.0 +/- 0.0,-0.0005304212168486866 +/- 0.000463839898512274,0.0009984399375974951 +/- 0.00041393133108961474,-0.00021840873634947354 +/- 0.0026181175283367447,-0.00031201248049925743 +/- 0.00034179254758513164,-0.00570982839313573 +/- 0.0026986825043580263,-0.0064274570982839506 +/- 0.0011353139094327789,9.360374414975059e-05 +/- 0.00014298208096583733,0.007581903276131019 +/- 0.0010991522592080293,-0.0007176287051482322 +/- 0.0005413214219312859,0.0024648985959438317 +/- 0.0006899639434476074,-0.0001872074882995456 +/- 0.00024960998439938484,-0.00031201248049924637 +/- 0.0004186086697347639,0.0 +/- 0.0,-0.008143525741029667 +/- 0.0014192281329852329,0.0 +/- 0.0,0.0010920436817472567 +/- 0.00042438285518675285,0.0 +/- 0.0,0.0 +/- 0.0,0.00018720748829950117 +/- 0.00015285427412060998,9.360374414975059e-05 +/- 0.00014298208096583733,0.0 +/- 0.0,0.0 +/- 0.0,-0.00037441497659910226 +/- 0.00033604772587424696,0.0 +/- 0.0,0.0005616224648985812 +/- 0.00047932266757372207,0.0 +/- 0.0,6.240249609983373e-05 +/- 0.00012480499219966746,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.023619344773790928 +/- 0.002913768939083927,0.016318252730109183 +/- 0.0020745897297821275,0.0 +/- 0.0,0.047145085803432116 +/- 0.0017001101685897343,-0.01294851794071764 +/- 0.0017217322510229565,-0.0022776911076443198 +/- 0.0008940124044863845,0.00340093603744146 +/- 0.0006310061908317152,-0.0008424336973479329 +/- 0.000669919206040046,-0.00037441497659910226 +/- 0.00038970346323858056,0.008205928237129456 +/- 0.002060463897797075,-0.00018720748829955668 +/- 0.0002069656655448149,-0.0098907956318253 +/- 0.0026587051972259356,-0.0012480499219968966 +/- 0.0007769048111069293,-0.00561622464898599 +/- 0.00118400411613167,-0.005709828393135741 +/- 0.0015031749729105444,-0.0009048361934477667 +/- 0.00035437805590015975,-0.017098283931357296 +/- 0.0019172906702948143,-0.0004992199687987919 +/- 0.00034744239393634746,-0.004149765990639642 +/- 0.0007775310948129439,-0.021497659906396283 +/- 0.003329774036458146,0.02979719188767548 +/- 0.001303375886065858,0.0 +/- 0.0,0.031014040561622446 +/- 0.002960667997323307,0.011794071762870506 +/- 0.0032866631094574167,-0.00015600624024962871 +/- 0.0011271383381084884,-0.0008112324492980161 +/- 0.0005952818729590783,-0.008892355694227794 +/- 0.0016465865587468207,0.02383775351014037 +/- 0.002046954067626431,0.015132605304212144 +/- 0.0008166148098784578
