,scl_pct_5,scl_min,scl_sum,scl_energy,scr_lineintegral,scl_rms,scl_max,scl_iqr_5_95,scl_pct_95,scl_mean,scl_ptp,scl_lineintegral,scr_rms,scr_perm_entropy,scl_n_above_mean,scl_n_sign_changes,scr_pct_95,scl_skewness,scl_kurtosis,scr_min,scl_n_below_mean,scr_pct_5,scl_peaks,scr_energy,scr_n_sign_changes,scr_peaks,scr_kurtosis,scr_svd_entropy,scl_std,scl_perm_entropy,scr_entropy,scr_max,scl_iqr,scr_skewness,scr_mean,scr_iqr,scr_sum,scr_std,scr_n_above_mean,scr_ptp,scr_iqr_5_95,scr_n_below_mean,scl_entropy,scl_svd_entropy
0,0.006617429837518429 +/- 0.0017537160507717286,0.007119645494830096 +/- 0.001870507074537861,0.008094534711964507 +/- 0.0011456850475429965,0.01379615952732648 +/- 0.001655675777749126,0.002067946824224509 +/- 0.0020166674346677608,0.008242245199409115 +/- 0.0013631045193570775,0.009483013293943831 +/- 0.0016365895402617,0.014357459379615977 +/- 0.002064567823888471,0.0049335302806499 +/- 0.0013859620804419308,0.007355982274741468 +/- 0.0021074513237236887,0.006735598227474116 +/- 0.0012658366490770126,0.005967503692762155 +/- 0.0016170082343756498,0.0006499261447562743 +/- 0.002182119387015574,-8.862629246676468e-05 +/- 0.0008668479025773195,0.0018316100443131367 +/- 0.0007904926534865336,0.0002954209748892156 +/- 0.00034954681140913357,0.0035745937961595086 +/- 0.0012975002219200967,0.0028360413589364696 +/- 0.0012337142108018312,0.0038404726735598027 +/- 0.0013078844089322624,0.0002067946824224509 +/- 0.0009439613180898301,0.0006794682422451958 +/- 0.0014354541345059117,-0.0013293943870014702 +/- 0.0013934979515593138,0.0 +/- 0.0,0.001477104874446078 +/- 0.0017326887206635278,8.862629246676468e-05 +/- 0.000265878877400294,0.0 +/- 0.0,-0.001004431314623333 +/- 0.0014723705517727676,0.008655834564254028 +/- 0.00168700638526078,0.010576070901033952 +/- 0.0012094233081512158,-0.003013293943869999 +/- 0.0018674718616577875,0.0006499261447562743 +/- 0.0006168571054009155,0.006292466765140292 +/- 0.0016075353453958903,0.008980797636632176 +/- 0.0018786544278386855,0.0015657311669128426 +/- 0.0014891678772382267,0.0032496307237813715 +/- 0.0015236392269692832,-0.004106351550960096 +/- 0.0022282262892919322,0.005997045790251077 +/- 0.001859275506949422,0.002895125553914313 +/- 0.0017911381259939781,-0.005317577548005881 +/- 0.0011365071823734856,0.0013589364844903916 +/- 0.0013025351660294528,-0.0008567208271787252 +/- 0.0015319222643975308,-0.00587887740029539 +/- 0.0013372490750672044,0.0077695716395863815 +/- 0.002538042730722994,-0.005051698670605597 +/- 0.0030940323145127566
