,scr_svd_entropy,scl_svd_entropy,scr_std,scr_lineintegral,scr_mean,scr_sum,scl_std,scl_ptp,scl_mean,scl_rms,scl_max,scl_pct_95,scr_rms,scl_perm_entropy,scl_lineintegral,scl_iqr_5_95,scr_max,scr_ptp,scr_peaks,scr_entropy,scr_n_sign_changes,scl_entropy,scl_kurtosis,scr_perm_entropy,scr_energy,scl_pct_5,scr_iqr,scr_iqr_5_95,scr_pct_95,scl_energy,scl_peaks,scl_skewness,scr_n_above_mean,scr_n_below_mean,scr_pct_5,scr_skewness,scl_n_sign_changes,scr_min,scr_kurtosis,scl_sum,scl_iqr,scl_n_above_mean,scl_n_below_mean,scl_min
0,-0.057662174866812875 +/- 0.011009458705696312,0.0580695706675024 +/- 0.00494914441922591,-0.017235976183014666 +/- 0.008420575896298587,-0.002632403635224034 +/- 0.009521019543344778,0.011219053588216898 +/- 0.0036108281343363445,0.011219053588216898 +/- 0.0036108281343363445,0.0026637417737386815 +/- 0.002140420096086394,-0.042369163271701614 +/- 0.006806655227947777,0.005703541209652196 +/- 0.004598918540355774,0.03691632717016612 +/- 0.006161431890915455,0.009213412723284287 +/- 0.004580516801151607,-0.03942337825133182 +/- 0.007748572590674062,0.017329990598558487 +/- 0.005476647922359305,0.0056722030711376156 +/- 0.0020571286032311097,0.014760263240363591 +/- 0.005079195930016543,0.00394860545283614 +/- 0.0015301229226867817,0.0001566906925729028 +/- 0.00047007207771859,0.0001566906925729028 +/- 0.00047007207771859,0.009338765277342575 +/- 0.0036460143083043447,-0.009370103415857057 +/- 0.0026755136494505277,-0.005076778439360663 +/- 0.0019257024751785975,-0.021497963020996536 +/- 0.0027684190316963706,-0.007583829520526453 +/- 0.0017380663897038047,-0.009652146662488214 +/- 0.002115266315347681,0.020871200250705137 +/- 0.007256927745551112,-0.030711375744280744 +/- 0.004781505765656071,0.00890003133813857 +/- 0.0034076533297569844,0.017267314321529358 +/- 0.005044272284710225,0.016452522720150464 +/- 0.005180280556194461,0.0012848636790975033 +/- 0.0008105620279772961,-0.0029144468818551594 +/- 0.0018382963805781815,-0.0014415543716702727 +/- 0.001688773874686002,0.0 +/- 0.0,0.0 +/- 0.0,-0.002413036665622037 +/- 0.0014088227385138977,-0.000407395800689403 +/- 0.0017730297912648928,0.004199310560952707 +/- 0.0030551068898662394,6.267627702915002e-05 +/- 0.00018802883108745005,-0.001253525540582856 +/- 0.0007007420800688805,-0.00905672203071135 +/- 0.0017752440035435399,-0.014478219993732333 +/- 0.0058204634365372045,-0.0013475399561265534 +/- 0.0006581009088060072,-0.0013475399561265534 +/- 0.0006581009088060072,-0.019084926355374444 +/- 0.004902090291854202
