,scr_svd_entropy,scl_svd_entropy,scr_std,scr_lineintegral,scr_mean,scr_sum,scl_std,scl_ptp,scl_mean,scl_rms,scl_max,scl_pct_95,scr_rms,scl_perm_entropy,scl_lineintegral,scl_iqr_5_95,scr_max,scr_ptp,scr_peaks,scr_entropy,scr_n_sign_changes,scl_entropy,scl_kurtosis,scr_perm_entropy,scr_energy,scl_pct_5,scr_iqr,scr_iqr_5_95,scr_pct_95,scl_energy,scl_peaks,scl_skewness,scr_n_above_mean,scr_n_below_mean,scr_pct_5,scr_skewness,scl_n_sign_changes,scr_min,scr_kurtosis,scl_sum,scl_iqr,scl_n_above_mean,scl_n_below_mean,scl_min
0,0.06516986706056128 +/- 0.0071381924067539975,0.026735598227474122 +/- 0.003972835505322721,0.09385524372230425 +/- 0.005825189259619959,0.10895125553914324 +/- 0.005123318614060239,0.07775480059084189 +/- 0.004024236621295793,0.07775480059084189 +/- 0.004024236621295793,0.04644017725258489 +/- 0.0069468542188237765,0.01545051698670601 +/- 0.003965799651875307,0.07503692762186112 +/- 0.0061458924071826826,0.020059084194977827 +/- 0.002613933131843292,0.05536189069423926 +/- 0.006758880696580554,0.009778434268833036 +/- 0.002508296312806765,0.00605612998522892 +/- 0.004639614391365793,-0.007769571639586459 +/- 0.004125435183638286,0.005051698670605587 +/- 0.0032427750969220097,-0.0006203840472673638 +/- 0.0031610044313146266,0.0054652880354504885 +/- 0.0026199360481915387,0.005317577548005881 +/- 0.002385421475708862,0.0017134416543574504 +/- 0.0013395313499266854,-8.862629246677577e-05 +/- 0.0024894366744794504,-0.0011816838995568734 +/- 0.002418124895678717,0.006292466765140292 +/- 0.002396554293926968,0.002540620384047254 +/- 0.0020218539004157854,-0.004963072378138889 +/- 0.00261510144476585,0.00047267355982274497 +/- 0.0010250724710722235,0.000738552437223039 +/- 0.0020003730596431443,0.0015952732644017643 +/- 0.001050303623907302,-0.00017725258493352935 +/- 0.0006499261447562743,-0.0003545051698670587 +/- 0.0007212145120078959,-0.0021861152141801955 +/- 0.0010830311834459832,0.0005612998522895096 +/- 0.0010769705248778782,0.0006203840472673528 +/- 0.0015712952610897645,-0.0004431314623338234 +/- 0.0004431314623338234,-0.0004431314623338234 +/- 0.0004431314623338234,0.0 +/- 0.0004763520087620979,-0.001152141802067941 +/- 0.0015878705642985663,-0.0017725258493353046 +/- 0.0015743471308093707,-0.0003840472673559803 +/- 0.00039744827317795097,0.0005908419497784312 +/- 0.0004763520087620979,0.00047267355982274497 +/- 0.0020433224774937067,0.0008567208271787252 +/- 0.0008906832160520683,0.0005612998522895096 +/- 0.001769815751935017,0.0005612998522895096 +/- 0.001769815751935017,0.007946824224519899 +/- 0.0038392226121436463
