,scl_pct_5,scl_min,scl_sum,scl_energy,scr_lineintegral,scl_rms,scl_max,scl_iqr_5_95,scl_pct_95,scl_mean,scl_ptp,scl_lineintegral,scr_rms,scr_perm_entropy,scl_n_above_mean,scl_n_sign_changes,scr_pct_95,scl_skewness,scl_kurtosis,scr_min,scl_n_below_mean,scr_pct_5,scl_peaks,scr_energy,scr_n_sign_changes,scr_peaks,scr_kurtosis,scr_svd_entropy,scl_std,scl_perm_entropy,scr_entropy,scr_max,scl_iqr,scr_skewness,scr_mean,scr_iqr,scr_sum,scr_std,scr_n_above_mean,scr_ptp,scr_iqr_5_95,scr_n_below_mean,scl_entropy,scl_svd_entropy
0,0.02276894865525676 +/- 0.0017781403677003542,0.02047677261613694 +/- 0.003403278950385107,0.016350855745721305 +/- 0.0013478653466503729,0.014608801955990259 +/- 0.001852995891347681,0.009168704156479256 +/- 0.0021349937893121,0.007182151589242058 +/- 0.00209190280668064,0.006876528117359437 +/- 0.0027412568455368103,0.005195599022004904 +/- 0.0020592763481568294,0.005012224938875332 +/- 0.0021489481456292204,0.004828850855745748 +/- 0.001489738093759647,0.0047677261613692234 +/- 0.0018849809223849907,0.004645476772616164 +/- 0.0026915695423354413,0.003270171149144263 +/- 0.002032108827613598,0.00265892420537901 +/- 0.0008206431284900702,0.0007640586797066362 +/- 0.0010250922879736105,0.0007334963325183908 +/- 0.0006142955758631425,0.00039731051344746857 +/- 0.001332532356759878,0.00027506112469439793 +/- 0.0016540414581582919,0.00024449877750615245 +/- 0.001365422243501748,0.00024449877750615245 +/- 0.0006526331449896943,6.112469437656865e-05 +/- 0.0011899708028075683,4.4408920985006264e-17 +/- 0.0012821624060759752,0.0 +/- 0.0,-3.056234718823436e-05 +/- 0.0013698615422380706,-6.112469437651314e-05 +/- 0.00012224938875302627,-0.0005501222493887071 +/- 0.00012224938875307067,-0.0006418092909534989 +/- 0.0011472080916334572,-0.0008251833740830939 +/- 0.0014467971122915147,-0.0015586797066014292 +/- 0.0013561557293602687,-0.0015892420537896967 +/- 0.0019702642373210584,-0.0019559902200488644 +/- 0.0004773991244441616,-0.0021088019559901807 +/- 0.0015965718687786208,-0.0029645476772615976 +/- 0.0017019139110422902,-0.0031784841075794155 +/- 0.0010516290057509508,-0.004003667481662565 +/- 0.0011950620290964063,-0.0040647921760391115 +/- 0.0020685539436452044,-0.0042787286063569515 +/- 0.0007731730220460664,-0.0052261613691931275 +/- 0.0017041078067788276,-0.005531784841075782 +/- 0.001210593051365431,-0.006326405867970642 +/- 0.0012678770484530289,-0.00666259168704153 +/- 0.001539080478241345,-0.007090464547677244 +/- 0.0012285911517262783,-0.01790953545232271 +/- 0.001746070520426146,-0.02414425427872855 +/- 0.0018640526506084236
