,bvp_rms,bvp_std,bvp_perm_entropy,bvp_n_below_mean,bvp_n_above_mean,bvp_kurtosis,bvp_energy,bvp_pct_95,bvp_n_sign_changes,bvp_lineintegral,bvp_skewness,bvp_svd_entropy,bvp_iqr_5_95,bvp_min,bvp_pct_5,bvp_ptp,bvp_max,bvp_entropy,bvp_sum,bvp_mean,bvp_peaks,bvp_iqr
0,0.1525198938992043 +/- 0.005216289425413454,0.07497789566755089 +/- 0.004996774406725075,0.033510167992926665 +/- 0.003295251132375664,0.02835249042145599 +/- 0.005160287327613166,0.028381962864721534 +/- 0.00515059932810157,-0.010433244916003493 +/- 0.0021014492743856154,0.00866489832007078 +/- 0.0021179185644823744,0.009696433834364925 +/- 0.0031231056878221254,0.021839080459770177 +/- 0.00318643320922402,0.009048040082522902 +/- 0.0019507551716325087,-0.010757441791924505 +/- 0.0020808880764048125,-0.0342764515178308 +/- 0.003769823893221099,-0.009283819628647171 +/- 0.0028399264617766837,-0.001002063071028525 +/- 0.004088498233742358,-0.0032714412024756447 +/- 0.0012673150604184996,-0.008488063660477408 +/- 0.002946654818732697,-0.005128205128205099 +/- 0.0012860255955951503,0.0 +/- 0.0,5.551115123125783e-17 +/- 0.0009131702555160308,2.9472443265599056e-05 +/- 0.0009268603120257097,-0.041261420571765337 +/- 0.0018405534920124954,0.0076333628057766445 +/- 0.0023483823297213344
