,bvp_peaks,bvp_n_above_mean,bvp_n_below_mean,bvp_perm_entropy,bvp_pct_95,bvp_rms,bvp_lineintegral,bvp_entropy,bvp_skewness,bvp_mean,bvp_n_sign_changes,bvp_sum,bvp_iqr_5_95,bvp_iqr,bvp_energy,bvp_pct_5,bvp_max,bvp_std,bvp_kurtosis,bvp_min,bvp_ptp,bvp_svd_entropy
0,0.05628884285291501 +/- 0.0034482418854405493,0.024622669428825062 +/- 0.0026890362099083825,0.022462266942882458 +/- 0.005592431231182028,0.018644569399230492 +/- 0.0022616126871314425,-0.00361053566143833 +/- 0.001794318602098136,-0.004971885173128176 +/- 0.001799193152242738,-0.006214856466410212 +/- 0.002150447129279071,0.0 +/- 0.0,0.00041432376442729346 +/- 0.0021553289678642442,0.002012429712932784 +/- 0.0011369856592067594,0.01568511393903519 +/- 0.0027380961245860543,0.0007694584196507703 +/- 0.0007273279507217689,-0.014678899082568853 +/- 0.0018538573262344852,-0.0224918614974845 +/- 0.0033403849800585895,-0.01497484462858839 +/- 0.0019370308578814373,-0.010594850547499302 +/- 0.0017093257269243647,-0.028233205090263412 +/- 0.0022546311873028507,-0.012370523823616475 +/- 0.0017347559502518977,-0.012370523823616485 +/- 0.002772426973336588,-0.01177863273157742 +/- 0.003216970285102387,-0.028499556081681022 +/- 0.0018859418723118897,0.00044391831902926835 +/- 0.0035396126562335464
