,bvp_peaks,bvp_n_above_mean,bvp_n_below_mean,bvp_perm_entropy,bvp_pct_95,bvp_rms,bvp_lineintegral,bvp_entropy,bvp_skewness,bvp_mean,bvp_n_sign_changes,bvp_sum,bvp_iqr_5_95,bvp_iqr,bvp_energy,bvp_pct_5,bvp_max,bvp_std,bvp_kurtosis,bvp_min,bvp_ptp,bvp_svd_entropy
0,-0.0019968798751950232 +/- 0.0032280854056480736,0.017940717628705093 +/- 0.005697539267469519,0.04589703588143523 +/- 0.005419415182275791,-0.010858034321372867 +/- 0.0037901490518714802,0.0018720748829953115 +/- 0.0028425689794522044,-0.006770670826833092 +/- 0.0020367031413875453,-0.013666146645865851 +/- 0.0016079998410889133,0.0 +/- 0.0,-0.001154446177847135 +/- 0.0018619068640044548,0.001029641185647412 +/- 0.0006552262090483747,-0.0266458658346334 +/- 0.002524024763326883,0.0008424336973478664 +/- 0.0007520730604177428,-0.009797191887675527 +/- 0.0022766223209927847,-0.0334789391575663 +/- 0.0029137689390839497,-0.008112324492979717 +/- 0.002691277210963839,-0.0041809672386895706 +/- 0.001536166443069106,-0.009953198127925134 +/- 0.0022862234136315023,-0.006115444617784738 +/- 0.0017550528686958206,-0.0036505460218408834 +/- 0.0024569868483756596,0.013104524180967202 +/- 0.0023597716569346817,0.0089859594383775 +/- 0.0021335814037165323,0.001341653666146625 +/- 0.0022802541517121275
