,bvp_peaks,bvp_n_above_mean,bvp_n_below_mean,bvp_perm_entropy,bvp_pct_95,bvp_rms,bvp_lineintegral,bvp_entropy,bvp_skewness,bvp_mean,bvp_n_sign_changes,bvp_sum,bvp_iqr_5_95,bvp_iqr,bvp_energy,bvp_pct_5,bvp_max,bvp_std,bvp_kurtosis,bvp_min,bvp_ptp,bvp_svd_entropy
0,0.0041198501872659055 +/- 0.003752071566023767,0.046067415730337055 +/- 0.0037329983750704473,0.033679055027369606 +/- 0.003923788924050534,0.0005185825410544464 +/- 0.0020687206074348967,0.008038029386343959 +/- 0.0027101447283477726,-0.0024488619994238346 +/- 0.001531280007596485,-0.017718236819360432 +/- 0.001412872352087485,0.0 +/- 0.0,0.017113223854796866 +/- 0.0038441841092759182,-0.0008354940939210631 +/- 0.0005064360654349425,-0.0366753097090176 +/- 0.0033943432936540258,-0.000749063670412009 +/- 0.0010403612840834396,-0.002736963411120741 +/- 0.002609664507509571,-0.0088159031979257 +/- 0.0028959566403063204,-0.0031403053874964225 +/- 0.0011191543992829288,-0.0016709881878421485 +/- 0.0013189885499579,0.022356669547680775 +/- 0.0027759583913444913,-0.005790838375108065 +/- 0.002207127597268195,-0.018121578795736126 +/- 0.002722367790605932,-0.00812445980985308 +/- 0.002371548905474697,0.011581676750216064 +/- 0.0011864742311710743,0.004580812445980975 +/- 0.0023492192603740865
