,bvp_perm_entropy,scl_pct_5,bvp_peaks,bvp_pct_95,bvp_n_sign_changes,hrv_pct_5,bvp_svd_entropy,hrv_peaks,hrv_iqr,scl_skewness,scl_pct_95,bvp_n_above_mean,bvp_min,scr_rms,scr_n_below_mean,hrv_energy,hrv_max,bvp_iqr_5_95,scl_entropy,bvp_std,bvp_kurtosis,scl_n_below_mean,scr_svd_entropy,scl_perm_entropy,hrv_n_below_mean,hrv_perm_entropy,bvp_ptp,scr_skewness,scr_n_above_mean,scr_entropy,scr_sum,scl_kurtosis,hrv_n_above_mean,scl_sum,scl_n_sign_changes,scl_peaks,scr_peaks,scl_n_above_mean,hrv_n_sign_changes,bvp_entropy,scr_n_sign_changes,bvp_sum,hrv_svd_entropy,scr_kurtosis,hrv_skewness,bvp_iqr,bvp_mean,scr_min,scr_perm_entropy,scl_iqr,hrv_kurtosis,scr_iqr_5_95,scr_energy,bvp_energy,scr_max,bvp_lineintegral,scr_iqr,scr_pct_5,bvp_skewness,hrv_mean,scl_max,scl_ptp,hrv_pct_95,bvp_pct_5,scr_std,scr_mean,scr_pct_95,bvp_rms,hrv_ptp,scl_iqr_5_95,hrv_min,scl_std,hrv_entropy,scr_ptp,hrv_iqr_5_95,scl_mean,scl_energy,scr_lineintegral,hrv_sum,hrv_rms,scl_lineintegral,scl_svd_entropy,scl_min,hrv_std,scl_rms,hrv_lineintegral,bvp_max,bvp_n_below_mean
0,0.017018633540372707 +/- 0.002323641879353747,0.009316770186335432 +/- 0.0026073807853302195,0.008695652173913071 +/- 0.002670727204405328,0.0 +/- 0.0007856590460045818,-0.009316770186335376 +/- 0.0016170289184071797,-0.007908902691511354 +/- 0.0015870615235392723,0.004016563146997931 +/- 0.0010645929716092848,-8.281573498963857e-05 +/- 0.000802928340772885,-0.0006625258799171751 +/- 0.0007680015317180511,0.0015734989648033438 +/- 0.0010924145721137209,0.0014078674948240332 +/- 0.0016058566815457948,0.038633540372670826 +/- 0.003726938111142802,0.013623188405797137 +/- 0.0018467166145737463,-0.002857142857142836 +/- 0.001475073551184824,0.0015734989648033438 +/- 0.0007360823534008915,-0.00873706004140784 +/- 0.0016506112983846568,-0.009772256728778439 +/- 0.001987577639751553,-0.007577639751552756 +/- 0.0010805787453995559,-0.004513457556935796 +/- 0.0014634034821592251,-0.006749482401656315 +/- 0.0005254069374927056,0.0009523809523809823 +/- 0.0012290535883772952,-0.00178053830227739 +/- 0.0008890646191959916,0.000993788819875796 +/- 0.0011141717637328345,-0.003022774327122113 +/- 0.0006941223442749421,0.00041407867494824835 +/- 0.000489944495494802,0.002318840579710191 +/- 0.0008322878361176886,0.004679089026915129 +/- 0.0014935560080224749,0.00041407867494825946 +/- 0.0011415361285374908,-0.0014906832298136274 +/- 0.001034368198492458,0.00016563146997929933 +/- 0.0002746687196981752,0.0005797101449275477 +/- 0.0011445362286613273,0.000248447204968949 +/- 0.0007453416149068471,-0.00037267080745342354 +/- 0.00039064104066487745,0.0024430641821946318 +/- 0.002942290504925956,0.0006625258799171973 +/- 0.0008322878361176885,0.0 +/- 0.0,0.0 +/- 0.0,0.001242236024844745 +/- 0.0006414879248376801,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,8.281573498964967e-05 +/- 0.000248447204968949,0.0005797101449275588 +/- 0.0015067002400546926,-4.1407867494813734e-05 +/- 0.0009523809523809524,-0.0015734989648032883 +/- 0.0010766045548654029,-0.0041407867494823725 +/- 0.0008685787562485899,-8.281573498964967e-05 +/- 0.0001656314699792993,0.0001242236024844745 +/- 0.00037267080745342354,-0.0008281573498964745 +/- 0.0008486087590856654,-0.002070393374741153 +/- 0.0009622318872564866,0.0003726708074534346 +/- 0.0008576528023688511,-0.006045548654244304 +/- 0.000965789133721787,-0.005383022774327106 +/- 0.0013980905189345115,0.004761904761904778 +/- 0.0015186021383761527,-0.006418219461697694 +/- 0.0018998045129531094,0.0010351966873706209 +/- 0.0010837476048283776,-0.017846790890269137 +/- 0.0013411291710725796,0.00028985507246377385 +/- 0.0003726708074534235,0.0062111801242236255 +/- 0.0014103011483168944,-0.010310559006211162 +/- 0.0015208586063939812,-0.001863354037267062 +/- 0.0012729131386285052,0.006376811594202914 +/- 0.0013506837623437195,-0.009068322981366428 +/- 0.00283545644981698,-0.0004968944099378647 +/- 0.001239472426260505,-0.00795031055900618 +/- 0.001253229478295767,-0.009192546583850903 +/- 0.001092414572113699,-0.00645962732919253 +/- 0.0012171377603891424,4.1407867494824834e-05 +/- 0.0008166908042781121,0.001780538302277479 +/- 0.0018148742857814696,0.00020703933747414637 +/- 0.0015072691282154277,0.00223602484472053 +/- 0.0014005411615145172,0.006625258799171874 +/- 0.0018518161304346228,0.005548654244306439 +/- 0.0013379291446296798,-0.0053830227743271175 +/- 0.0006141779285379552,0.003478260869565242 +/- 0.0016789345699969483,-0.005258799171842621 +/- 0.002119904883837721,-0.004016563146997909 +/- 0.0023206884089775866,-0.007908902691511377 +/- 0.0018186493793786824,-0.008861283643892316 +/- 0.0018720752886885854,-0.0022360248447204746 +/- 0.0017684601659679136,0.003188405797101479 +/- 0.0016254895591213611,-0.0050517598343684965 +/- 0.0031795203015242248,0.003643892339544541 +/- 0.0015247993904365846,0.005175983436853016 +/- 0.0016275978473733797,-0.005300207039337456 +/- 0.0023409182650273356,0.005755693581780552 +/- 0.0017415934447050315,0.010641821946169795 +/- 0.0012836438923395374,0.048488612836438946 +/- 0.003381529835730716
