,bvp_perm_entropy,scr_max,bvp_n_below_mean,hrv_lineintegral,scl_ptp,hrv_pct_5,bvp_pct_95,scl_mean,bvp_mean,hrv_iqr,bvp_iqr,scr_lineintegral,bvp_sum,bvp_n_above_mean,scl_svd_entropy,bvp_skewness,bvp_svd_entropy,bvp_min,scr_iqr,scl_sum,bvp_n_sign_changes,scl_min,bvp_kurtosis,scl_max,hrv_peaks,bvp_lineintegral,hrv_ptp,scl_n_above_mean,bvp_pct_5,bvp_energy,scr_kurtosis,scr_n_sign_changes,scr_pct_95,scr_pct_5,scl_n_sign_changes,hrv_rms,hrv_kurtosis,hrv_mean,hrv_energy,hrv_skewness,hrv_pct_95,hrv_perm_entropy,hrv_n_sign_changes,scr_ptp,scl_peaks,bvp_iqr_5_95,bvp_entropy,scl_iqr,scr_min,scl_iqr_5_95,scr_peaks,scr_energy,scr_n_above_mean,scr_n_below_mean,scr_iqr_5_95,scr_entropy,bvp_std,scr_sum,scl_n_below_mean,scr_mean,scr_std,scl_lineintegral,hrv_std,hrv_n_below_mean,scl_skewness,hrv_n_above_mean,scl_kurtosis,hrv_sum,hrv_entropy,scl_std,hrv_min,scl_energy,bvp_ptp,scr_perm_entropy,scl_perm_entropy,scl_pct_95,scl_entropy,bvp_max,scr_svd_entropy,scr_skewness,bvp_peaks,hrv_iqr_5_95,scr_rms,bvp_rms,hrv_svd_entropy,hrv_max,scl_pct_5,scl_rms
0,0.018109869646182497 +/- 0.006805465277696506,0.00544692737430168 +/- 0.0019200736152049612,0.007960893854748585 +/- 0.003208239693486046,0.02132216014897579 +/- 0.002615376518657021,0.02127560521415269 +/- 0.0026421719969576775,0.03738361266294227 +/- 0.0027229662599422273,0.0 +/- 0.0,0.0718808193668529 +/- 0.0024652145800509845,0.0 +/- 0.0,0.0011173184357541888 +/- 0.0009586247803526034,0.0012104283054003683 +/- 0.0029678542738378285,0.09315642458100559 +/- 0.003372904224707623,0.00032588454376165644 +/- 0.00029809703153784595,0.029841713221601472 +/- 0.006264882893408823,0.03775605214152701 +/- 0.0036624859246214103,-0.0015363128491620247 +/- 0.0009995768414145373,0.038687150837988814 +/- 0.004274189271703594,-0.0054003724394785955 +/- 0.002465214580050978,0.0202048417132216 +/- 0.004154620394287336,0.0 +/- 0.0,-0.0036312849162011274 +/- 0.002875874341057825,0.0 +/- 0.0,0.009450651769087538 +/- 0.00128427506742399,0.023929236499068897 +/- 0.00246521458005098,0.0006517690875232907 +/- 0.0005184138140437657,0.012057728119180622 +/- 0.0026041650411447064,0.0005586592178770999 +/- 0.00045614334130039837,0.0036778398510242116 +/- 0.000734624480356597,0.00032588454376164533 +/- 0.0004189944134078262,0.0 +/- 0.0,0.02686219739292365 +/- 0.0027149950301347025,0.0 +/- 0.0,0.003584729981378032 +/- 0.0009322618433193949,0.0015363128491620247 +/- 0.0009776536312849037,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0005121042830540268 +/- 0.00038671433253808216,0.020484171322160138 +/- 0.0021232317040952315,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.012430167597765374 +/- 0.0021741702846993804,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,9.310986964619072e-05 +/- 0.00018621973929238144,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.005074487895716973 +/- 0.0011860092367650715,0.00032588454376165644 +/- 0.0012326072900254936,0.0037709497206703914 +/- 0.0011860092367650837,0.00041899441340782496 +/- 0.00048604778905542324,0.001722532588454384 +/- 0.0006920888616070014,0.0 +/- 0.0,-0.001862197392923659 +/- 0.0004655493482309092,0.024860335195530724 +/- 0.0016420104365501217,-0.0005121042830539934 +/- 0.002637245630962508,-4.655493482309536e-05 +/- 0.0001396648044692861,0.011126629422718803 +/- 0.001478806347697253,-0.005121042830540046 +/- 0.0011211913015635446,0.0017690875232774794 +/- 0.003457624697882155,0.0017690875232774684 +/- 0.000715190479317389,-0.0016759776536312888 +/- 0.0005961940630756919,0.0 +/- 0.0,0.07513966480446926 +/- 0.0049057504179960895,0.0030726256983240165 +/- 0.0006967704630863899,0.0019087523277467656 +/- 0.0006730368852328121,0.0002327746741154768 +/- 0.0002327746741154768,0.0 +/- 0.0,0.014152700186219735 +/- 0.00302571262742494,-0.015549348230912474 +/- 0.002031417526002901,0.04297020484171323 +/- 0.001692065348732417
