,bvp_rms,hrv_sum,hrv_mean,bvp_std,hrv_rms,hrv_n_above_mean,scr_lineintegral,scr_std,hrv_n_below_mean,scl_std,hrv_min,scl_ptp,hrv_lineintegral,hrv_pct_5,scl_max,hrv_max,hrv_pct_95,bvp_iqr,scl_svd_entropy,scl_mean,scl_sum,scr_svd_entropy,hrv_std,hrv_svd_entropy,scr_perm_entropy,scl_energy,hrv_kurtosis,hrv_n_sign_changes,scl_peaks,bvp_entropy,scr_mean,scr_sum,bvp_lineintegral,scr_pct_5,scr_skewness,scr_kurtosis,scl_skewness,scr_min,hrv_entropy,hrv_peaks,scr_pct_95,scl_min,scr_n_sign_changes,scr_iqr_5_95,bvp_skewness,bvp_perm_entropy,scl_n_sign_changes,hrv_perm_entropy,scr_energy,scr_entropy,hrv_iqr,scl_n_below_mean,scl_n_above_mean,bvp_sum,bvp_mean,scl_perm_entropy,scr_n_below_mean,scr_n_above_mean,scl_kurtosis,bvp_svd_entropy,bvp_kurtosis,scr_peaks,hrv_skewness,bvp_n_sign_changes,hrv_ptp,bvp_pct_95,bvp_n_above_mean,hrv_iqr_5_95,bvp_n_below_mean,bvp_min,bvp_iqr_5_95,scl_entropy,bvp_peaks,bvp_pct_5,bvp_energy,scl_rms,scl_pct_5,hrv_energy,bvp_ptp,scl_iqr,bvp_max,scr_iqr,scr_ptp,scr_max,scl_lineintegral,scr_rms,scl_iqr_5_95,scl_pct_95
0,0.12937616387337053 +/- 0.006676860645604855,0.20628491620111727 +/- 0.006975321394661728,0.20628491620111727 +/- 0.006975321394661728,0.22681564245810054 +/- 0.006888871997427905,0.13240223463687148 +/- 0.007983051482075293,0.10702979515828673 +/- 0.005289468356549518,-0.02523277467411549 +/- 0.0037232307305646428,-0.03975791433891995 +/- 0.004466363111810593,0.12174115456238359 +/- 0.00790680438811069,0.00018621973929231484 +/- 0.00419614686750233,0.09324953445065175 +/- 0.005788746255246145,-0.041992551210428365 +/- 0.003982012063378604,0.08337988826815639 +/- 0.009342242697637334,0.04315642458100556 +/- 0.00628422646053126,-0.0021415270018622203 +/- 0.0018054673584418464,0.08147113594040964 +/- 0.005818435679690148,0.04804469273743014 +/- 0.0036704661721465737,0.030260707635009276 +/- 0.004031775622832594,0.020111731843575387 +/- 0.006665001924831762,0.003491620111731819 +/- 0.004776136994572433,0.003491620111731819 +/- 0.004776136994572433,-0.0005121042830540379 +/- 0.0014341640410381095,-0.01866852886405964 +/- 0.005771497717892598,0.011545623836126595 +/- 0.004917223808756373,0.0022811918063314284 +/- 0.001418971196846199,-0.0002793296089385833 +/- 0.0008379888268156635,-0.0009310986964618628 +/- 0.0004655493482309092,0.0 +/- 0.0,0.0005586592178770556 +/- 0.0010368276280875422,0.0 +/- 0.0,0.0021880819366852378 +/- 0.002550343747635456,0.0021880819366852378 +/- 0.002550343747635456,0.03463687150837985 +/- 0.005433980060117294,-4.655493482313977e-05 +/- 0.000986481382700983,-0.00013966480446929718 +/- 0.00029809703153784595,-0.0008845437616387785 +/- 0.0009415152893927685,-0.0012569832402235081 +/- 0.0004189944134078114,-0.0013035381750465924 +/- 0.0015271154065974587,-0.0020484171322160405 +/- 0.0016153958633982788,0.0009776536312848805 +/- 0.001050327204160012,0.005493482309124731 +/- 0.0027605152849857844,0.007448789571694569 +/- 0.004189944134078197,-0.0010242085661080536 +/- 0.00034838523154318083,0.0056331471135940055 +/- 0.002734086938552333,-0.0012104283054004239 +/- 0.0006315018606261956,-0.02285847299813786 +/- 0.0032082396934860376,-0.00027932960893856107 +/- 0.0007564281568562441,-0.0033519553072625997 +/- 0.0017518517432240782,0.0041433891992550985 +/- 0.0026861027442740514,0.0004189944134077916 +/- 0.0011860092367650898,0.0019087523277466988 +/- 0.001855785049161527,-0.0014432029795158785 +/- 0.00038671433253807555,-0.0014432029795158785 +/- 0.00038671433253807555,-0.0020484171322160405 +/- 0.001045155694629589,-0.0020484171322160405 +/- 0.001045155694629589,0.004050279329608897 +/- 0.0011026740486337998,0.00032588454376160093 +/- 0.0009087160752301404,0.00032588454376160093 +/- 0.0009087160752301404,-0.005819366852886454 +/- 0.0017940268964616016,-0.003398510242085684 +/- 0.002446239228197327,-0.00041899441340786936 +/- 0.0008942910946135366,0.002048417132215985 +/- 0.002393847324428744,-0.0017225325884544173 +/- 0.0007804029150018615,0.004934823091247642 +/- 0.0028939050778249644,-0.0006983240223464194 +/- 0.002010504923807183,-0.002141527001862231 +/- 0.0019663605290449774,0.013687150837988793 +/- 0.002825696630445724,0.007029795158286745 +/- 0.0041870981437239245,0.013687150837988793 +/- 0.002825696630445724,0.0004655493482308759 +/- 0.000779013060087596,0.0020949720670390805 +/- 0.004432509011226644,0.009264432029795122 +/- 0.0038584464851012202,-0.013500931098696522 +/- 0.0027384434208291945,0.008845437616387297 +/- 0.004641505989055688,0.0013035381750465258 +/- 0.0019172495607052069,0.005540037243947804 +/- 0.00198009034619523,0.0035381750465548812 +/- 0.0034475807414476012,0.03463687150837984 +/- 0.004313309058435937,0.0038640595903165265 +/- 0.003225756462070778,-0.033054003724394834 +/- 0.004829162934782114,0.01820297951582863 +/- 0.0030489039720731853,0.004655493482309103 +/- 0.0025414048536231216,0.006005586592178735 +/- 0.002835268152436709,0.006098696461824915 +/- 0.0028505157383317717,0.003212290502793258 +/- 0.0028807688090139684,-0.03216945996275609 +/- 0.005059088588166662,-0.04660148975791438 +/- 0.003353571408464043,0.0031191806331470674 +/- 0.0013175951301755188
