,hrv_pct_95,bvp_peaks,bvp_n_above_mean,scl_min,hrv_energy,hrv_ptp,hrv_lineintegral,bvp_rms,hrv_iqr_5_95,hrv_mean,hrv_entropy,bvp_perm_entropy,bvp_svd_entropy,scl_n_sign_changes,hrv_max,hrv_std,scr_n_below_mean,scr_lineintegral,scl_pct_5,bvp_n_sign_changes,hrv_svd_entropy,bvp_pct_5,bvp_kurtosis,hrv_pct_5,bvp_pct_95,scl_skewness,hrv_iqr,bvp_n_below_mean,scr_svd_entropy,scl_entropy,scr_perm_entropy,bvp_iqr_5_95,hrv_skewness,hrv_n_below_mean,scr_iqr,hrv_rms,hrv_sum,scr_pct_5,scl_n_above_mean,scl_mean,scl_ptp,scl_perm_entropy,scl_n_below_mean,scr_kurtosis,hrv_kurtosis,scr_peaks,scr_min,hrv_n_sign_changes,scl_peaks,scr_n_sign_changes,bvp_entropy,scr_n_above_mean,scr_entropy,bvp_mean,bvp_sum,scr_iqr_5_95,scl_kurtosis,hrv_perm_entropy,hrv_n_above_mean,scl_sum,scl_energy,scr_skewness,scl_lineintegral,bvp_max,scl_std,scl_iqr,hrv_min,hrv_peaks,scr_ptp,bvp_iqr,scr_pct_95,bvp_energy,scl_iqr_5_95,bvp_lineintegral,bvp_ptp,scr_energy,scr_rms,bvp_min,bvp_skewness,scl_svd_entropy,scr_std,bvp_std,scr_sum,scr_mean,scr_max,scl_max,scl_pct_95,scl_rms
0,0.016589861751152114 +/- 0.0020506896461342287,0.01597542242703538 +/- 0.002229548495348402,0.015873015873015893 +/- 0.001969829396996545,0.01582181259600618 +/- 0.00277113346190165,0.009728622631848472 +/- 0.0012749513157182565,0.007936507936507964 +/- 0.0013204093147186635,0.007629288274449586 +/- 0.002066608916601191,0.005785970302099352 +/- 0.001553916119354164,0.004864311315924241 +/- 0.001877841353906001,0.004557091653865886 +/- 0.0013633924173778271,0.004352278545826971 +/- 0.0013004019558832665,0.0036354326676907634 +/- 0.002704095427856836,0.0035330261136713114 +/- 0.0011551985839916303,0.0032258064516129336 +/- 0.0008883436545262294,0.002508960573476737 +/- 0.0017803726216808467,0.0024065540194572743 +/- 0.0012963634307395998,0.002304147465437845 +/- 0.0007680491551459334,0.0022017409114183815 +/- 0.0012759790880058507,0.0021505376344086334 +/- 0.0016159481656998949,0.00209933435739893 +/- 0.0015437596960247199,0.0020993343573989186 +/- 0.0018945212493599423,0.0019457245263697297 +/- 0.0017257859238456346,0.001792114695340552 +/- 0.0012384420504298818,0.001740911418330815 +/- 0.0019457245263696911,0.0016385048643113632 +/- 0.001899358626829629,0.001536098310291889 +/- 0.0006869640483870375,0.0013824884792627222 +/- 0.0010506034064865952,0.0013824884792627112 +/- 0.003649827626665978,0.0012288786482335223 +/- 0.0010543400041973328,0.0011264720942140815 +/- 0.0012708319145919933,0.0010752688172043444 +/- 0.0006250156485270576,0.0010240655401946076 +/- 0.0012749513157182476,0.0008704557091654408 +/- 0.0006080052271908748,0.0008704557091654297 +/- 0.0013164321691943206,0.0006144393241167889 +/- 0.0013701063144147202,0.0006144393241167889 +/- 0.0014980787340837507,0.0006144393241167667 +/- 0.0010189323472674006,0.0005632360471070852 +/- 0.000275738085362758,0.0005120327700973259 +/- 0.0007241236878510562,0.0004096262160778741 +/- 0.002299021435805812,0.00035842293906813706 +/- 0.0019165353069342435,0.0003072196620584222 +/- 0.0004096262160778546,0.0003072196620584111 +/- 0.000799820755341191,0.0002560163850486852 +/- 0.0008942267893790577,0.00025601638504867407 +/- 0.00034348202419354765,5.120327700973704e-05 +/- 0.0001536098310292111,5.120327700973704e-05 +/- 0.0001536098310292111,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-5.120327700968153e-05 +/- 0.0007402371886738869,-5.120327700972593e-05 +/- 0.00015360983102917782,-0.00010240655401945186 +/- 0.00020481310803890373,-0.00040962621607780746 +/- 0.00020481310803890376,-0.0007168458781361409 +/- 0.0013391394603811688,-0.0007168458781361631 +/- 0.0005221730172649787,-0.0007168458781361631 +/- 0.0005701755619897317,-0.0008192524321556149 +/- 0.0004692857854537224,-0.0008704557091653408 +/- 0.0016037337187266528,-0.0010752688172042779 +/- 0.0025952536400356877,-0.0011264720942139705 +/- 0.00030721966205835564,-0.0011776753712237076 +/- 0.001255263765707252,-0.0014848950332820743 +/- 0.0018240156815726555,-0.0017409114183307372 +/- 0.0021260153089632944,-0.002201740911418293 +/- 0.001996927803379408,-0.0024065540194571967 +/- 0.001683490242987574,-0.0026113671274961116 +/- 0.000665642601126473,-0.0027137736815155745 +/- 0.0009728622631848471,-0.003072196620583689 +/- 0.0021602686236281625,-0.003174603174603152 +/- 0.0014804743773477885,-0.0033794162826420336 +/- 0.0024790001918914943,-0.0043522785458268935 +/- 0.0008014580564515344,-0.004608294930875545 +/- 0.0017439207748004733,-0.004813108038914449 +/- 0.002063434887824887,-0.005273937532002004 +/- 0.0006080052271908748,-0.005273937532002016 +/- 0.0013938205416094314,-0.005683563748079867 +/- 0.0015094114667673914,-0.00588837685611876 +/- 0.0017020757950429852,-0.005888376856118771 +/- 0.002447602335425935,-0.007782898105478708 +/- 0.0012073554656990878,-0.007936507936507898 +/- 0.00147070216245214,-0.008038914490527372 +/- 0.0010506034064865868,-0.008704557091653842 +/- 0.0008868667729487387,-0.008909370199692745 +/- 0.0012790574497487815,-0.010291858678955424 +/- 0.001852539940105034,-0.016026625704045006 +/- 0.0023018706393229944,-0.022683051715309755 +/- 0.002786229976531031
