,bvp_rms,hrv_rms,bvp_std,hrv_max,hrv_min,hrv_sum,hrv_mean,bvp_pct_5,hrv_n_below_mean,hrv_n_above_mean,hrv_energy,bvp_iqr_5_95,hrv_entropy,bvp_peaks,scl_pct_95,hrv_lineintegral,bvp_min,bvp_n_below_mean,bvp_n_above_mean,bvp_energy,bvp_ptp,hrv_svd_entropy,scr_lineintegral,hrv_std,scl_pct_5,scl_svd_entropy,bvp_max,bvp_lineintegral,hrv_iqr,hrv_ptp,scl_max,scl_ptp,scr_std,bvp_perm_entropy,bvp_kurtosis,hrv_iqr_5_95,scl_std,scr_rms,bvp_svd_entropy,hrv_pct_5,scr_perm_entropy,bvp_skewness,scl_rms,scl_n_above_mean,scl_n_below_mean,hrv_skewness,scl_perm_entropy,bvp_n_sign_changes,scl_kurtosis,scr_skewness,scr_entropy,scr_svd_entropy,scl_mean,scl_sum,scr_kurtosis,scr_n_sign_changes,hrv_perm_entropy,scl_n_sign_changes,scr_energy,hrv_n_sign_changes,scl_peaks,bvp_entropy,hrv_peaks,scr_pct_5,scl_energy,scr_pct_95,hrv_kurtosis,scl_min,scl_entropy,scr_n_below_mean,scr_min,scr_iqr_5_95,scr_n_above_mean,scl_iqr,bvp_mean,bvp_sum,scl_skewness,scr_sum,scr_mean,scr_iqr,scl_iqr_5_95,scl_lineintegral,scr_max,scr_ptp,scr_peaks,hrv_pct_95,bvp_pct_95,bvp_iqr
0,0.16141188959660294 +/- 0.005415313527594037,0.05801486199575366 +/- 0.00836235766657127,0.13800424628450098 +/- 0.004950838138582173,-0.055095541401273915 +/- 0.005880950736502998,-0.03497876857749471 +/- 0.0067326126287574105,0.2088110403397027 +/- 0.009447983014861994,0.2088110403397027 +/- 0.009447983014861994,5.307855626324187e-05 +/- 0.0037715666504225995,0.024150743099787653 +/- 0.005282583146729117,0.025902335456475557 +/- 0.007621163947260114,-0.02818471337579619 +/- 0.0046239313534548,-0.026167728237791964 +/- 0.006531251105028052,0.020382165605095502 +/- 0.0028897362184323017,-0.03646496815286625 +/- 0.005217111788831855,-0.06544585987261148 +/- 0.004402961424074403,-0.020647558386411902 +/- 0.006454884951214287,-0.021231422505307906 +/- 0.004584463456834221,0.003343949044585981 +/- 0.005179172595914251,0.003343949044585981 +/- 0.005179172595914251,0.007112526539278097 +/- 0.0030138151946026283,-0.023460721868365196 +/- 0.005938159775349034,-0.01794055201698517 +/- 0.003668185253327171,0.00042462845010612373 +/- 0.006288409010454306,-0.011624203821656076 +/- 0.009508175585715317,-0.06114649681528663 +/- 0.004304274932635524,-0.05053078556263273 +/- 0.003462740218747363,-0.0224522292993631 +/- 0.005920341335805628,0.002123142250530774 +/- 0.007312522335156906,0.0005838641188959604 +/- 0.002517177431290728,-0.005891719745222945 +/- 0.0015282569054021228,-0.05222929936305733 +/- 0.005081145623683354,-0.011199575371549909 +/- 0.00681992321991976,0.025106157112526516 +/- 0.002633145807815801,0.006847133757961743 +/- 0.0021422968227824365,-0.004458598726114671 +/- 0.001665009250674964,0.016719745222929905 +/- 0.004610507401959446,0.031634819532908684 +/- 0.0023038783879204476,0.0483545647558386 +/- 0.008210722537465838,-0.02223991507431 +/- 0.0028131634819532915,0.038694267515923544 +/- 0.0100973495939412,0.005520169851380019 +/- 0.0010929543674083905,-0.0044055201698513955 +/- 0.00205640877152979,-0.03619957537154992 +/- 0.004224999732936824,-0.002494692144373678 +/- 0.0010628972608545959,-0.002494692144373678 +/- 0.0010628972608545959,-0.010350318471337605 +/- 0.0020036715592544442,-0.003927813163481985 +/- 0.0014083332443122789,-0.014702760084925715 +/- 0.0040147182796922845,0.001326963906581713 +/- 0.0013687682545889058,0.0026008492569001953 +/- 0.0008705530502577936,0.0007430997876857415 +/- 0.0010401230330289513,-0.006369426751592378 +/- 0.0014632748144469449,0.06990445859872609 +/- 0.003776045947310498,0.06990445859872609 +/- 0.003776045947310498,0.005095541401273851 +/- 0.0008291135537055879,0.0006369426751592133 +/- 0.0008492569002123237,0.0007430997876857526 +/- 0.0006797371801945681,0.002229299363057313 +/- 0.0008492569002123224,-0.004830148619957575 +/- 0.004255894115796421,0.0 +/- 0.0,0.0010084925690021062 +/- 0.0015282569054021209,0.0 +/- 0.0,-0.0004777070063694544 +/- 0.0010196057702918447,-0.0004777070063694544 +/- 0.001220806794055193,-0.0041401273885350535 +/- 0.0014594190111324465,0.029193205944798274 +/- 0.002758042687211587,-0.0012208067940552402 +/- 0.001036052085771931,-0.04835456475583867 +/- 0.004500423080940876,0.0025477707006369087 +/- 0.0011083127928779636,-0.0018577494692144758 +/- 0.0009568872811740962,-0.00031847133757965105 +/- 0.0014861995753715424,0.029352441613588076 +/- 0.0031851556663858942,-0.0018577494692144758 +/- 0.0009568872811740962,-0.00881104033970278 +/- 0.008036451006917257,-0.0021762208067940825 +/- 0.0018147899147854182,-0.0021762208067940825 +/- 0.0018147899147854182,0.0022823779193205662 +/- 0.0013438417092539547,-0.020647558386411913 +/- 0.003918117947762338,-0.020647558386411913 +/- 0.003918117947762338,0.033811040339702725 +/- 0.0026438236529537722,-0.012738853503184733 +/- 0.006135109671677238,0.02717622080679403 +/- 0.002236869161964486,0.025530785562632642 +/- 0.0033439490445859774,0.025318471337579584 +/- 0.0032895860790543834,0.004830148619957508 +/- 0.002257555235470997,0.06242038216560505 +/- 0.0059115311220067236,-0.0026539278131635035 +/- 0.007472586080839944,0.0034501061571125093 +/- 0.0024697218947201506
