,bvp_n_below_mean,bvp_peaks,scl_sum,scl_entropy,scl_svd_entropy,bvp_n_sign_changes,hrv_peaks,scl_iqr_5_95,hrv_min,bvp_skewness,bvp_iqr,scl_min,scr_skewness,bvp_kurtosis,hrv_pct_95,hrv_entropy,hrv_n_below_mean,bvp_max,bvp_n_above_mean,scl_kurtosis,hrv_iqr,hrv_n_above_mean,hrv_max,scr_mean,hrv_std,hrv_lineintegral,scr_iqr,hrv_kurtosis,scl_n_below_mean,hrv_skewness,scr_pct_95,hrv_pct_5,hrv_iqr_5_95,hrv_perm_entropy,hrv_n_sign_changes,bvp_energy,bvp_entropy,hrv_sum,hrv_energy,scr_perm_entropy,bvp_lineintegral,bvp_rms,bvp_mean,scl_lineintegral,scr_peaks,scl_n_above_mean,scr_energy,scr_ptp,scr_sum,scr_rms,scr_kurtosis,scr_pct_5,scr_iqr_5_95,scr_n_sign_changes,scr_n_below_mean,scr_entropy,scr_min,scl_perm_entropy,scl_n_sign_changes,scl_peaks,scl_energy,bvp_pct_5,scl_ptp,scl_iqr,scl_mean,scl_skewness,scr_std,scr_n_above_mean,scl_rms,hrv_ptp,scr_svd_entropy,hrv_rms,bvp_pct_95,scr_lineintegral,bvp_ptp,scl_max,hrv_mean,hrv_svd_entropy,bvp_sum,bvp_min,scr_max,bvp_iqr_5_95,bvp_svd_entropy,bvp_perm_entropy,scl_pct_95,scl_pct_5,scl_std,bvp_std
0,0.08075601374570449 +/- 0.003473049809685634,0.009621993127147732 +/- 0.0023255217049242944,0.0 +/- 0.0,-0.00181639666175748 +/- 0.0007931023280021332,0.04324987727049582 +/- 0.0048322394765745146,0.007511045655375526 +/- 0.0017570476355594715,0.0 +/- 0.0,0.002896416298478144 +/- 0.0015899985017870978,0.00014727540500736325 +/- 0.0003834192280759267,0.002356406480117812 +/- 0.0014363022914411136,0.0007363770250368162 +/- 0.0034029507757728636,0.002994599901816386 +/- 0.0017487985400644881,0.0 +/- 0.0,0.0014727540500736325 +/- 0.000905208095954134,0.014923907707412865 +/- 0.003106390185479935,-0.0026509572901325384 +/- 0.0006286818102535912,-0.0010800196367206638 +/- 0.00042797240486408035,0.0003436426116838476 +/- 0.0003834192280759267,-0.00407461953853705 +/- 0.003492425412240029,0.00589101620029453 +/- 0.0009314514462940701,0.0027000490918016595 +/- 0.0014438332027346774,0.0 +/- 0.0,0.008738340697103553 +/- 0.003592768672269401,0.0 +/- 0.0,-0.0002945508100147265 +/- 0.00039273441335296866,0.0 +/- 0.0,0.00014727540500736325 +/- 0.0002249668971505068,0.0015218458517427536 +/- 0.0004077871312183625,0.0002454590083456054 +/- 0.0002454590083456054,0.00014727540500736325 +/- 0.00022496689715050683,0.0 +/- 0.0,0.006480117820323983 +/- 0.001331827193544476,0.001178203240058906 +/- 0.0007668384561518533,0.005301914580265077 +/- 0.00107105666319447,0.0 +/- 0.0,-0.004614629356897382 +/- 0.000589101620029453,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0003436426116838476 +/- 0.00031434090512679554,0.0 +/- 0.0,0.0013254786450662692 +/- 0.0008795519326052456,0.0007363770250368162 +/- 0.0003293178170102771,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0018654884634266011 +/- 0.0011575676114434516,0.0 +/- 0.0,0.0015218458517427536 +/- 0.0013613573513855668,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0014236622484045114 +/- 0.0006749006914515205,-0.0016200294550809957 +/- 0.0006959964103464789,0.0 +/- 0.0,0.0 +/- 0.0,9.818360333824216e-05 +/- 0.00019636720667648433,0.0 +/- 0.0,9.818360333824216e-05 +/- 0.00019636720667648433,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.00019636720667648433 +/- 0.00032563817283803517,0.0 +/- 0.0,0.0172312223858616 +/- 0.0024491840320601805,0.0 +/- 0.0,0.0 +/- 0.0,0.00407461953853705 +/- 0.0012233613936550875,0.0037309769268532023 +/- 0.00044993379430101365,0.02940598919980364 +/- 0.002965486167999784,0.0 +/- 0.0,0.0002454590083456054 +/- 0.0015250097758477182,0.008001963672066736 +/- 0.002060101645395897,0.002405498281786933 +/- 0.0038682969107691387,0.004025527736867929 +/- 0.00107105666319447,-0.0026018654884634174 +/- 0.0014236622484045114,0.0 +/- 0.0,0.002503681885125175 +/- 0.0006381934216985741
