,bvp_peaks,bvp_n_above_mean,hrv_lineintegral,scl_entropy,hrv_std,scl_pct_5,hrv_mean,bvp_iqr,hrv_energy,scl_svd_entropy,hrv_iqr_5_95,hrv_iqr,hrv_max,hrv_perm_entropy,bvp_n_sign_changes,scr_max,scr_svd_entropy,bvp_kurtosis,scr_perm_entropy,hrv_pct_5,scl_perm_entropy,hrv_ptp,scr_n_above_mean,bvp_skewness,scr_pct_5,hrv_rms,scr_rms,bvp_rms,scl_skewness,bvp_energy,hrv_n_above_mean,scl_iqr,scr_n_below_mean,scl_kurtosis,scr_min,hrv_n_sign_changes,bvp_entropy,scl_peaks,scr_n_sign_changes,bvp_sum,scr_entropy,bvp_mean,scr_kurtosis,hrv_peaks,scr_skewness,hrv_sum,hrv_n_below_mean,hrv_skewness,hrv_entropy,scl_min,scl_n_below_mean,scl_n_above_mean,scl_mean,hrv_kurtosis,bvp_pct_5,bvp_perm_entropy,bvp_svd_entropy,scr_peaks,scl_std,bvp_iqr_5_95,scr_iqr,bvp_pct_95,scl_max,bvp_n_below_mean,scr_energy,bvp_lineintegral,hrv_min,hrv_svd_entropy,hrv_pct_95,scr_sum,scl_sum,scr_mean,scr_ptp,scr_iqr_5_95,scr_std,scr_lineintegral,scl_pct_95,scl_ptp,scr_pct_95,scl_n_sign_changes,bvp_std,scl_lineintegral,scl_iqr_5_95,bvp_max,bvp_min,scl_energy,scl_rms,bvp_ptp
0,-0.019082762256193965 +/- 0.003307198132073383,0.026199261992619925 +/- 0.0026987719000886178,0.0009488666315234818 +/- 0.0016636514325840137,-0.010911966262519756 +/- 0.0017961755442699866,0.002899314707432832 +/- 0.0019188481521561975,-0.003584607274644158 +/- 0.0018077415075890564,-0.00448075909330522 +/- 0.0015141177244433442,-0.011913547706905636 +/- 0.0013377519810700543,-0.005956773853452812 +/- 0.0014731880455964399,-0.004797047970479684 +/- 0.0028137071470917324,0.002055877701634201 +/- 0.0007977198708709308,-0.0010015814443858461 +/- 0.001300892217106283,-0.00511333684765416 +/- 0.0018115804193399579,0.0006325777543490063 +/- 0.0004595570841898501,0.0004744333157617575 +/- 0.0012124406958355328,0.009857670005271536 +/- 0.0019303988849341618,0.0050606220347918065 +/- 0.001437868391880425,-0.001265155508697935 +/- 0.0010057345296963034,0.0004744333157617797 +/- 0.0005987251814233243,-0.0023721665788086098 +/- 0.0017992670707302073,0.00036900369003693977 +/- 0.00041171585007415283,0.004217185028993176 +/- 0.0014144868597784712,0.0006325777543490063 +/- 0.0003162888771744754,-0.005535055350553475 +/- 0.0014193897752067697,0.0004744333157617353 +/- 0.0004973105499239129,0.0003162888771745087 +/- 0.002188775908489894,0.0024775962045335163 +/- 0.0011799172000843087,-0.013336847654190843 +/- 0.0010015814443858808,0.0010542962572483105 +/- 0.00047149561992616807,-0.020295202952029488 +/- 0.00118461808404026,0.0006852925672114152 +/- 0.0004744333157617328,0.00015814443858728212 +/- 0.002298390021780889,-5.271481286237556e-05 +/- 0.0005503588038434759,1.1102230246251566e-17 +/- 0.0002357478099630778,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0003690036900369176 +/- 0.0005297773126579447,0.0 +/- 0.0,0.00036900369003693977 +/- 0.00024156962018747125,0.00395361096468112 +/- 0.0014956521833538444,0.00010542962572483994 +/- 0.00021085925144967988,-0.00010542962572480663 +/- 0.0006584078016234341,0.0010015814443858906 +/- 0.0016577949597803127,0.0013705851344228193 +/- 0.0003496705103168688,0.00047443331576176864 +/- 0.00043788212245218354,0.0022667369530838368 +/- 0.0015468002900496745,-0.007749077490774891 +/- 0.0015997881819181207,5.271481286241997e-05 +/- 0.00015814443858725992,-5.2714812862397764e-05 +/- 0.00028387795504134823,0.008276225619399113 +/- 0.00216130732735898,-0.0009488666315234263 +/- 0.0005164975735968686,-0.017659462308908812 +/- 0.0010071150856374638,0.0016868740115972946 +/- 0.0020524957653064715,-0.003426462836056898 +/- 0.002407053253944311,0.0 +/- 0.0,0.000158144438587271 +/- 0.002495477148876049,-0.02013705851344224 +/- 0.0009946210998477906,0.006958355297838737 +/- 0.0013294169966176447,-0.016657880864522946 +/- 0.0011597258829731253,0.0019504480759093723 +/- 0.001270634769973,0.04206642066420668 +/- 0.0030538214776932616,0.007696362677912539 +/- 0.0013168156032468976,-0.018133895624670528 +/- 0.0014378683918804102,-0.014127569847127052 +/- 0.001696729250335382,0.0032683183974697274 +/- 0.0016127631566450597,0.00031628887717451983 +/- 0.001686874011597276,0.0030047443331576605 +/- 0.0018420037121408743,0.0062203479177649346 +/- 0.0019267967192933076,0.005587770163415951 +/- 0.0017984946873201995,0.0032683183974697274 +/- 0.0012651555086979525,-0.0001581444385872155 +/- 0.0015997881819181427,-0.0007907221929361885 +/- 0.0007907221929362181,0.006062203479177686 +/- 0.001184618084040272,0.0074327886136004604 +/- 0.002034136149876085,0.0011070110701107306 +/- 0.0027538129439344163,0.007643647865050118 +/- 0.0021509969175649134,-0.00010542962572480663 +/- 0.0011007176076869199,-0.014812862414338424 +/- 0.0013837010804856823,0.0023721665788086765 +/- 0.001654439096096512,-0.0032683183974696827 +/- 0.001350157983644247,0.005007907221929386 +/- 0.0012078481009372255,0.00021085925144967988 +/- 0.001358365706560353,0.0005798629414865864 +/- 0.0015359833720963076,0.010437532946758088 +/- 0.0012651555086979304,-0.0013705851344227415 +/- 0.001358365706560386
