,bvp_rms,hrv_rms,hrv_mean,hrv_sum,hrv_pct_95,scr_lineintegral,hrv_std,hrv_n_below_mean,hrv_pct_5,hrv_ptp,bvp_lineintegral,hrv_n_above_mean,scr_std,hrv_max,bvp_min,hrv_iqr_5_95,scl_iqr_5_95,bvp_n_above_mean,bvp_n_below_mean,bvp_std,scr_rms,hrv_energy,scl_svd_entropy,scl_min,hrv_lineintegral,scl_std,scl_lineintegral,bvp_pct_5,bvp_iqr_5_95,bvp_n_sign_changes,bvp_pct_95,bvp_ptp,hrv_entropy,scr_sum,scr_mean,hrv_iqr,scl_ptp,scl_pct_95,bvp_skewness,scl_entropy,scr_ptp,scr_max,scl_energy,bvp_perm_entropy,scl_n_sign_changes,scl_perm_entropy,hrv_skewness,scr_kurtosis,scr_svd_entropy,hrv_svd_entropy,hrv_peaks,scl_iqr,scr_energy,scr_iqr,scl_n_above_mean,scl_n_below_mean,scr_peaks,scr_n_below_mean,scr_n_above_mean,scr_n_sign_changes,scr_skewness,scl_rms,bvp_mean,bvp_sum,hrv_n_sign_changes,bvp_entropy,scr_min,scr_pct_5,scr_iqr_5_95,scr_pct_95,scl_peaks,scl_kurtosis,scr_perm_entropy,hrv_kurtosis,bvp_kurtosis,bvp_max,scr_entropy,hrv_perm_entropy,scl_max,hrv_min,scl_sum,scl_mean,scl_skewness,bvp_peaks,scl_pct_5,bvp_iqr,bvp_svd_entropy,bvp_energy
0,0.2560222359481162 +/- 0.005950139384208671,0.2789993823347746 +/- 0.0043240977450740275,0.02550957381099448 +/- 0.004899062655862481,0.02550957381099448 +/- 0.004899062655862481,0.17924644842495369 +/- 0.005439663707548857,0.017109326744904285 +/- 0.005519729614020718,0.002655960469425578 +/- 0.004877600252600283,0.08137739345274862 +/- 0.007642905240385536,0.1779493514515133 +/- 0.006439437696474046,0.006084002470660932 +/- 0.006127117619191902,-0.017078443483631855 +/- 0.003726651286920668,0.07106238418777025 +/- 0.004897602297927438,0.012198888202594215 +/- 0.003996370380742973,-0.020321185917232865 +/- 0.0037591412117857744,0.04345274861025328 +/- 0.004925952781959574,0.05256331068560842 +/- 0.003776859974357102,0.02526250772081533 +/- 0.0028766228590969825,0.023100679431748018 +/- 0.0031031146848870903,0.023100679431748018 +/- 0.0031031146848870903,0.11528721432983327 +/- 0.005731404125645278,0.025509573810994467 +/- 0.0025248836857282102,-0.0556825200741198 +/- 0.0037419758034393765,0.0027794935145151523 +/- 0.003950161076051759,-0.0030265596046942455 +/- 0.0028230747083450233,-0.00877084620135885 +/- 0.004127741679210297,0.010098826436071684 +/- 0.002903847806773701,0.021402100061766526 +/- 0.002470853914634907,0.03844966028412602 +/- 0.003612813611302737,0.028875849289685007 +/- 0.0020168921392533247,0.04651019147621989 +/- 0.0031742223984013826,0.01612106238418779 +/- 0.0019716973069193837,0.014978381717109334 +/- 0.003698907167761117,0.006207535515750484 +/- 0.0010284636074951803,-0.007319332921556498 +/- 0.0017850952460306945,-0.007319332921556498 +/- 0.0017850952460306945,0.011642989499691192 +/- 0.002121974476380712,0.01151945645460164 +/- 0.004155032640214244,-0.0017294626312538309 +/- 0.0014030656814824803,-0.002347127856701647 +/- 0.0049609708158011075,0.008462013588634987 +/- 0.0035888422597489694,0.023563928350833863 +/- 0.002584063575757726,0.02418159357628167 +/- 0.0025205358125683468,0.00037059913526871213 +/- 0.0006448614273570414,0.015071031500926525 +/- 0.005158151845858676,-0.00466337245213092 +/- 0.0016771061127097673,-0.008307597282272972 +/- 0.00163681284743669,0.0014515132798023523 +/- 0.0020673339062606028,0.0008338480543545468 +/- 0.0013322825577592788,0.0045398394070414235 +/- 0.0029071304754758774,0.005188387893761604 +/- 0.0013588634959851686,0.003551575046324906 +/- 0.0022065868657067714,-0.0021618282890673245 +/- 0.0007934053476630576,0.005188387893761604 +/- 0.0011117974058060635,0.010006176652254483 +/- 0.0009077787805249496,-0.0006485484867201907 +/- 0.00037697824631667933,-0.0006485484867201907 +/- 0.00037697824631667933,-0.0004014823965410419 +/- 0.001317886861850027,-9.264978381713362e-05 +/- 0.0004591126852167578,-9.264978381713362e-05 +/- 0.0004591126852167578,0.0004941321803582533 +/- 0.0015205106392947758,0.0011117974058060698 +/- 0.0007714636193203597,-0.0033353922174181538 +/- 0.0010130462919615178,-0.0002779493514514897 +/- 0.0006245753062432601,-0.0002779493514514897 +/- 0.0006245753062432601,0.0 +/- 0.0,0.0 +/- 0.0,-0.00046324891908584577 +/- 0.00020717121471587003,-0.002038295243977739 +/- 0.0008194255195442322,-0.003983940704138334 +/- 0.0017275313490978461,-0.0047560222359481095 +/- 0.0016236490955027676,2.2204460492503132e-17 +/- 0.00019532289438964958,0.0013897467572575705 +/- 0.0016985793699814716,0.00033971587399632685 +/- 0.0012616861158626102,-0.004323656578134627 +/- 0.0017083776017219655,0.009079678814082781 +/- 0.00174264805184261,-0.0008956145768992951 +/- 0.001458069380372199,-0.0016676961087090602 +/- 0.0019246987586019459,-0.0002779493514514786 +/- 0.00016631145173361182,-0.0005558987029030127 +/- 0.0009346970939111612,-0.033106856084002455 +/- 0.002466024061479567,-0.00033971587399624916 +/- 9.264978381718915e-05,-0.00033971587399624916 +/- 9.264978381718915e-05,-0.004076590487955512 +/- 0.0019619987861974933,-0.013187152563310666 +/- 0.0033691076140381416,0.006794317479925882 +/- 0.001622473815511271,-0.007597282273008021 +/- 0.0015819948702737066,0.0016368128474367083 +/- 0.0034941786386941463,-0.014021000617665202 +/- 0.003315314861104308
