,bvp_peaks,bvp_n_above_mean,bvp_perm_entropy,bvp_n_below_mean,bvp_skewness,bvp_lineintegral,bvp_pct_5,bvp_pct_95,bvp_iqr,bvp_max,bvp_kurtosis,bvp_rms,bvp_ptp,bvp_entropy,bvp_iqr_5_95,bvp_sum,bvp_mean,bvp_std,bvp_min,bvp_n_sign_changes,bvp_energy,bvp_svd_entropy
0,0.012338156892612384 +/- 0.003346774187771482,0.023762376237623794 +/- 0.003696774135418598,0.00746382330540748 +/- 0.0036414419155771476,0.017631378522467666 +/- 0.003758435053213003,0.006702208682406741 +/- 0.0029605166375592995,-0.00586443259710584 +/- 0.0015902980211592807,-0.001561309977151526 +/- 0.0020038571389067793,-0.0036557501904036062 +/- 0.0020732151696597314,-0.008263518659558234 +/- 0.0026109611144587807,0.005978674790555994 +/- 0.0017034477719988542,-0.02376237623762374 +/- 0.002433594106423523,-0.010357958872810324 +/- 0.002212618285808682,-0.007044935262757035 +/- 0.0025043690856751503,0.0 +/- 0.0,-0.0023229246001522873 +/- 0.0023747847414575607,0.001599390708301618 +/- 0.000913937547600908,0.00019040365575022643 +/- 0.0007471979006225784,0.0012185833968012649 +/- 0.001887206655500975,-0.00030464584920026906 +/- 0.0023338238303190623,-0.0078065498857577634 +/- 0.0019584753801407243,-0.0014470677837014057 +/- 0.0016405681057530895,-0.028674790555978647 +/- 0.004094519830673338
