,bvp_peaks,bvp_n_above_mean,bvp_perm_entropy,bvp_n_below_mean,bvp_skewness,bvp_lineintegral,bvp_pct_5,bvp_pct_95,bvp_iqr,bvp_max,bvp_kurtosis,bvp_rms,bvp_ptp,bvp_entropy,bvp_iqr_5_95,bvp_sum,bvp_mean,bvp_std,bvp_min,bvp_n_sign_changes,bvp_energy,bvp_svd_entropy
0,0.022473200612557455 +/- 0.0045268483441102455,0.04284073506891275 +/- 0.006671785469750992,-0.0005359877488514298 +/- 0.0027351563705194136,0.02293261868300155 +/- 0.00520011852876386,0.014433384379785618 +/- 0.0016867067972366418,-0.00022970903522202547 +/- 0.0016260919281466453,-0.0011868300153139 +/- 0.001263399693721297,0.0006891271056661874 +/- 0.0015101901166398098,-0.0019525267993874107 +/- 0.0016102404934772445,0.0029096477794793517 +/- 0.0012370210123586278,0.002029096477794823 +/- 0.0021524797544977886,-0.007580398162327684 +/- 0.0018582941959435868,0.004823889739663112 +/- 0.002642486053099136,0.0 +/- 0.0,0.012595712098009216 +/- 0.0020218600193737907,0.00022970903522206987 +/- 0.0003904302843486246,0.00034456355283308816 +/- 0.0007354277454938113,-0.006087289433384347 +/- 0.0016639597099617671,0.0021056661562021683 +/- 0.0020276512521999043,-0.011676875957120946 +/- 0.0019237893608577358,-0.006087289433384335 +/- 0.0016988290759826804,0.023583460949464043 +/- 0.002012777860351444
