,bvp_rms,bvp_std,bvp_pct_95,bvp_iqr_5_95,bvp_perm_entropy,bvp_svd_entropy,bvp_energy,bvp_n_above_mean,bvp_n_below_mean,bvp_min,bvp_lineintegral,bvp_peaks,bvp_skewness,bvp_kurtosis,bvp_entropy,bvp_iqr,bvp_sum,bvp_mean,bvp_ptp,bvp_n_sign_changes,bvp_pct_5,bvp_max
0,0.2789154342055367 +/- 0.00897275297371369,0.3083048919226394 +/- 0.009165805696780244,0.043686006825938616 +/- 0.005126611942698869,0.006939704209328823 +/- 0.004143909091766397,-0.00022753128555171864 +/- 0.0034431731400276487,0.05942358740993557 +/- 0.004157767199478234,0.0958285930982177 +/- 0.004303924659024777,0.025445582100872242 +/- 0.003299203640500579,0.025445582100872242 +/- 0.003299203640500579,0.03147516116799398 +/- 0.003688378131448728,-0.0017444065225634686 +/- 0.002411545406990467,0.013538111490329973 +/- 0.0033536753067084403,0.03655669321198337 +/- 0.0026985888319540846,-0.0008342813803564386 +/- 0.0016337246286338937,0.0 +/- 0.0,0.04721274175199095 +/- 0.00410975924190865,0.0005688282138794464 +/- 0.0008688994491762968,0.0005688282138794464 +/- 0.0008688994491762968,0.02404247250663638 +/- 0.002458788786871062,0.003450891164201797 +/- 0.0023342758280640633,-0.0042851725445581575 +/- 0.0030339874765217345,0.013348502085703507 +/- 0.002951092371383201
