,bvp_n_below_mean,bvp_peaks,bvp_perm_entropy,bvp_min,bvp_skewness,bvp_pct_5,bvp_rms,bvp_n_sign_changes,bvp_pct_95,bvp_iqr_5_95,bvp_kurtosis,bvp_svd_entropy,bvp_std,bvp_n_above_mean,bvp_mean,bvp_energy,bvp_ptp,bvp_entropy,bvp_sum,bvp_iqr,bvp_max,bvp_lineintegral
0,0.1471662228984405 +/- 0.00950543853874119,0.09011030810193994 +/- 0.005124314357316755,0.08322556104982885 +/- 0.00459543196973419,0.05188284518828455 +/- 0.0043375839604863865,0.03948269303917842 +/- 0.0033885214836546374,0.02179535945226325 +/- 0.0025462256327393935,0.01802966907569421 +/- 0.001933551164266063,0.01338912133891217 +/- 0.0015664709229345256,0.010498288322556138 +/- 0.003303773412036283,0.007265119817421106 +/- 0.0011962103608608764,0.0068467097755801065 +/- 0.0017264063473427305,0.005629516926588096 +/- 0.004159128773780655,0.004906808672499108 +/- 0.0011840534360040482,0.004146063141879086 +/- 0.001563234886879786,0.0012932674020540102 +/- 0.0003879056305510158,0.0005705591479650219 +/- 0.0013740883886031688,0.000494484594903033 +/- 0.0025119006437579515,0.0 +/- 0.0,-0.0003423354887789998 +/- 0.0007306722218447449,-0.0020540129326739875 +/- 0.004115063776735935,-0.0039178394826930195 +/- 0.003982304850588875,-0.00680867249904904 +/- 0.0027767211867630475
