,bvp_rms,bvp_std,bvp_pct_95,bvp_iqr_5_95,bvp_perm_entropy,bvp_svd_entropy,bvp_energy,bvp_n_above_mean,bvp_n_below_mean,bvp_min,bvp_lineintegral,bvp_peaks,bvp_skewness,bvp_kurtosis,bvp_entropy,bvp_iqr,bvp_sum,bvp_mean,bvp_ptp,bvp_n_sign_changes,bvp_pct_5,bvp_max
0,0.2650526315789473 +/- 0.008489778040610034,0.23414035087719295 +/- 0.008030489759291432,0.06298245614035086 +/- 0.010149088689687764,-0.035824561403508794 +/- 0.006182711028857734,0.012350877192982446 +/- 0.0031687921136493023,0.048982456140350863 +/- 0.0032051051920474914,0.06687719298245612 +/- 0.006041204570477452,0.029298245614035066 +/- 0.003727399320445777,0.029298245614035066 +/- 0.003727399320445777,-0.037649122807017564 +/- 0.003775966831891297,-0.04968421052631579 +/- 0.004739310597867523,-0.004631578947368431 +/- 0.005103544655600478,0.02582456140350875 +/- 0.0043036485912875885,-0.00038596491228071184 +/- 0.0005964912280701768,0.0 +/- 0.0,0.034736842105263135 +/- 0.005016439579133049,0.0047368421052631175 +/- 0.00174206197716581,0.0047368421052631175 +/- 0.00174206197716581,-0.03375438596491228 +/- 0.00463848501604513,-0.013157894736842124 +/- 0.001992599419579042,-0.04108771929824563 +/- 0.004456140350877173,-0.01519298245614038 +/- 0.003083130561573849
