,bvp_n_below_mean,bvp_peaks,bvp_perm_entropy,bvp_min,bvp_skewness,bvp_pct_5,bvp_rms,bvp_n_sign_changes,bvp_pct_95,bvp_iqr_5_95,bvp_kurtosis,bvp_svd_entropy,bvp_std,bvp_n_above_mean,bvp_mean,bvp_energy,bvp_ptp,bvp_entropy,bvp_sum,bvp_iqr,bvp_max,bvp_lineintegral
0,0.011184451778511207 +/- 0.003276818012763496,0.06252291895856255 +/- 0.005702796940296778,0.010047671433810069 +/- 0.005821696992289298,0.05544554455445546 +/- 0.004105767510752734,-0.028859552621928818 +/- 0.0042766162553253976,-0.013604693802713608 +/- 0.003394532206209825,0.0008800880088008945 +/- 0.00044004400440042865,-0.015731573157315725 +/- 0.0025323779494858182,-0.0138247158049138 +/- 0.001332803949056571,-0.0033003300330032735 +/- 0.0010109313349534607,0.012687935460212707 +/- 0.003678749161418258,7.334066740007916e-05 +/- 0.0034548047563810456,0.0039603960396039865 +/- 0.0010345974315853221,0.10806747341400809 +/- 0.006969389626818685,0.000990099009901013 +/- 0.0006147068065361072,0.01928859552621931 +/- 0.0011848547430438918,0.018958562522918988 +/- 0.002354052635966857,0.0 +/- 0.0,0.0005500550055005715 +/- 0.00047103896511423567,0.03153648698203158 +/- 0.0022245325835134667,0.0374770810414375 +/- 0.002168206160483256,0.009607627429409649 +/- 0.004053025853948845
