,bvp_n_below_mean,bvp_peaks,bvp_perm_entropy,bvp_min,bvp_skewness,bvp_pct_5,bvp_rms,bvp_n_sign_changes,bvp_pct_95,bvp_iqr_5_95,bvp_kurtosis,bvp_svd_entropy,bvp_std,bvp_n_above_mean,bvp_mean,bvp_energy,bvp_ptp,bvp_entropy,bvp_sum,bvp_iqr,bvp_max,bvp_lineintegral
0,0.09550877192982461 +/- 0.006642245204779671,0.02568421052631583 +/- 0.004039814165508571,-0.008982456140350837 +/- 0.005244880544857493,0.023649122807017586 +/- 0.005393017840516721,0.021473684210526346 +/- 0.0045984996281840974,-0.017824561403508733 +/- 0.0036220316913863596,0.0037192982456140666 +/- 0.0012474658831320192,-0.0006315789473683719 +/- 0.004061090890169903,0.01764912280701758 +/- 0.0029939921375427138,0.00010526315789478602 +/- 0.0013773885211502126,0.0014736842105263492 +/- 0.001787752870576413,0.008035087719298284 +/- 0.0033488098702281694,0.025333333333333374 +/- 0.0029179821594795606,0.004947368421052667 +/- 0.0013170753950262112,-0.0003157894736841915 +/- 0.000366326544172278,0.02038596491228075 +/- 0.002835165883932051,0.006175438596491278 +/- 0.0013964735959391382,0.0 +/- 0.0,0.00021052631578950544 +/- 0.000321584259295171,-0.028280701754385927 +/- 0.007170611338962237,-0.02677192982456137 +/- 0.0033177846035094914,-0.01147368421052627 +/- 0.003272952664544976
