,bvp_peaks,bvp_n_above_mean,bvp_perm_entropy,bvp_n_below_mean,bvp_skewness,bvp_lineintegral,bvp_pct_5,bvp_pct_95,bvp_iqr,bvp_max,bvp_kurtosis,bvp_rms,bvp_ptp,bvp_entropy,bvp_iqr_5_95,bvp_sum,bvp_mean,bvp_std,bvp_min,bvp_n_sign_changes,bvp_energy,bvp_svd_entropy
0,0.06983673469387758 +/- 0.005151434376457081,0.015020408163265341 +/- 0.004808017738000721,0.029183673469387782 +/- 0.0030118466635711597,0.021755102040816356 +/- 0.0034443272571085264,-8.163265306121437e-05 +/- 0.0010454080387645342,0.0033061224489796316 +/- 0.0021244103966813485,-0.004122448979591786 +/- 0.0022389531676575577,0.0007346938775510403 +/- 0.0021505207954807424,-0.005142857142857093 +/- 0.002074818779941059,-0.018448979591836702 +/- 0.0028849954362566953,-0.004163265306122388 +/- 0.0016809192066917754,-0.00016326530612242873 +/- 0.001799625117146813,-0.014244897959183645 +/- 0.0027710047465295765,0.0 +/- 0.0,0.001959183673469411 +/- 0.001832648515970932,-0.0008979591836734801 +/- 0.0005714285714285783,-0.00032653061224490186 +/- 0.0005998750390489488,-0.001918367346938732 +/- 0.001751301057381605,0.0004897959183673639 +/- 0.0018326485159709067,-0.012326530612244846 +/- 0.0017866178472031998,-0.004163265306122388 +/- 0.001122263435499403,-0.009795918367346923 +/- 0.0014488358652488685
