,bvp_rms,bvp_std,bvp_pct_95,bvp_iqr_5_95,bvp_perm_entropy,bvp_svd_entropy,bvp_energy,bvp_n_above_mean,bvp_n_below_mean,bvp_min,bvp_lineintegral,bvp_peaks,bvp_skewness,bvp_kurtosis,bvp_entropy,bvp_iqr,bvp_sum,bvp_mean,bvp_ptp,bvp_n_sign_changes,bvp_pct_5,bvp_max
0,0.30228484386900223 +/- 0.009118407019927225,0.10373191165270368 +/- 0.008998985197807325,0.0995430312261995 +/- 0.007845370013734696,0.06348057882711343 +/- 0.005182478321694242,0.05453160700685448 +/- 0.002978098217215094,-0.03758568164508765 +/- 0.004298402064021543,-0.02083015993907087 +/- 0.0032404442345018705,0.022658035034272626 +/- 0.0032233938695825615,0.022658035034272626 +/- 0.0032233938695825615,0.041317593297791264 +/- 0.003708719142167584,0.03800456968773795 +/- 0.005002364622596517,-0.0033511043412033704 +/- 0.0028740231933150413,-0.0050266565118050836 +/- 0.003203311629065214,0.00030464584920029123 +/- 0.00022848438690021845,0.0 +/- 0.0,-0.02170601675552174 +/- 0.0027248353115001383,-0.00022848438690028505 +/- 0.0012185833968012113,-0.00022848438690028505 +/- 0.0012185833968012113,0.027989337395277935 +/- 0.0021219545644714367,0.07330540746382327 +/- 0.0024279266000449603,0.0038461538461538104 +/- 0.00105601101476483,0.008530083777608489 +/- 0.0020732151696597457
