,bvp_rms,bvp_std,bvp_pct_95,bvp_iqr_5_95,bvp_perm_entropy,bvp_svd_entropy,bvp_energy,bvp_n_above_mean,bvp_n_below_mean,bvp_min,bvp_lineintegral,bvp_peaks,bvp_skewness,bvp_kurtosis,bvp_entropy,bvp_iqr,bvp_sum,bvp_mean,bvp_ptp,bvp_n_sign_changes,bvp_pct_5,bvp_max
0,0.34265601217656017 +/- 0.007518952698391135,0.2570015220700152 +/- 0.0068939859041967965,0.05833333333333331 +/- 0.008373200993029722,0.002397260273972579 +/- 0.005144872462953271,0.021613394216133907 +/- 0.004267228544558953,-0.007496194824961966 +/- 0.002972180302158069,0.03261035007610347 +/- 0.00303007595915044,0.026293759512937553 +/- 0.0036117105067480348,0.026331811263318072 +/- 0.0035768645357686477,-0.019710806697108074 +/- 0.0037815093603667544,0.06495433789954336 +/- 0.005788495503684689,-0.010007610350076124 +/- 0.0032335033230847542,0.016818873668188704 +/- 0.0026297035834354785,0.0011035007610349812 +/- 0.0006004464930768209,0.0 +/- 0.0,0.07469558599695586 +/- 0.005437673682107102,0.00026636225266359894 +/- 0.0011796042617960502,0.00022831050228308002 +/- 0.001193636768748723,-0.01811263318112636 +/- 0.004056395120619929,0.05787671232876711 +/- 0.0034434206110780016,-0.003995433789954361 +/- 0.0008027025536426611,-0.013888888888888918 +/- 0.0032744410073311694
