,bvp_n_below_mean,bvp_peaks,bvp_perm_entropy,bvp_min,bvp_skewness,bvp_pct_5,bvp_rms,bvp_n_sign_changes,bvp_pct_95,bvp_iqr_5_95,bvp_kurtosis,bvp_svd_entropy,bvp_std,bvp_n_above_mean,bvp_mean,bvp_energy,bvp_ptp,bvp_entropy,bvp_sum,bvp_iqr,bvp_max,bvp_lineintegral
0,0.05533130236100534 +/- 0.005240910343680539,0.016527037319116554 +/- 0.0038617691802246023,-0.01667936024371667 +/- 0.003332009574139744,0.02985529322162985 +/- 0.0025613361341660593,0.030616907844630625 +/- 0.004091508307254608,0.0017517136329017746 +/- 0.0011193403241964014,0.0 +/- 0.0,-0.0162223914699162 +/- 0.0036414419155771285,0.0012566641279512791 +/- 0.0006383493760182977,0.0 +/- 0.0,0.006283320639756285 +/- 0.0025216805988032324,0.0016374714394516653 +/- 0.0038006401181778253,3.8080731150036404e-05 +/- 0.00011424219345010921,0.09603960396039607 +/- 0.0057116019068553315,-0.00015232292460014562 +/- 0.0004240490756153676,0.003503427265803516 +/- 0.0014924537655952364,-0.011728865194211712 +/- 0.002340029169190723,0.0 +/- 0.0,0.0009139375476009293 +/- 0.0004569687738004831,0.0033891850723534065 +/- 0.0022103232080626744,0.023419649657273434 +/- 0.004336022616523926,-0.028789032749428768 +/- 0.0033726717175147753
