,bvp_peaks,bvp_n_below_mean,bvp_perm_entropy,bvp_n_above_mean,hrv_lineintegral,bvp_min,bvp_pct_5,scr_rms,scr_lineintegral,bvp_energy,hrv_svd_entropy,hrv_iqr_5_95,bvp_iqr_5_95,scr_iqr_5_95,scr_skewness,scr_perm_entropy,hrv_perm_entropy,bvp_n_sign_changes,hrv_entropy,scl_min,scr_svd_entropy,bvp_lineintegral,scr_sum,hrv_kurtosis,scl_pct_5,scr_kurtosis,hrv_n_below_mean,hrv_n_above_mean,bvp_mean,scr_n_sign_changes,scr_min,bvp_entropy,scl_peaks,hrv_n_sign_changes,scr_peaks,scl_n_below_mean,bvp_sum,scl_perm_entropy,scl_kurtosis,scl_skewness,bvp_max,hrv_std,scl_n_sign_changes,bvp_svd_entropy,bvp_ptp,scr_n_below_mean,hrv_iqr,hrv_skewness,bvp_kurtosis,scr_pct_5,scr_entropy,hrv_ptp,bvp_pct_95,bvp_skewness,scl_n_above_mean,bvp_std,bvp_rms,scl_svd_entropy,hrv_peaks,scr_n_above_mean,scr_energy,scr_iqr,scr_pct_95,scl_max,scr_mean,scl_iqr_5_95,hrv_energy,scr_max,hrv_min,scr_ptp,scl_entropy,scl_ptp,hrv_rms,scl_iqr,scl_std,scl_pct_95,hrv_sum,scl_lineintegral,hrv_mean,hrv_pct_95,bvp_iqr,hrv_pct_5,hrv_max,scr_std,scl_energy,scl_sum,scl_mean,scl_rms
0,-0.007874015748031472 +/- 0.001173788964566825,-0.004199475065616765 +/- 0.0020160487527214263,-0.0013123359580051951 +/- 0.0018559233102008982,-0.005511811023622015 +/- 0.0017897876242763755,0.0013779527559055315 +/- 0.0006190276333370362,0.0022965879265092306 +/- 0.0007336181028542686,-0.004986876640419924 +/- 0.001351132564433995,-0.00019685039370077596 +/- 0.0003006939432385547,-0.00045931758530181054 +/- 0.0003006939432385547,-0.0010498687664041496 +/- 0.0005249343832020887,-0.0011154855643044192 +/- 0.0005905511811023599,-0.0002624671916010346 +/- 0.0003214553468219207,-0.0007217847769028452 +/- 0.00045931758530181054,-6.561679790025864e-05 +/- 0.00019685039370077593,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0017060367454067803 +/- 0.0006013878864771578,-0.0002624671916010346 +/- 0.0003214553468219207,-0.003871391076115449 +/- 0.0009929623327048324,-0.0005249343832020692 +/- 0.0004910311531199112,-0.0009186351706036211 +/- 0.0005249343832020693,-0.0010498687664041496 +/- 0.0006013878864771263,0.0 +/- 0.0,-0.0013123359580052064 +/- 0.0007187960072246262,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0005905511811023278 +/- 0.00019685039370077593,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,6.561679790030306e-05 +/- 0.0005450540592466092,6.561679790030306e-05 +/- 0.0006190276333370539,0.0005905511811024278 +/- 0.00019685039370080925,0.0003937007874015963 +/- 0.0008900695515912367,0.0002624671916010901 +/- 0.0007874015748031499,0.0 +/- 0.0,0.00013123359580053952 +/- 0.00026246719160107903,-0.0001312335958005173 +/- 0.00026246719160103463,-0.00019685039370076485 +/- 0.00042015250901790153,0.0 +/- 0.0,0.0 +/- 0.0,-0.00045931758530181054 +/- 0.0005905511811023278,-0.00045931758530181054 +/- 0.0003006939432385547,-0.0006561679790025865 +/- 0.0009279616551004414,0.0 +/- 0.0,0.0 +/- 0.0,0.00013123359580053952 +/- 0.00026246719160107903,-0.0003937007874015408 +/- 0.0006013878864771288,0.0 +/- 0.0,0.00013123359580053952 +/- 0.00026246719160107903,-0.00045931758530181054 +/- 0.0003006939432385547,-0.0008530183727033624 +/- 0.0005124835745345276,0.0 +/- 0.0,0.00013123359580053952 +/- 0.00026246719160107903,-0.0007874015748031038 +/- 0.00026246719160103463,0.0 +/- 0.0,0.0017716535433071167 +/- 0.0006594406575538546,0.0 +/- 0.0,0.00045931758530186605 +/- 0.0005124835745345772,-6.561679790025864e-05 +/- 0.00019685039370077593,-0.0015091863517059934 +/- 0.0010186466336128519,0.00039370078740160743 +/- 0.0004352525971595262,-0.0012467191601049587 +/- 0.0006190276333370632,-0.00045931758530181054 +/- 0.0005124835745345276,-0.0001312335958005062 +/- 0.0003937007874015741,0.0005249343832021581 +/- 0.00026246719160107903,6.561679790026976e-05 +/- 0.00019685039370080925,-0.0006561679790025754 +/- 0.0007187960072246058,-6.561679790022535e-05 +/- 0.0008009550928959047,-0.0002624671916010124 +/- 0.0006691626658258163,-0.0011811023622046667 +/- 0.0009643660404658164,0.001509186351706071 +/- 0.0005124835745345518,-0.00032808398950128214 +/- 0.0005290195372899209,-0.0003937007874015519 +/- 0.0003214553468219207,-0.0001312335958004951 +/- 0.0004910311531199469,0.0 +/- 0.0,-0.00045931758530181054 +/- 0.0005905511811023278,6.561679790029196e-05 +/- 0.00045931758530185336
