,bvp_n_below_mean,bvp_n_above_mean,bvp_peaks,scl_entropy,scl_pct_5,bvp_svd_entropy,bvp_perm_entropy,bvp_skewness,hrv_kurtosis,hrv_peaks,scl_rms,hrv_lineintegral,hrv_std,hrv_perm_entropy,bvp_min,bvp_max,bvp_iqr,hrv_entropy,scr_min,hrv_min,hrv_skewness,hrv_svd_entropy,scl_energy,scl_kurtosis,scl_sum,bvp_kurtosis,scl_skewness,scl_n_below_mean,scr_max,bvp_mean,hrv_n_below_mean,hrv_ptp,hrv_n_above_mean,hrv_rms,hrv_n_sign_changes,hrv_pct_5,hrv_iqr,hrv_iqr_5_95,hrv_energy,scr_perm_entropy,scl_ptp,scl_lineintegral,scl_iqr,hrv_mean,hrv_sum,scr_ptp,scr_entropy,scr_pct_95,scr_lineintegral,scr_rms,scr_pct_5,scr_iqr_5_95,scr_iqr,scr_n_sign_changes,scr_n_below_mean,scr_n_above_mean,bvp_std,bvp_iqr_5_95,bvp_pct_95,scl_n_above_mean,scl_iqr_5_95,scl_perm_entropy,scl_pct_95,scl_n_sign_changes,scr_std,scr_mean,scr_peaks,scr_kurtosis,scr_skewness,scr_energy,scr_sum,scl_peaks,bvp_ptp,bvp_sum,bvp_rms,bvp_pct_5,scl_std,scl_mean,scl_max,bvp_entropy,bvp_lineintegral,bvp_n_sign_changes,scl_svd_entropy,hrv_pct_95,hrv_max,scr_svd_entropy,scl_min,bvp_energy
0,0.0 +/- 0.0,-0.04359550561797752 +/- 0.006528466987116368,-0.012808988764044914 +/- 0.003595505617977533,0.0011235955056179913 +/- 0.0008332807288871731,0.04353932584269663 +/- 0.004160718305906865,0.03460674157303373 +/- 0.00427999931567213,0.010337078651685405 +/- 0.0023326448867445958,-0.01264044943820224 +/- 0.000721642279700299,0.0 +/- 0.0,0.004831460674157328 +/- 0.001744289291714617,-0.0043820224719101075 +/- 0.0035690741964648246,-0.004943820224719087 +/- 0.0007865168539325855,0.0 +/- 0.0,-0.005056179775280878 +/- 0.0031178509944969693,-0.001292134831460634 +/- 0.0007558215756783221,0.00011235955056181357 +/- 0.0016627695041515418,0.0 +/- 0.0,0.0028651685393258574 +/- 0.00134009667886254,0.0 +/- 0.0,0.0 +/- 0.0,0.0008988764044943753 +/- 0.0007194521615093165,0.0 +/- 0.0,-0.004269662921348294 +/- 0.002765962612380019,0.00011235955056179136 +/- 0.00022471910112358272,0.007471910112359581 +/- 0.0018809740497509268,0.001404494382022492 +/- 0.001012795302096658,5.617977528089568e-05 +/- 0.00016853932584268705,0.0 +/- 0.0,0.0 +/- 0.0,0.0030898876404494846 +/- 0.0002808988764044784,-0.000955056179775271 +/- 0.0007558215756783066,0.003146067415730347 +/- 0.0012860138362089325,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.002359550561797763 +/- 0.0010297922910013167,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0008426966292134463 +/- 0.00045293582855609327,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.00016853932584268705 +/- 0.00025744807275031344,0.005449438202247192 +/- 0.001979091567843636,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.000617977528089908 +/- 0.000987550327598128,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0011797752808988648 +/- 0.0007303370786516908,0.004550561797752828 +/- 0.002196765707417642,0.0 +/- 0.0,0.0011797752808988982 +/- 0.0005299989400031875,0.0 +/- 0.0,0.0 +/- 0.0,0.00011235955056179136 +/- 0.00022471910112358272,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.006123595505618007 +/- 0.002322474899842056,0.0034269662921348476 +/- 0.0010190088284953319,0.0 +/- 0.0,-0.0091011235955056 +/- 0.0022861786459972824,0.0 +/- 0.0,0.0 +/- 0.0,0.0028651685393258574 +/- 0.0010190088284953457,0.0 +/- 0.0,0.0007865168539325951 +/- 0.0012101493948617002,0.01758426966292136 +/- 0.0023708930164055156,0.02084269662921352 +/- 0.0030508256140192223,0.0070786516853932665 +/- 0.0007620595486657565,0.0 +/- 0.0,0.0 +/- 0.0,0.066685393258427 +/- 0.004278893039175199,-0.006741573033707838 +/- 0.0007106241932962598
