,bvp_rms,hrv_rms,hrv_mean,hrv_sum,bvp_std,hrv_energy,hrv_min,bvp_lineintegral,hrv_max,scl_svd_entropy,scl_pct_95,hrv_lineintegral,hrv_pct_5,hrv_n_above_mean,hrv_pct_95,scr_std,scr_lineintegral,bvp_energy,scl_pct_5,scr_sum,scr_mean,hrv_std,bvp_pct_95,bvp_peaks,scl_rms,bvp_max,hrv_svd_entropy,bvp_n_below_mean,bvp_n_above_mean,hrv_entropy,bvp_iqr,scr_perm_entropy,scl_energy,bvp_kurtosis,scr_svd_entropy,hrv_iqr_5_95,scl_ptp,bvp_iqr_5_95,scl_mean,scl_sum,scl_std,scl_skewness,bvp_perm_entropy,scl_max,scl_n_sign_changes,bvp_n_sign_changes,hrv_n_below_mean,scl_min,hrv_ptp,scl_perm_entropy,scr_skewness,scr_kurtosis,bvp_svd_entropy,scr_entropy,scl_iqr,hrv_iqr,scl_kurtosis,scr_pct_5,scr_min,scr_energy,hrv_n_sign_changes,scl_peaks,scr_pct_95,bvp_entropy,scr_iqr_5_95,scr_peaks,scr_n_sign_changes,hrv_perm_entropy,bvp_skewness,bvp_sum,bvp_mean,scr_iqr,scr_rms,bvp_ptp,scr_n_above_mean,scr_n_below_mean,hrv_peaks,scl_n_above_mean,scl_n_below_mean,scr_max,bvp_pct_5,scr_ptp,hrv_kurtosis,scl_entropy,scl_iqr_5_95,scl_lineintegral,bvp_min,hrv_skewness
0,0.22168674698795182 +/- 0.005081279022010305,0.1407784986098239 +/- 0.006984164978914049,0.2424930491195551 +/- 0.0062927545677977465,0.2424930491195551 +/- 0.0062927545677977465,0.19295644114921223 +/- 0.004685532774704185,0.0004633920296570837 +/- 0.0010361760785448674,0.03313253012048193 +/- 0.005324977320554553,0.12187210379981464 +/- 0.004811250176985111,0.051621872103799794 +/- 0.005873208347638509,0.06538461538461537 +/- 0.008628180405466455,0.012465245597775699 +/- 0.003972488817450947,0.015477293790546787 +/- 0.0038054615695361955,0.05240963855421686 +/- 0.004518725743481953,0.026135310472659844 +/- 0.00534088212575493,0.032113067655236305 +/- 0.004435269369750356,0.017469879518072273 +/- 0.005093308731877281,0.01580166821130675 +/- 0.00438364941289424,0.013021316033364216 +/- 0.0019379540005863343,0.020991658943466152 +/- 0.00480253919484382,0.016450417052826703 +/- 0.0044119691177547625,0.016450417052826703 +/- 0.0044119691177547625,0.051019462465245594 +/- 0.0038960771706876385,-0.002363299351251169 +/- 0.003034775594074686,-0.0009731232622799179 +/- 0.0018931138290839106,0.005004633920296575 +/- 0.006019817400947153,0.008943466172381832 +/- 0.002960273633676446,0.0036144578313252796 +/- 0.0013557681963232535,0.005792400370713613 +/- 0.0014835783682652405,0.005792400370713613 +/- 0.0014835783682652405,0.03382761816496756 +/- 0.0028263115258529855,0.11895273401297497 +/- 0.004947889960457813,-0.00032437442075997633 +/- 0.0010778223678973868,-0.00023169601482856406 +/- 0.0011397936863993324,0.0012511584800741437 +/- 0.0010577119750244232,-0.024606116774791475 +/- 0.004073898582775663,0.01037998146431881 +/- 0.002858043363319622,0.009267840593141775 +/- 0.004516586814091276,4.6339202965683944e-05 +/- 0.0010247147538227964,0.0028730305838739366 +/- 0.0025783925381359513,0.0028730305838739366 +/- 0.0025783925381359513,0.17618164967562558 +/- 0.004070471039109865,0.0019462465245597693 +/- 0.001072830111472682,0.00013901760889709625 +/- 0.0019556022100101146,0.0029193697868396427 +/- 0.002563776866287884,0.0018999073215940632 +/- 0.00038492232914353876,0.0025486561631139714 +/- 0.0011949765484918894,0.027571825764596835 +/- 0.004318505440317635,0.002131603336422605 +/- 0.0027115363926464935,0.059638554216867465 +/- 0.006595974954611672,0.0007414272474513317 +/- 0.000752922929067277,0.0010194624652455908 +/- 0.000741427247451347,0.0020852641334568878 +/- 0.0007822957838801644,0.0016218721037997929 +/- 0.0016481389475235106,-0.0004633920296570948 +/- 0.0014357676909017387,0.015245597775718234 +/- 0.004672912869677203,0.042956441149212224 +/- 0.005629974784901758,0.0012048192771084044 +/- 0.0008840956454281198,0.001992585727525464 +/- 0.0009949448820010993,0.0006487488415199083 +/- 0.0006935416842954662,0.00973123262279888 +/- 0.003565409464628621,0.0 +/- 0.0,0.0056997219647821895 +/- 0.0015924782462872866,0.07270620945319742 +/- 0.002904621676406822,0.0 +/- 0.0,0.07465245597775719 +/- 0.0028068707545704963,0.017284522706209438 +/- 0.0022420705103619845,0.0012048192771084154 +/- 0.0005160115257488618,0.0012511584800741437 +/- 0.0008302350726213517,0.0010194624652455908 +/- 0.0007118763436393517,0.0018072289156626509 +/- 0.000324374420759943,0.0018072289156626509 +/- 0.000324374420759943,0.07766450417052825 +/- 0.002548234862811394,0.18396663577386468 +/- 0.0049779607050957336,0.0027803521779425134 +/- 0.002123529052342844,0.0001853568118628135 +/- 0.000556070435588496,0.0001853568118628135 +/- 0.000556070435588496,0.0012511584800741326 +/- 0.0007767865900945391,0.001112140871176992 +/- 0.00119407773185589,0.001112140871176992 +/- 0.00119407773185589,0.09142724745134384 +/- 0.003529392775593986,0.007924003707136218 +/- 0.0014275182391797281,0.09114921223354958 +/- 0.003190682110306197,0.0012048192771084044 +/- 0.0005160115257488578,0.01311399443929564 +/- 0.002757474614793668,0.016079703429101023 +/- 0.00559937894784683,0.039156626506024084 +/- 0.0022053760953272892,0.0012511584800741216 +/- 0.0007193778821251264,0.0013901760889712621 +/- 0.0013106705860732905
