,scl_ptp,scl_min,bvp_n_below_mean,bvp_peaks,hrv_min,bvp_n_sign_changes,scr_ptp,bvp_ptp,bvp_pct_95,scl_pct_95,hrv_peaks,scl_energy,hrv_skewness,hrv_perm_entropy,scr_rms,bvp_sum,scr_std,hrv_max,scl_kurtosis,bvp_mean,scl_pct_5,bvp_max,bvp_iqr_5_95,hrv_svd_entropy,bvp_skewness,bvp_energy,scr_perm_entropy,scr_svd_entropy,hrv_sum,hrv_ptp,hrv_mean,hrv_std,hrv_n_above_mean,hrv_n_below_mean,hrv_lineintegral,hrv_kurtosis,hrv_pct_5,hrv_iqr_5_95,hrv_iqr,hrv_n_sign_changes,hrv_pct_95,hrv_entropy,scr_skewness,scr_energy,scr_sum,scr_iqr,scr_entropy,scr_pct_95,scr_n_above_mean,scr_n_below_mean,scr_peaks,scr_lineintegral,scr_kurtosis,scr_n_sign_changes,scr_pct_5,scr_iqr_5_95,bvp_std,bvp_entropy,bvp_min,scl_lineintegral,scl_n_sign_changes,scl_iqr,scl_n_above_mean,scl_n_below_mean,scr_max,scl_iqr_5_95,scl_perm_entropy,scr_mean,scr_min,scl_std,scl_skewness,scl_peaks,bvp_lineintegral,bvp_rms,scl_sum,hrv_energy,bvp_iqr,scl_rms,bvp_n_above_mean,scl_entropy,scl_svd_entropy,scl_mean,hrv_rms,scl_max,bvp_perm_entropy,bvp_kurtosis,bvp_pct_5,bvp_svd_entropy
0,0.0 +/- 0.0,0.0 +/- 0.0,0.020353063343717538 +/- 0.0012242810096107575,0.055919003115264744 +/- 0.005012737598270931,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0015057113187953886 +/- 0.0006337775501419334,0.000726895119418447 +/- 0.00288337349468637,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0033748701973000837 +/- 0.0004786887049477227,0.0 +/- 0.0,-0.0007268951194185247 +/- 0.00041536863966774027,0.0 +/- 0.0,0.0020249221183799905 +/- 0.00015576323987538386,-0.00036344755970922903 +/- 0.00023793227907350348,0.005607476635513975 +/- 0.0012020599068318033,0.0 +/- 0.0,0.0030633437175492826 +/- 0.0014584186817433345,0.0038421599169262575 +/- 0.001296988161661143,0.0 +/- 0.0,-0.00041536863966769034 +/- 0.00020768431983384517,0.0 +/- 0.0,0.0 +/- 0.0,0.00036344755970922903 +/- 0.0004055165979182958,5.192107995846129e-05 +/- 0.00015576323987538386,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.00036344755970924014 +/- 0.0004055165979183143,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0019730010384215735 +/- 0.0011327842278957174,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,5.192107995846129e-05 +/- 0.00015576323987538386,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.002128764278296935 +/- 0.0006337775501419488,-0.0050363447559709455 +/- 0.002565237658782059,0.0 +/- 0.0,0.0 +/- 0.0,0.03914849428868118 +/- 0.00225363804924305,0.0 +/- 0.0,0.006957424714434024 +/- 0.0023358716260025074,0.04714434060228451 +/- 0.0028229028492353465,0.0 +/- 0.0,0.006178608515057082 +/- 0.0008515690273549852,0.008722741433021774 +/- 0.0014463539228643909
