,bvp_n_above_mean,bvp_n_below_mean,scl_entropy,scl_mean,bvp_max,scl_svd_entropy,bvp_energy,bvp_rms,scr_kurtosis,bvp_std,bvp_peaks,bvp_perm_entropy,bvp_min,scl_pct_95,bvp_skewness,bvp_ptp,scr_iqr,bvp_iqr_5_95,scr_n_above_mean,scr_rms,bvp_pct_95,scr_pct_95,scl_max,scl_pct_5,scr_n_below_mean,scl_perm_entropy,scl_energy,bvp_lineintegral,hrv_ptp,scr_skewness,scl_n_below_mean,hrv_std,hrv_pct_95,scr_lineintegral,bvp_sum,scr_pct_5,bvp_mean,scr_perm_entropy,hrv_lineintegral,hrv_perm_entropy,hrv_peaks,hrv_skewness,scr_min,scl_peaks,bvp_entropy,scr_peaks,scr_n_sign_changes,hrv_n_sign_changes,hrv_iqr,hrv_kurtosis,hrv_iqr_5_95,scr_ptp,scl_skewness,scl_kurtosis,scl_n_above_mean,scr_entropy,hrv_n_below_mean,hrv_svd_entropy,scl_rms,hrv_n_above_mean,scl_iqr,scl_ptp,hrv_entropy,hrv_sum,bvp_kurtosis,scr_std,scl_lineintegral,hrv_max,scl_std,scl_sum,bvp_iqr,hrv_pct_5,scr_max,hrv_mean,bvp_pct_5,scr_sum,scr_iqr_5_95,scl_min,scl_iqr_5_95,hrv_min,bvp_n_sign_changes,scr_mean,scr_energy,hrv_rms,bvp_svd_entropy,scl_n_sign_changes,hrv_energy,scr_svd_entropy
0,0.006630109670987016 +/- 0.0013751858648189267,0.00847457627118644 +/- 0.0012806812142238469,-0.0016949152542373059 +/- 0.0005083768208965709,-0.00034895314057827866 +/- 0.0005919412805103635,-0.0004486540378863535 +/- 0.0006085022739647865,-0.0011465603190428774 +/- 0.00022844345438466143,-0.0004486540378863646 +/- 0.000348953140578266,0.0008474576271186085 +/- 0.0005483549351944192,0.0001994017946161275 +/- 0.0003988035892322966,-0.00029910269192426895 +/- 0.0006383972320471341,0.0002492522432701705 +/- 0.0010515963663872737,0.0007477567298105336 +/- 0.0006780394072151308,0.0060319042871385675 +/- 0.0011246773851125056,0.00014955134596210672 +/- 0.0011378576481069994,-0.0010967098703888456 +/- 0.0005369057634231614,0.006530408773678953 +/- 0.0018975938495188788,-0.0006480558325025254 +/- 0.0003893444504439964,-0.000897308075772707 +/- 0.0006613409352652663,4.985044865403187e-05 +/- 0.00014955134596209563,4.985044865399857e-05 +/- 0.00041408892636679757,0.0003489531405782453 +/- 0.0005009908086301556,0.00034895314057821204 +/- 0.0003191986160235627,4.9850448654020774e-05 +/- 0.0004140889263668082,9.970089730804155e-05 +/- 0.0007326489759072068,0.0 +/- 0.0,0.0 +/- 0.0,0.001794616151545325 +/- 0.0010019816172603276,0.002941176470588236 +/- 0.00047028819202675444,-0.0008973080757726959 +/- 0.0005369057634231697,-0.0002991026919242579 +/- 0.0002442163253024355,-0.000997008973080782 +/- 0.0007394016437782248,0.0 +/- 0.0,0.0005982053838484269 +/- 0.0004884326506048098,-0.00014955134596212895 +/- 0.0005919412805103411,0.0 +/- 0.0,0.0 +/- 0.0,-9.970089730808596e-05 +/- 0.00019940179461617192,-0.00014955134596211783 +/- 0.00031919861602357485,-0.0005982053838484713 +/- 0.0004884326506048235,-0.0004985044865403965 +/- 0.0003861399148761098,0.0 +/- 0.0,-9.970089730809706e-05 +/- 0.00029910269192423566,-4.985044865404298e-05 +/- 0.00014955134596212892,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0003988035892323327 +/- 0.00029910269192423566,4.985044865403187e-05 +/- 0.00014955134596209563,-0.00014955134596212895 +/- 0.00022844345438466143,-2.2204460492503132e-17 +/- 0.00031528192025606687,-4.985044865404298e-05 +/- 0.00014955134596212892,0.0001994017946161164 +/- 0.00033067046763262563,-0.0010967098703888456 +/- 0.00029910269192423566,0.0 +/- 0.0,-0.0003988035892323216 +/- 0.0003730465988807544,-0.00039880358923234384 +/- 0.00019940179461617192,0.0010967098703888235 +/- 0.0010645142823560584,-0.0002492522432702038 +/- 0.0003344069756978841,0.0005982053838484158 +/- 0.00029910269192423566,0.0001994017946161275 +/- 0.0003988035892322966,-3.3306690738754695e-17 +/- 0.0003861399148761098,-0.0009970089730807707 +/- 0.0004458759675971499,-0.0013958125623130813 +/- 0.0006226319041274482,0.00014955134596208452 +/- 0.00031919861602355576,-0.00014955134596215114 +/- 0.0005919412805103635,0.00029910269192418015 +/- 0.000330670467632629,-0.0019441674975074874 +/- 0.000348953140578258,-0.0011465603190428998 +/- 0.00038934445044400357,-0.0004486540378863757 +/- 0.00041408892636679085,-0.00014955134596215114 +/- 0.00038934445044400357,-0.0011964107676969205 +/- 0.0003988035892323022,-0.0005982053838484713 +/- 0.000581351136076311,0.0008474576271186085 +/- 0.0007410801967756196,4.985044865403187e-05 +/- 0.00014955134596209563,-2.2204460492503132e-17 +/- 0.00031528192025606687,0.0014456630109670686 +/- 0.0014863461132478182,-0.0025423728813559255 +/- 0.0006085022739647838,-0.00014955134596214003 +/- 0.00044865403788633376,-0.0010468594217348027 +/- 0.00026845288171159514,-0.0011964107676969316 +/- 0.0007120068223871233,4.9850448654009674e-05 +/- 0.000348953140578258,-0.0005982053838484603 +/- 0.0004345861359462221,-0.0002492522432702149 +/- 0.0004019071659171757,-4.985044865404298e-05 +/- 0.00014955134596212892,0.000398803589232255 +/- 0.0006613409352652713,-0.0012961116650049731 +/- 0.0004568869087692719
