,bvp_std,hrv_rms,bvp_rms,scr_rms,scl_std,hrv_sum,hrv_mean,bvp_energy,bvp_iqr,scr_std,scl_svd_entropy,scr_max,scr_ptp,scr_sum,scr_mean,hrv_energy,scr_iqr,scl_pct_5,scl_iqr_5_95,scl_lineintegral,scl_rms,scr_lineintegral,bvp_pct_95,bvp_lineintegral,hrv_n_above_mean,scl_ptp,bvp_n_above_mean,bvp_n_below_mean,hrv_lineintegral,scl_iqr,hrv_iqr_5_95,bvp_iqr_5_95,hrv_n_below_mean,bvp_min,scl_pct_95,hrv_entropy,hrv_pct_95,scr_energy,hrv_svd_entropy,scl_peaks,hrv_perm_entropy,hrv_skewness,hrv_pct_5,scr_svd_entropy,scr_entropy,scr_perm_entropy,scl_n_above_mean,scl_n_below_mean,scl_max,bvp_perm_entropy,scr_kurtosis,scr_pct_5,bvp_svd_entropy,bvp_kurtosis,bvp_mean,bvp_sum,scl_skewness,scr_peaks,hrv_iqr,hrv_peaks,scl_entropy,scr_skewness,bvp_skewness,hrv_min,scr_n_above_mean,scr_n_below_mean,hrv_kurtosis,hrv_n_sign_changes,scl_energy,bvp_entropy,scr_n_sign_changes,bvp_n_sign_changes,scl_mean,scl_sum,hrv_ptp,scl_kurtosis,scl_perm_entropy,scr_min,hrv_std,scr_pct_95,scr_iqr_5_95,scl_n_sign_changes,scl_min,hrv_max,bvp_max,bvp_ptp,bvp_peaks,bvp_pct_5
0,0.3967051070840198 +/- 0.01062343968311367,0.2896760021965953 +/- 0.00982117007199439,0.14991762767710048 +/- 0.010816977267211545,0.12817133443163095 +/- 0.0038377606171677426,0.1259198242723778 +/- 0.004515392654732934,0.1030752333882482 +/- 0.006347599776871596,0.1030752333882482 +/- 0.006347599776871596,0.08358045030203184 +/- 0.004566858404457293,0.08099945085118067 +/- 0.004687106614688768,0.07342119714442613 +/- 0.00964393511758615,0.07084019769357494 +/- 0.005675128251626056,0.06957715540911585 +/- 0.0021696591175330605,0.0689730917078528 +/- 0.0018573898435241829,0.0588138385502471 +/- 0.009330521640079723,0.0588138385502471 +/- 0.009330521640079723,0.05722130697419 +/- 0.008685583270628246,0.05090609555189455 +/- 0.0020700798270149065,0.04980779791323446 +/- 0.009396865408750676,0.04113124656781987 +/- 0.009821784163789664,0.03893465129049971 +/- 0.0018451727200891283,0.035310269082921474 +/- 0.010170526716149366,0.027457440966501923 +/- 0.00829560136223248,0.02619439868204283 +/- 0.008464911293544914,0.02295442064799561 +/- 0.010627980585087723,0.01943986820428336 +/- 0.003395853889893545,0.01663920922570017 +/- 0.007310282613619045,0.015705656232839104 +/- 0.0022535183447208273,0.015705656232839104 +/- 0.0022535183447208273,0.015266337177375045 +/- 0.004202334205317749,0.014772103239978008 +/- 0.008061272735090705,0.0129049972542559 +/- 0.003734615735512203,0.012520593080724863 +/- 0.007738128480530914,0.011971444261394815 +/- 0.0033385357833214144,0.011532125205930787 +/- 0.0018863881424841052,0.01114772103239976 +/- 0.001903099774976782,0.010982976386600752 +/- 0.00225084036594389,0.0068643602416255 +/- 0.0018419011346785682,0.005436573311367388 +/- 0.0045180632997422875,0.005052169137836326 +/- 0.0038030290374916485,0.004448105436573302 +/- 0.0009335529928610826,0.004393190554640292 +/- 0.0018703334833527318,0.004283360790774293 +/- 0.0011466563985624058,0.00313014827018121 +/- 0.0007785528214584159,0.002855573860516192 +/- 0.0013629515261933903,0.0027457440966501935 +/- 0.0008145193286211437,0.0025809994508511737 +/- 0.0014948553090407555,0.0025809994508511624 +/- 0.0007388041761160728,0.0025809994508511624 +/- 0.0007388041761160728,0.002251510159253145 +/- 0.0011374143425155261,0.0021416803953871353 +/- 0.0012389362078724117,0.00197693574958816 +/- 0.0003642641175568969,0.00175727622185613 +/- 0.001120048218252137,0.0016474464579901205 +/- 0.0017365610434752121,0.0013728720483251022 +/- 0.0005062901953483303,0.00137287204832508 +/- 0.0005062901953483302,0.00137287204832508 +/- 0.0005062901953483302,0.0012081274025260713 +/- 0.0005380537600841618,0.001098297638660073 +/- 0.000694624417390109,0.0009884678747940745 +/- 0.0013849006274484757,0.0009884678747940745 +/- 0.0008786381109280678,0.0007688083470620444 +/- 0.0025663528710703713,0.0007138934651290451 +/- 0.00042889893881970897,0.0006589785831960238 +/- 0.0004787368416848654,0.0005491488193300365 +/- 0.002905822417424034,0.0003844041735310055 +/- 0.0004942339373970212,0.0003844041735310055 +/- 0.0004942339373970212,0.00032948929159800635 +/- 0.00036426411755687346,0.0 +/- 0.0,0.0 +/- 0.00024558681795712256,0.0 +/- 0.0,0.0 +/- 0.0,-0.0001647446457990087 +/- 0.0008163684100669175,-0.00021965952773203012 +/- 0.002370898752874566,-0.00021965952773203012 +/- 0.002370898752874566,-0.0005491488193300143 +/- 0.0021268442318547083,-0.0006589785831960348 +/- 0.000685886655507775,-0.0009335529928610642 +/- 0.0017718029439760341,-0.001098297638660073 +/- 0.0009189017315036677,-0.0012630422844590815 +/- 0.0026112011923050474,-0.0014277869302581014 +/- 0.001537616694124118,-0.0014827018121911007 +/- 0.001323665106336513,-0.0024711696869851862 +/- 0.000959047182678377,-0.0033498077979132513 +/- 0.0031779541562285156,-0.005326743547501389 +/- 0.003464863603371192,-0.01010433827567272 +/- 0.0042266625820744225,-0.01488193300384404 +/- 0.0025926571409363827,-0.01823174080175728 +/- 0.003787136661079987,-0.02465678198791873 +/- 0.004423631493277611
