,scr_lineintegral,scl_pct_5,scr_sum,scl_max,scl_pct_95,scr_mean,scr_rms,scl_sum,scl_iqr,scl_ptp,scr_iqr_5_95,scl_min,scl_iqr_5_95,scr_ptp,scr_energy,scr_max,scr_std,scl_mean,scl_skewness,scl_n_below_mean,scl_energy,scl_kurtosis,scr_entropy,scr_perm_entropy,scr_n_sign_changes,scr_peaks,scl_peaks,scl_entropy,scl_n_sign_changes,scl_perm_entropy,scl_n_above_mean,scr_min,scr_iqr,scr_pct_95,scr_pct_5,scl_lineintegral,scr_kurtosis,scl_std,scr_svd_entropy,scr_n_below_mean,scr_n_above_mean,scl_rms,scl_svd_entropy,scr_skewness
0,0.018123275068997212 +/- 0.0026036746454618067,-0.007482367371971821 +/- 0.002307867245903324,-0.014688745783502011 +/- 0.0010119595216191274,-0.011223551057957715 +/- 0.0019452623768357695,-0.023857712358172356 +/- 0.002724913816807481,-0.009690279055504491 +/- 0.0014591079120969406,-0.016406010426249628 +/- 0.0020673601705836434,-0.0064704078503526885 +/- 0.0012527873790748546,0.00809567617295306 +/- 0.0008586323213738272,-0.00834099969334563 +/- 0.002033190365440144,-0.008371665133394712 +/- 0.0019153016215427512,0.00183992640294387 +/- 0.0023871819019967637,-0.0036185219257896415 +/- 0.002014605054358389,-0.010579576816927339 +/- 0.001652807479694808,-0.005765102729224203 +/- 0.001644536973663534,-0.005121128488193838 +/- 0.0018655579483906923,-0.014351425942962303 +/- 0.002092452880617248,-0.007973014412756852 +/- 0.002580274022442536,-0.008524992333640014 +/- 0.0017336147224903497,-0.004354492486967209 +/- 0.001450057088934302,-0.014474087703158578 +/- 0.001644536973663527,-0.002023919043238287 +/- 0.0018511362493451747,-0.0015639374425023167 +/- 0.0006918438621697948,-3.3306690738754695e-17 +/- 0.0010353844229459698,-0.00018399264029442808 +/- 0.0002453235203925291,0.00033731984053967377 +/- 9.199632014721403e-05,0.0 +/- 0.0,-0.007881018092609682 +/- 0.001640242762381634,-0.0011039558417663465 +/- 0.0008476096265615066,0.001379944802207911 +/- 0.0014849800690344415,-0.003189205765102754 +/- 0.0014719411223550847,-0.001165286721864478 +/- 0.0009965088506146635,-0.002882551364612118 +/- 0.0025846436682864927,-0.00965961361545543 +/- 0.0017522287184497704,-0.005550444648880715 +/- 0.001956108976855819,-0.0070837166513339715 +/- 0.0023532603548543003,-0.006961054891137719 +/- 0.0014645757664838589,0.0009506286415209897 +/- 0.00183711325369521,-0.006010426249616696 +/- 0.0018152282842010263,-0.004967801287948492 +/- 0.0010605100561662418,-0.006194418889911091 +/- 0.0012018348937298741,-0.020055197792088343 +/- 0.0024654708668803158,-0.0007973014412756996 +/- 0.0020716768787555503,-0.004783808647654142 +/- 0.0014396436178234291
