,scr_lineintegral,scl_pct_5,scr_sum,scl_max,scl_pct_95,scr_mean,scr_rms,scl_sum,scl_iqr,scl_ptp,scr_iqr_5_95,scl_min,scl_iqr_5_95,scr_ptp,scr_energy,scr_max,scr_std,scl_mean,scl_skewness,scl_n_below_mean,scl_energy,scl_kurtosis,scr_entropy,scr_perm_entropy,scr_n_sign_changes,scr_peaks,scl_peaks,scl_entropy,scl_n_sign_changes,scl_perm_entropy,scl_n_above_mean,scr_min,scr_iqr,scr_pct_95,scr_pct_5,scl_lineintegral,scr_kurtosis,scl_std,scr_svd_entropy,scr_n_below_mean,scr_n_above_mean,scl_rms,scl_svd_entropy,scr_skewness
0,-0.0011705156596014455 +/- 0.0023760389409206496,-0.005124960455552085 +/- 0.002498207785181842,-0.008857956342929485 +/- 0.0020058041738876815,0.0025941157861435805 +/- 0.0020246757355267377,-0.0046820626384056156 +/- 0.0016242325407141258,-0.006390382790256288 +/- 0.0015420509467831721,-0.0015185068016451031 +/- 0.001771591268585888,0.000980702309395709 +/- 0.0021570254898741867,-0.00041126225877891054 +/- 0.0014774178334496211,-0.0021195824106295946 +/- 0.0020209650431742424,0.0036380892122745536 +/- 0.0013951962715090184,-0.0015185068016451031 +/- 0.002814675915157877,-0.0023410313192028464 +/- 0.0018239209497500342,0.003416640303701324 +/- 0.0012638395669369396,0.004650427080037922 +/- 0.00100090427203773,0.0051249604555519855 +/- 0.0015290156246244367,-0.0016134134767479158 +/- 0.0011790348088316382,-0.00850996520088585 +/- 0.0010816400504447166,0.001233786776336554 +/- 0.0009847758567714765,0.0017399557102182328 +/- 0.00053406969364548,-0.01692502372666883 +/- 0.0016146536102720464,0.002056311293894275 +/- 0.0007651620767129047,-3.1635558367648645e-05 +/- 0.0006552456557168241,-0.001771591268585937 +/- 0.0015446448105958547,0.00012654223347038362 +/- 0.0004291255920990577,-0.0029421069281873047 +/- 0.0002847200253084381,-0.00031635558367615335 +/- 0.0,-0.009870294210692864 +/- 0.0017884585922306505,0.003574818095539334 +/- 0.0009704436349369325,-3.1635558367659744e-05 +/- 0.0013230321838865315,0.00015817779183796565 +/- 0.0013139234202654466,0.0006959822840872931 +/- 0.00034072539115054354,-0.00575767162290417 +/- 0.0023195574539479195,0.001613413476747827 +/- 0.0016404798687079008,0.00148687124327741 +/- 0.0009495938639546693,-0.007655805124960502 +/- 0.001156321852736301,-0.0039860803543183 +/- 0.0009511734500710669,-0.0015185068016451031 +/- 0.0017431163953123537,0.0017083201518506396 +/- 0.002075446942974596,-0.005915849414742225 +/- 0.0011410749001500283,-0.003891173679215476 +/- 0.0013573829770911086,-0.0009174311926606116 +/- 0.0011874928427158084,-0.007972160708636567 +/- 0.0016180590765636877,-0.004334071496361958 +/- 0.0014774178334496194
