,scr_svd_entropy,scl_mean,scr_rms,scl_iqr_5_95,scl_lineintegral,scl_entropy,scr_max,scr_ptp,scl_kurtosis,scl_rms,scl_max,scr_energy,scl_min,scr_std,scr_entropy,scl_skewness,scr_iqr,scr_n_sign_changes,scr_peaks,scl_perm_entropy,scr_perm_entropy,scl_iqr,scr_lineintegral,scr_kurtosis,scl_energy,scr_min,scr_pct_5,scr_n_below_mean,scr_n_above_mean,scl_n_below_mean,scl_n_above_mean,scl_peaks,scl_sum,scl_n_sign_changes,scr_skewness,scr_iqr_5_95,scr_pct_95,scl_pct_5,scl_pct_95,scl_svd_entropy,scl_ptp,scl_std,scr_mean,scr_sum
0,0.06670702179176753 +/- 0.008322088847784851,-0.022336561743341442 +/- 0.0027064272283424035,0.015647699757869216 +/- 0.0026387322662078717,0.006476997578692445 +/- 0.0014014330390787325,0.004872881355932168 +/- 0.0020636675464565267,0.01776634382566581 +/- 0.003381307384335961,0.0015738498789345857 +/- 0.0009928098950881881,0.0015435835351089277 +/- 0.0011280051545753144,0.004751815980629515 +/- 0.0027872985762331364,0.03580508474576268 +/- 0.0023289356662482487,-0.02345641646489107 +/- 0.00312565032894524,-3.026634382566895e-05 +/- 9.079903147700686e-05,-0.009594430992736092 +/- 0.0018162328315590194,-0.004872881355932235 +/- 0.0037594892806761854,0.0020581113801452335 +/- 0.0017895575664763272,0.0013014527845035984 +/- 0.0026037852559325754,-0.0006053268765133346 +/- 0.0005064528005654064,0.0022699757869248938 +/- 0.001943891128732624,-6.0532687651360105e-05 +/- 0.0005710642331753364,0.0036622276029055433 +/- 0.0017774875133203315,0.0032990314769975383 +/- 0.0013224002587744308,-0.00015133171912835587 +/- 0.0003644550417309882,0.011622276029055667 +/- 0.0030453417017203997,0.0 +/- 0.0,0.0018462469733655951 +/- 0.0005145278450363193,0.0001815980629539582 +/- 0.00020076421249121725,6.0532687651304594e-05 +/- 0.00026385586825305107,-0.0007263922518160104 +/- 0.0005277117365061225,-0.0007263922518160104 +/- 0.0005277117365061225,-6.053268765137121e-05 +/- 0.00037802651322023975,-6.053268765137121e-05 +/- 0.00037802651322023975,0.0 +/- 0.0,0.002905569007263897 +/- 0.0006928282773764696,0.005538740920096807 +/- 0.002730856242967815,-0.0017554479418886548 +/- 0.00060229263747376,-0.0002421307506053405 +/- 0.00026385586825306635,-3.0266343825680053e-05 +/- 0.00016298924961060245,0.008898305084745728 +/- 0.0008474576271186474,0.029751815980629516 +/- 0.0019476574507501295,0.09173728813559318 +/- 0.005008965602962095,0.00033292978208229187 +/- 0.0026711656009349824,0.0012409200968522716 +/- 0.0027787404829356403,0.006658595641646459 +/- 0.002971655619523867,0.006658595641646459 +/- 0.002971655619523867
