,scr_svd_entropy,scl_mean,scr_rms,scl_iqr_5_95,scl_lineintegral,scl_entropy,scr_max,scr_ptp,scl_kurtosis,scl_rms,scl_max,scr_energy,scl_min,scr_std,scr_entropy,scl_skewness,scr_iqr,scr_n_sign_changes,scr_peaks,scl_perm_entropy,scr_perm_entropy,scl_iqr,scr_lineintegral,scr_kurtosis,scl_energy,scr_min,scr_pct_5,scr_n_below_mean,scr_n_above_mean,scl_n_below_mean,scl_n_above_mean,scl_peaks,scl_sum,scl_n_sign_changes,scr_skewness,scr_iqr_5_95,scr_pct_95,scl_pct_5,scl_pct_95,scl_svd_entropy,scl_ptp,scl_std,scr_mean,scr_sum
0,0.09381636477201748 +/- 0.007222550921985703,0.028763272954403486 +/- 0.0035702600587617004,0.01580262336039976 +/- 0.004659939401272836,0.006808244846970635 +/- 0.0023817209200421518,0.005371642723297943 +/- 0.00208005319242305,0.009025608994378487 +/- 0.002702654857753885,0.0019362898188632239 +/- 0.0016395258898696786,0.0017489069331667827 +/- 0.0015184566872134045,0.008557151780137395 +/- 0.003252171404608308,0.0070268582136164826 +/- 0.0033235160296365756,0.013272954403497794 +/- 0.0012275605251114105,0.000187382885696441 +/- 0.0004878357074270274,0.00015615240474703418 +/- 0.001281972251828478,0.019862585883822614 +/- 0.003525587955445356,0.0037164272329793914 +/- 0.003481743443359523,0.000187382885696441 +/- 0.0007284137282754954,0.0004996876951905094 +/- 0.001194948561505879,0.003997501561524064 +/- 0.0021941496652405105,0.00046845721424110254 +/- 0.0007018177718377386,0.009400374765771357 +/- 0.002073713341790632,0.0021549031855090605 +/- 0.0021294058630519307,3.123048094940684e-05 +/- 0.0002946277680217573,0.03710181136789507 +/- 0.003775660527097404,3.123048094940684e-05 +/- 0.00021861336664584784,0.00031230480949406836 +/- 0.0005409277974918455,-9.36914428482205e-05 +/- 0.00039627037915208023,-3.123048094940684e-05 +/- 0.0006763400320958108,0.0007807620237351709 +/- 0.0006877799982993564,0.0007807620237351709 +/- 0.0006877799982993564,0.000562148657089323 +/- 0.0009243378255433381,0.000562148657089323 +/- 0.0009243378255433381,0.0 +/- 0.0,0.0004059962523422889 +/- 0.0011001820708187793,0.0002498438475952547 +/- 0.0011916792022697716,0.000187382885696441 +/- 0.00078013716407226,-0.000187382885696441 +/- 0.0008403262990052344,-0.0002498438475952547 +/- 0.0008119925046845778,0.0039038101186758324 +/- 0.001986268409263921,0.0023735165521549086 +/- 0.002213622129502722,0.13379138038725796 +/- 0.010416383732092891,0.0026545908806995698 +/- 0.0024876798339822075,0.0032792004996877178 +/- 0.0024640433850811384,0.010774515927545247 +/- 0.002467998513445407,0.010774515927545247 +/- 0.002467998513445407
