,scl_min,scr_ptp,scr_svd_entropy,scl_svd_entropy,scr_max,scl_max,scl_ptp,scr_kurtosis,scl_iqr_5_95,scr_iqr_5_95,scr_rms,scl_lineintegral,scl_mean,scr_n_above_mean,scl_entropy,scl_energy,scr_std,scl_n_below_mean,scr_energy,scr_skewness,scr_sum,scl_skewness,scl_kurtosis,scl_n_above_mean,scr_min,scr_entropy,scr_n_sign_changes,scr_peaks,scl_n_sign_changes,scl_peaks,scr_n_below_mean,scr_mean,scr_pct_5,scl_perm_entropy,scr_perm_entropy,scr_iqr,scl_iqr,scl_std,scl_pct_5,scr_lineintegral,scr_pct_95,scl_pct_95,scl_rms,scl_sum
0,-0.005261593341260362 +/- 0.002564245872557038,0.020630202140309195 +/- 0.002073198070649556,0.010463733650416186 +/- 0.0014851362659687012,0.00395362663495843 +/- 0.0055645783108271285,0.029785969084423335 +/- 0.0032747774920143607,0.04351961950059456 +/- 0.0022995338413571613,0.00032699167657551653 +/- 0.0004690765112384078,0.0013674197384067055 +/- 0.0009419131699022235,-0.005261593341260362 +/- 0.0026423177596507563,-0.002972651605231824 +/- 0.0007976461275266647,-0.04030915576694407 +/- 0.00268922303873926,-0.014060642092746711 +/- 0.001917533106167668,0.0029429250891796046 +/- 0.0006157049695959272,0.013941736028537498 +/- 0.0015755053507728932,0.0031212841854934893 +/- 0.0025889389262548084,0.009661117717003597 +/- 0.0013831617270073564,0.025535077288941777 +/- 0.0030153004775225066,0.008174791914387669 +/- 0.0010146283095051256,0.0 +/- 0.0,0.011950059453032125 +/- 0.002893720219652297,0.0001783590963139181 +/- 0.00019718340014004244,0.0015457788347206125 +/- 0.001632524401634462,0.0004161712247324978 +/- 0.0008216572509563058,0.0007431629013080032 +/- 0.000654658607180293,0.002318668252080924 +/- 0.0003943668002800664,-0.0030618311533887723 +/- 0.0011205753165856496,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.009036860879904829 +/- 0.002393676829868913,0.0 +/- 0.0,0.008977407847800267 +/- 0.0012169732158417742,8.917954815699237e-05 +/- 0.001047200651237129,-0.0024673008323424115 +/- 0.001296089735825892,0.020511296076099916 +/- 0.00327801397195962,0.003775267538644511 +/- 0.0020979845408554115,-0.004488703923900083 +/- 0.0033722239874892923,0.011771700356718217 +/- 0.003259631429696268,-0.015398335315101031 +/- 0.006925448910048869,0.02095719381688469 +/- 0.0024773087574317143,0.02922116527942928 +/- 0.0032045404908583085,-0.07208680142687274 +/- 0.003389996041988381,0.01958977407847804 +/- 0.0021781646969943297
