,scl_min,scr_ptp,scr_svd_entropy,scl_svd_entropy,scr_max,scl_max,scl_ptp,scr_kurtosis,scl_iqr_5_95,scr_iqr_5_95,scr_rms,scl_lineintegral,scl_mean,scr_n_above_mean,scl_entropy,scl_energy,scr_std,scl_n_below_mean,scr_energy,scr_skewness,scr_sum,scl_skewness,scl_kurtosis,scl_n_above_mean,scr_min,scr_entropy,scr_n_sign_changes,scr_peaks,scl_n_sign_changes,scl_peaks,scr_n_below_mean,scr_mean,scr_pct_5,scl_perm_entropy,scr_perm_entropy,scr_iqr,scl_iqr,scl_std,scl_pct_5,scr_lineintegral,scr_pct_95,scl_pct_95,scl_rms,scl_sum
0,0.03659364393705648 +/- 0.0040139547961615335,0.02415921012033325 +/- 0.0032007170599792334,0.024128355445850062 +/- 0.002573361241838085,0.023542116630669564 +/- 0.0038834012489511625,0.018605368713360083 +/- 0.0011793591393777542,0.015982721382289435 +/- 0.002887179898868147,0.0156433199629744 +/- 0.0027146853716228537,0.01437827830916386 +/- 0.0021026504211540623,0.014347423634680667 +/- 0.0008533981293390549,0.013174946004319671 +/- 0.001257493605203007,0.00863930885529159 +/- 0.0015793253800764793,0.008515890157358864 +/- 0.0012811193762435546,0.0076211045973465065 +/- 0.0019418844773291556,0.007343412526997861 +/- 0.003522841833061903,0.0041962357297130656 +/- 0.0044289088222149026,0.004165381055229877 +/- 0.0026190148537995703,0.0023449552607220036 +/- 0.0004617904827860254,0.002159827213822907 +/- 0.0009757104782994017,0.001851280468991079 +/- 0.0006472131121074383,0.0015427337241592399 +/- 0.0007169978425561315,0.0013267510027769381 +/- 0.0018204257945078808,0.0012033323048441958 +/- 0.002747452405983797,0.0010490589324282928 +/- 0.0012586286982024855,0.0009564949089787223 +/- 0.0008444265463378099,0.000524529466214152 +/- 0.0007308064969038721,0.00027769207034864516 +/- 0.000166157507162427,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-6.170934896634339e-05 +/- 0.0009027299499122272,-0.00018512804689909678 +/- 0.00015115641732694023,-0.002715211354520186 +/- 0.0009737571020092333,-0.004998457266275824 +/- 0.0020780571725372136,-0.005152730638691738 +/- 0.0010781490410155213,-0.006602900339401396 +/- 0.0028852007966827403,-0.007343412526997817 +/- 0.0018758018085246037,-0.015735883986423928 +/- 0.0026434372095777785,-0.01715519901265041 +/- 0.0023138948792659915,-0.018142548596112286 +/- 0.0051589163365694255,-0.019407590249922835 +/- 0.0018587220588496141,-0.04554149953717986 +/- 0.005771061482622978,-0.04751619870410365 +/- 0.0011462002851593055,-0.07389694538722615 +/- 0.0020938028481732015
