,bvp_n_below_mean,bvp_perm_entropy,bvp_peaks,bvp_n_above_mean,bvp_kurtosis,bvp_max,bvp_n_sign_changes,bvp_iqr,bvp_rms,bvp_ptp,bvp_lineintegral,bvp_energy,bvp_sum,bvp_entropy,bvp_std,bvp_pct_5,bvp_mean,bvp_pct_95,bvp_iqr_5_95,bvp_min,bvp_svd_entropy,bvp_skewness
0,0.017216117216117256 +/- 0.002112028892790232,0.07639979068550502 +/- 0.00617389061381585,0.06776556776556779 +/- 0.00493805900296749,0.07409733124018844 +/- 0.007748171227160469,0.00983778126635274 +/- 0.0023378658193290085,0.01658817373103092 +/- 0.0028951493864203055,0.008477237048665653 +/- 0.003942398367731524,0.05363683935112511 +/- 0.005181590788037786,0.009209837781266383 +/- 0.0007474022426523148,-0.004552590266875956 +/- 0.0022330286021299502,0.031658817373103124 +/- 0.003966288762247439,-0.0049188906331763095 +/- 0.0009983665111637375,0.003819989534275281 +/- 0.0010989010989010943,0.0 +/- 0.0,0.0003663003663004094 +/- 0.0011944230466262183,-0.007901622187336444 +/- 0.0019361590790162168,0.003087388801674551 +/- 0.0021758893653889724,-0.005965463108320223 +/- 0.0021853074848583245,0.005651491365777106 +/- 0.001298762286341274,-0.0076399790685504395 +/- 0.002456660302314077,0.008424908424908461 +/- 0.005145529744655076,0.006750392464678212 +/- 0.0037109075147025356
