,bvp_peaks,bvp_perm_entropy,bvp_iqr,bvp_n_above_mean,bvp_svd_entropy,bvp_lineintegral,bvp_n_below_mean,bvp_max,bvp_kurtosis,bvp_pct_95,bvp_min,bvp_ptp,bvp_iqr_5_95,bvp_skewness,bvp_entropy,bvp_sum,bvp_mean,bvp_n_sign_changes,bvp_pct_5,bvp_rms,bvp_std,bvp_energy
0,-0.006015831134564642 +/- 0.004996221795691673,-0.006174142480211087 +/- 0.0032362528984616187,-0.027335092348284972 +/- 0.0024841376877973173,-0.019313984168865463 +/- 0.0025329815303429914,0.023482849604221635 +/- 0.0026411596319244725,-0.008073878627968323 +/- 0.001917971698721506,-0.027493403693931405 +/- 0.0034720388706271006,-0.012506596306068606 +/- 0.0027627736385664077,-0.01540897097625329 +/- 0.0019432139988941463,0.004591029023746684 +/- 0.0016695822711932803,-0.008073878627968333 +/- 0.002617861056424786,-0.015092348284960411 +/- 0.002576581660313192,-0.008548812664907646 +/- 0.0010232569619876087,-0.0032717678100263824 +/- 0.001288290830156589,0.0 +/- 0.0,-0.00021108179419524476 +/- 0.0005876268456812524,-0.0016886543535620136 +/- 0.0009672982997268418,-0.0011081794195250572 +/- 0.0011905555855069635,-0.007229551451187333 +/- 0.002360556120986296,-0.011503957783641161 +/- 0.001221724211376261,-0.0006332453825857676 +/- 0.0017786068122799877,-0.008232189973614778 +/- 0.00175337706868983
