,bvp_n_below_mean,bvp_perm_entropy,bvp_peaks,bvp_n_above_mean,bvp_kurtosis,bvp_max,bvp_n_sign_changes,bvp_iqr,bvp_rms,bvp_ptp,bvp_lineintegral,bvp_energy,bvp_sum,bvp_entropy,bvp_std,bvp_pct_5,bvp_mean,bvp_pct_95,bvp_iqr_5_95,bvp_min,bvp_svd_entropy,bvp_skewness
0,0.16517150395778363 +/- 0.0072624101609873514,0.05973614775725594 +/- 0.007576925000864402,-0.00633245382585752 +/- 0.005619495308485105,0.03984168865435356 +/- 0.003331232528144937,-0.006015831134564631 +/- 0.002454818648994829,0.026965699208443262 +/- 0.002756719342819843,0.008073878627968345 +/- 0.001782516702274887,0.0004221635883905117 +/- 0.00649226659598087,0.0 +/- 0.0,0.030870712401055413 +/- 0.0037777891987536656,0.023957783641160968 +/- 0.0024774025528876953,0.0 +/- 0.0,0.016833773087071256 +/- 0.002480211081794193,0.0 +/- 0.0,-0.003430079155672805 +/- 0.002315294033612712,0.008918205804749346 +/- 0.002022561255592279,0.006754617414248054 +/- 0.0007387862796833566,0.012875989445910308 +/- 0.004613718837866902,-0.00031662269129286715 +/- 0.0002585213448847609,-0.019366754617414238 +/- 0.004175539895978553,0.031240105540897123 +/- 0.0036924233634904125,0.008021108179419523 +/- 0.0024502768899723397
