,bvp_peaks,bvp_perm_entropy,bvp_iqr,bvp_n_above_mean,bvp_svd_entropy,bvp_lineintegral,bvp_n_below_mean,bvp_max,bvp_kurtosis,bvp_pct_95,bvp_min,bvp_ptp,bvp_iqr_5_95,bvp_skewness,bvp_entropy,bvp_sum,bvp_mean,bvp_n_sign_changes,bvp_pct_5,bvp_rms,bvp_std,bvp_energy
0,0.017034855179185016 +/- 0.0030106525491334136,-0.015169366715758525 +/- 0.002746070941766705,-0.01899852724594997 +/- 0.001715405518866577,0.006676485027000467 +/- 0.0025338218754175543,0.010702012763868396 +/- 0.0011575676114434516,0.008787432498772674 +/- 0.001734962891219659,0.011438389788905212 +/- 0.0026258378243134576,0.014629356897398083 +/- 0.0024624322442777435,-0.002160039273441372 +/- 0.0007668384561518989,0.0031418753068237493 +/- 0.0014596041970857587,0.016003927344133473 +/- 0.0017034218530090732,0.014727540500736325 +/- 0.001405775263944654,0.00039273441335296866 +/- 0.0003673694046906164,0.009621993127147732 +/- 0.0017997351772040546,0.0 +/- 0.0,0.0006381934216985741 +/- 0.0004933665007914018,0.000589101620029453 +/- 0.00042797240486408035,-0.0025036818851252307 +/- 0.001211483817305204,0.005792832596956288 +/- 0.0015493111279390717,0.0090819833087874 +/- 0.0010811347837773766,0.004712812960235624 +/- 0.0009619989171460655,0.005940108001963651 +/- 0.0017761465405130563
