,bvp_rms,bvp_std,bvp_pct_5,bvp_lineintegral,bvp_iqr_5_95,bvp_energy,bvp_svd_entropy,bvp_n_sign_changes,bvp_min,bvp_peaks,bvp_n_above_mean,bvp_n_below_mean,bvp_iqr,bvp_max,bvp_skewness,bvp_perm_entropy,bvp_pct_95,bvp_entropy,bvp_kurtosis,bvp_sum,bvp_mean,bvp_ptp
0,0.2494692144373673 +/- 0.0053396077876685065,0.2265392781316348 +/- 0.005474043772549353,-0.009501061571125301 +/- 0.0018908188036684634,0.08174097664543525 +/- 0.007688149918683618,0.015870488322717646 +/- 0.009298448073727272,0.08041401273885351 +/- 0.005185696170574283,-0.020806794055201715 +/- 0.002914974568523557,-0.014543524416135923 +/- 0.005212519616641579,-0.003715498938428874 +/- 0.007105393006658826,-0.04140127388535033 +/- 0.003692680919517215,0.007271762208067955 +/- 0.004370850716781337,0.007271762208067955 +/- 0.004370850716781337,0.09532908704883228 +/- 0.005201698513800408,-0.008811040339702769 +/- 0.002291617106679707,-0.0063163481953290804 +/- 0.0019639065817409988,0.0045647558386412105 +/- 0.0015420211301840662,0.044426751592356706 +/- 0.007262457822266872,0.0 +/- 0.0,-0.00233545647558383 +/- 0.0007581134212890435,-0.002176220806794027 +/- 0.0016522698955704106,-0.002176220806794027 +/- 0.0016522698955704106,-0.02080679405520173 +/- 0.007088720180380695
