,bvp_rms,bvp_std,bvp_pct_5,bvp_lineintegral,bvp_iqr_5_95,bvp_energy,bvp_svd_entropy,bvp_n_sign_changes,bvp_min,bvp_peaks,bvp_n_above_mean,bvp_n_below_mean,bvp_iqr,bvp_max,bvp_skewness,bvp_perm_entropy,bvp_pct_95,bvp_entropy,bvp_kurtosis,bvp_sum,bvp_mean,bvp_ptp
0,0.4308707124010554 +/- 0.010446016590360187,0.24833773087071237 +/- 0.010040817276024513,0.004063324538258561 +/- 0.004888321223058914,0.12627968337730872 +/- 0.011709927811047844,0.0023218997361477366 +/- 0.004307827257405487,0.012084432717678084 +/- 0.004529967267969611,0.0004749340369392785 +/- 0.0015193857571385633,0.0027968337730870487 +/- 0.0020031929177944338,0.06184696569920843 +/- 0.0037448432716010965,0.019577836411609484 +/- 0.0059114680319103715,-0.01255936675461744 +/- 0.005318046517084581,-0.01255936675461744 +/- 0.005318046517084581,0.01746701846965696 +/- 0.0038304948694373566,-0.0013192612137203242 +/- 0.001113193831647984,0.003693931398416861 +/- 0.00280230460102412,0.00480211081794194 +/- 0.0030079155672823273,0.0004749340369393007 +/- 0.00471077866099669,0.0 +/- 0.0,-0.00543535620052773 +/- 0.0016014766127169975,-0.000474934036939334 +/- 0.0009571692425972178,-0.000474934036939334 +/- 0.0009571692425972178,0.014300791556728209 +/- 0.0036822279734922622
