,bvp_n_below_mean,bvp_perm_entropy,bvp_peaks,bvp_n_above_mean,bvp_kurtosis,bvp_max,bvp_n_sign_changes,bvp_iqr,bvp_rms,bvp_ptp,bvp_lineintegral,bvp_energy,bvp_sum,bvp_entropy,bvp_std,bvp_pct_5,bvp_mean,bvp_pct_95,bvp_iqr_5_95,bvp_min,bvp_svd_entropy,bvp_skewness
0,0.034739061676331076 +/- 0.0020612772584098276,0.03584607274644177 +/- 0.0043788212245219164,0.06478650500790724 +/- 0.0056306231189644515,0.08350026357406434 +/- 0.005079257552112113,0.012598840274117052 +/- 0.00351612148564095,-0.0032156035846072515 +/- 0.0026087175607081956,0.05192409066947814 +/- 0.004284193520986577,-0.005429625724828668 +/- 0.004565541048429023,5.271481286241997e-05 +/- 0.00015814443858725992,0.029836584080126526 +/- 0.0034422409525175657,0.0040590405904059376 +/- 0.002729487288560799,-0.001001581444385835 +/- 0.0004378821224521943,0.0 +/- 0.0,0.0 +/- 0.0,0.0374275171323142 +/- 0.0028873092119407646,0.022034791776489194 +/- 0.0020389119247036114,-0.0019504480759093168 +/- 0.0007092052739627613,0.0808118081180812 +/- 0.005898643875535233,-0.026251976805482313 +/- 0.003125770602081926,-0.01960991038481813 +/- 0.005587770163415925,0.000843437005798664 +/- 0.005155282310341678,-0.005482340537691077 +/- 0.004354639204652287
