,bvp_rms,bvp_std,bvp_pct_5,bvp_lineintegral,bvp_iqr_5_95,bvp_energy,bvp_svd_entropy,bvp_n_sign_changes,bvp_min,bvp_peaks,bvp_n_above_mean,bvp_n_below_mean,bvp_iqr,bvp_max,bvp_skewness,bvp_perm_entropy,bvp_pct_95,bvp_entropy,bvp_kurtosis,bvp_sum,bvp_mean,bvp_ptp
0,0.16164047151277017 +/- 0.00705099953369292,0.1411591355599215 +/- 0.00667398339939609,0.005255402750491201 +/- 0.003855208144045271,0.030844793713163076 +/- 0.005802333762523523,0.004862475442043257 +/- 0.003253906105118255,-0.06124754420432214 +/- 0.004253846448364366,-0.024656188605108022 +/- 0.003866143154057844,-0.007809430255402728 +/- 0.002867713276423377,-0.029223968565815283 +/- 0.005322905265674388,-0.0020137524557956366 +/- 0.0026942216408452836,-0.047986247544204275 +/- 0.003898764169443239,-0.047986247544204275 +/- 0.003898764169443239,-0.00618860510805499 +/- 0.007481757966337755,-0.0030943025540274725 +/- 0.0013726118479845076,-0.006237721021610953 +/- 0.0032583513341104017,-0.04282907662082512 +/- 0.004031097156912218,0.0034872298624754826 +/- 0.003944286151849498,0.0 +/- 0.0,-0.0014734774066797241 +/- 0.0009056526971800189,4.91159135560304e-05 +/- 0.0016793046166285613,4.91159135560304e-05 +/- 0.0016793046166285613,-0.007760314341846708 +/- 0.0020107553526973114
