,bvp_peaks,bvp_perm_entropy,bvp_iqr,bvp_n_above_mean,bvp_svd_entropy,bvp_lineintegral,bvp_n_below_mean,bvp_max,bvp_kurtosis,bvp_pct_95,bvp_min,bvp_ptp,bvp_iqr_5_95,bvp_skewness,bvp_entropy,bvp_sum,bvp_mean,bvp_n_sign_changes,bvp_pct_5,bvp_rms,bvp_std,bvp_energy
0,0.033538146441372194 +/- 0.0029257643885635684,0.023451100870455675 +/- 0.0021334016032769653,0.022631848438300017 +/- 0.003236759985515444,0.021607782898105454 +/- 0.003036142771197846,0.011981566820276447 +/- 0.001505062821986589,0.007066052227342512 +/- 0.0013701063144146847,0.0064004096262160306 +/- 0.0034214365329827147,0.006144393241167378 +/- 0.002487446554324858,0.005939580133128475 +/- 0.0014336917562723919,0.0039938556067588005 +/- 0.0016639095554810046,0.0036866359447004114 +/- 0.0016159481656998914,0.0032258064516128672 +/- 0.001652049749605897,0.0016897081413210224 +/- 0.0014309460944682084,0.0006144393241167001 +/- 0.001291297512843679,0.0 +/- 0.0,-0.0005120327700973148 +/- 0.0006476759160611218,-0.0005120327700973371 +/- 0.00045797603225803464,-0.0008192524321557037 +/- 0.0019322029968370038,-0.0014336917562724372 +/- 0.001140351123979528,-0.005734767025089649 +/- 0.0019537925272236543,-0.007168458781362052 +/- 0.002804518983641408,-0.00721966205837179 +/- 0.0018666386209480862
