,bvp_n_below_mean,bvp_perm_entropy,bvp_peaks,bvp_n_above_mean,bvp_kurtosis,bvp_max,bvp_n_sign_changes,bvp_iqr,bvp_rms,bvp_ptp,bvp_lineintegral,bvp_energy,bvp_sum,bvp_entropy,bvp_std,bvp_pct_5,bvp_mean,bvp_pct_95,bvp_iqr_5_95,bvp_min,bvp_svd_entropy,bvp_skewness
0,0.0935296957991309 +/- 0.008479771052208778,0.08242394978271371 +/- 0.0046215892322169026,0.05953645581844522 +/- 0.005064493096166986,-0.019748913568324433 +/- 0.003464825340591076,-0.018396909705456255 +/- 0.0026486891650221935,-0.02901979719942053 +/- 0.0033484767643816174,0.03935296957991315 +/- 0.0020285805444326377,0.02897151134717533 +/- 0.002394900389693344,0.005504587155963347 +/- 0.0025840826963321297,0.015982617093191764 +/- 0.0018506777302498244,-0.000627716079188756 +/- 0.0016452655757992081,-0.007918879768227883 +/- 0.0007542491236993386,0.0 +/- 0.0,0.0 +/- 0.0,0.014775470787059453 +/- 0.003240552725362153,0.011974891356832496 +/- 0.0007096541987783226,0.0009657170449058894 +/- 0.0008079768484153439,-0.003380009657170413 +/- 0.0011628773132585383,-0.02761950748430706 +/- 0.001412722244164924,-0.02873008208594876 +/- 0.0024926913566664095,0.07788507967165627 +/- 0.005008944467113805,-0.01110574601641714 +/- 0.0014645824131437172
