,bvp_rms,bvp_std,bvp_pct_5,bvp_lineintegral,bvp_iqr_5_95,bvp_energy,bvp_svd_entropy,bvp_n_sign_changes,bvp_min,bvp_peaks,bvp_n_above_mean,bvp_n_below_mean,bvp_iqr,bvp_max,bvp_skewness,bvp_perm_entropy,bvp_pct_95,bvp_entropy,bvp_kurtosis,bvp_sum,bvp_mean,bvp_ptp
0,0.5119309262166405 +/- 0.006540240658077913,0.34065934065934067 +/- 0.0070866172756589175,0.02501308215593927 +/- 0.002976758273851997,0.1442176870748299 +/- 0.006157013534309892,0.05363683935112505 +/- 0.0030355112532230344,0.02543171114599683 +/- 0.004041179398494581,0.021664050235478783 +/- 0.0036269436841786613,0.027734170591313445 +/- 0.005412914930815597,0.10570381998953424 +/- 0.004656953524078896,0.02673992673992671 +/- 0.004015689176964848,0.017791732077446342 +/- 0.003375094818753977,0.017791732077446342 +/- 0.003375094818753977,0.033961276818419664 +/- 0.0044306618232861075,0.0009419152276294973 +/- 0.0017004789962608072,0.019518576661433796 +/- 0.0020408163265306077,0.013814756671899497 +/- 0.0028296192223120483,0.08942961800104657 +/- 0.003229570721969529,0.0 +/- 0.0,0.0014652014652014379 +/- 0.0005127137085888536,0.001360544217687043 +/- 0.000881857642404632,0.001360544217687043 +/- 0.000881857642404632,0.03537414965986393 +/- 0.0031933325593704724
